,0
0,"['A1', '0.004482071713147411']"
1,"['A2', '0.006202462875769648']"
2,"['A3', '0.004572618616443318']"
3,"['A4', '0.006202462875769648']"
4,"['A5', '0.006383556682361464']"
5,"['A6', '0.004889532777978993']"
6,"['A7', '0.0065193770373053244']"
7,"['A8', '0.006021369069177834']"
8,"['A9', '0.006609923940601232']"
9,"['A10', '0.004527345164795364']"
10,"['A11', '0.003938790293371967']"
11,"['A12', '0.005704454907642159']"
12,"['A13', '0.005704454907642159']"
13,"['A14', '0.007243752263672582']"
14,"['A15', '0.007062658457080768']"
15,"['A16', '0.008601955813111191']"
16,"['A17', '0.008285041651575516']"
17,"['A18', '0.008375588554871423']"
18,"['A19', '0.006066642520825788']"
19,"['A20', '0.0067457442955450924']"
20,"['A21', '0.007787033683448026']"
21,"['A22', '0.014532777978993118']"
22,"['A23', '1.0']"
23,"['A24', '0.8299529156102862']"
24,"['B1', '0.0052969938428105755']"
25,"['B2', '0.004527345164795364']"
26,"['B3', '0.005749728359290112']"
27,"['B4', '0.005613908004346252']"
28,"['B5', '0.006926838102136907']"
29,"['B6', '0.004346251358203549']"
30,"['B7', '0.0067457442955450924']"
31,"['B8', '0.0025353132922854038']"
32,"['B9', '0.004210431003259688']"
33,"['B10', '0.005885548714233973']"
34,"['B11', '0.0071984788120246284']"
35,"['B12', '0.0075153929735603045']"
36,"['B13', '0.0071984788120246284']"
37,"['B14', '0.006791017747193046']"
38,"['B15', '0.0075153929735603045']"
39,"['B16', '0.007470119521912351']"
40,"['B17', '0.005568634552698298']"
41,"['B18', '0.006338283230713509']"
42,"['B19', '0.007062658457080768']"
43,"['B20', '0.0033502354219485694']"
44,"['B21', '0.008194494748279608']"
45,"['B22', '0.013446215139442231']"
46,"['B23', '0.8400941687794278']"
47,"['B24', '0.7529880478087649']"
48,"['C1', '0.004889532777978993']"
49,"['C2', '0.009371604491126404']"
50,"['C3', '0.007696486780152119']"
51,"['C4', '0.0065193770373053244']"
52,"['C5', '0.006791017747193046']"
53,"['C6', '0.008285041651575516']"
54,"['C7', '0.00833031510322347']"
55,"['C8', '0.007787033683448026']"
56,"['C9', '0.005387540746106484']"
57,"['C10', '0.008737776168055052']"
58,"['C11', '0.006700470843897139']"
59,"['C12', '0.008013400941687794']"
60,"['C13', '0.008692502716407098']"
61,"['C14', '0.0069721115537848604']"
