,Unnamed: 0,Unnamed,Unnamed: 2,0,Unnamed.69,Unnamed.70,Unnamed: 6,2,0.2,Unnamed.34,Unnamed.35,Unnamed.71,Unnamed: 12,6,2.2,0.1,Unnamed.1,Unnamed.36,Unnamed.72,Unnamed: 19,11,5,1,Unnamed.2,Unnamed.37,Unnamed.73,Unnamed: 26,16,8,2.1,Unnamed.3,Unnamed.38,Unnamed.74,Unnamed: 33,21,11.2,3,Unnamed.4,Unnamed.39,Unnamed.75,Unnamed: 40,26,14,4,Unnamed.5,Unnamed.40,Unnamed.76,Unnamed: 47,31,17,5.1,Unnamed.6,Unnamed.41,Unnamed.77,Unnamed: 54,36,20,6.1,Unnamed.7,Unnamed.42,Unnamed.78,Unnamed: 61,41,23,7,Unnamed.8,Unnamed.43,Unnamed.79,Unnamed: 68,46,26.2,8.1,Unnamed.9,Unnamed.44,Unnamed.80,Unnamed: 75,51,29,9,Unnamed.10,Unnamed.45,Unnamed.81,Unnamed: 82,56,32,10,Unnamed.11,Unnamed.46,Unnamed.82,Unnamed: 89,61,35,11.1,Unnamed.12,Unnamed.47,Unnamed.83,Unnamed: 96,66,38,12,Unnamed.13,Unnamed.48,Unnamed.84,Unnamed: 103,71,41.1,13,Unnamed.14,Unnamed.49,Unnamed.85,Unnamed: 110,76,44,14.1,Unnamed.15,Unnamed.50,Unnamed.86,Unnamed: 117,81,47,15,Unnamed.16,Unnamed.51,Unnamed.87,Unnamed: 124,86,50,16.1,Unnamed.17,Unnamed.52,Unnamed.88,Unnamed: 131,91,53,17.1,Unnamed.18,Unnamed.53,Unnamed.89,Unnamed: 138,96,56.1,18,Unnamed.19,Unnamed.54,Unnamed.90,Unnamed: 145,101,59,19,Unnamed.20,Unnamed.55,Unnamed.91,Unnamed: 152,106,62,20.1,Unnamed.21,Unnamed.56,Unnamed.92,Unnamed: 159,111,65,21.1,Unnamed.22,Unnamed.57,Unnamed.93,Unnamed: 166,116,68,22,Unnamed.23,Unnamed.58,Unnamed.94,Unnamed: 173,121,71.1,23.1,Unnamed.24,Unnamed.59,Unnamed.95,Unnamed: 180,126,74,24,Unnamed.25,Unnamed.60,Unnamed.96,Unnamed: 187,131,77,25,Unnamed.26,Unnamed.61,Unnamed.97,Unnamed: 194,136,80,26.1,Unnamed.27,Unnamed.62,Unnamed.98,Unnamed: 201,141,83,27,Unnamed.28,Unnamed.63,Unnamed.99,Unnamed: 208,146,86.1,28,Unnamed.29,Unnamed.64,Unnamed.100,Unnamed: 215,151,89,29.1,Unnamed.30,Unnamed.65,Unnamed.101,Unnamed: 222,156,92,30,Unnamed.31,Unnamed.66,Unnamed.102,Unnamed: 229,161,95,31.1,Unnamed.32,Unnamed.67,Unnamed.103,Unnamed: 236,166,98,32.1,Unnamed.33,Unnamed.68,Unnamed.104,Unnamed: 243,171,101.1,33,Plate,information
0,0,0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""=""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",14.57,21.39,21.22,46.2,46.4,21.48,21.4,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,6/29/2023,4,35,26,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,4,1,Pingping,US,LUM,384,(cps),0,12,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,7,A,0.011850501367365542,0.009343664539653601,0.005773321178972957,0.007292616226071103,0.0031905195989061076,0.0035703433606806443,0.0012914007900334246,0.0052415679124886054,0.005697356426618049,0.007520510483135825,0.00995138255849286,0.008735946520814343,0.01078699483439684,0.011850501367365542,0.010255241567912488,0.00539349741719842,0.0,0.0031145548465512,0.007520510483135825,0.008432087511394713,0.008659981768459436,0.003494378608325737,0.8802035855363112,0.70077484047402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,8,B,0.010862959586751748,0.007824369492555454,0.0054694621695533276,0.00850805226374962,0.007976298997265268,0.0036463081130355514,0.004633849893649347,0.003494378608325737,0.007140686721361289,0.007748404740200547,0.011470677605591006,0.008052263749620175,0.011014889091461562,0.007520510483135825,0.010407171072622304,0.008963840777879064,0.008963840777879064,0.008659981768459436,0.0069127924642965665,0.009495594044363415,0.008432087511394713,0.016636280765724702,0.7915527195381343,0.7285779398359161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,9,C,0.010938924339106655,0.012078395624430265,0.01109085384381647,0.010862959586751748,0.009115770282588878,0.009799453053783045,0.006988757216651474,0.008887876025524157,0.007216651473716196,0.009495594044363415,0.009419629292008508,0.006305074445457308,0.008735946520814343,0.011166818596171376,0.029930112427833486,0.011470677605591006,0.008659981768459436,0.007444545730780918,0.01078699483439684,0.00850805226374962,0.0031145548465512,0.015496809480401094,0.7812215132178669,0.753266484351261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,10,D,0.013445761166818596,0.007900334244910361,0.012306289881494986,0.0069127924642965665,0.010331206320267397,0.008128228501975084,0.010407171072622304,0.009343664539653601,0.006153144940747493,0.007900334244910361,0.009495594044363415,0.0054694621695533276,0.008735946520814343,0.008128228501975084,0.009723488301428137,0.011546642357945914,0.007748404740200547,0.007520510483135825,0.008735946520814343,0.007292616226071103,0.00995138255849286,0.01731996353691887,0.8368277119416591,0.9064873898511091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,11,E,0.010938924339106655,0.01473716195685202,0.009799453053783045,0.013141902157398968,0.004481920388939532,0.010255241567912488,0.010407171072622304,0.010635065329687025,0.007976298997265268,0.00964752354907323,0.007596475235490732,0.00736858097842601,0.008584017016104527,0.01078699483439684,0.007824369492555454,0.00736858097842601,0.007292616226071103,0.009799453053783045,0.00030385900941962927,0.008887876025524157,0.00767243998784564,0.015116985718626557,0.9314038286235187,0.7638255849285931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,12,12,F,0.011014889091461562,0.008584017016104527,0.010559100577332118,0.006988757216651474,0.008735946520814343,0.01017927681555758,0.008356122759039806,0.00736858097842601,0.009115770282588878,0.0067608629595867515,0.008204193254329991,0.009723488301428137,0.011166818596171376,0.007292616226071103,0.008280158006684898,0.006381039197812215,0.010711030082041932,0.008204193254329991,0.009875417806137952,0.005545426921908235,0.010483135824977211,0.01671224551807961,0.8223944089942267,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,13,13,G,0.00881191127316925,0.013521725919173503,0.010331206320267397,0.008887876025524157,0.007976298997265268,0.012002430872075358,0.008280158006684898,0.008584017016104527,0.009875417806137952,0.008204193254329991,0.00539349741719842,0.009115770282588878,0.010635065329687025,0.007900334244910361,0.0069127924642965665,0.008584017016104527,0.0032664843512610147,0.00767243998784564,0.008052263749620175,0.009571558796718322,0.0018231540565177757,0.014661197204497113,0.8134305682163476,0.7882862351868732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,14,14,H,0.009191735034943787,0.007748404740200547,0.00767243998784564,0.008735946520814343,0.011242783348526283,0.00736858097842601,0.00850805226374962,0.00767243998784564,0.005621391674263142,0.005165603160133698,0.00736858097842601,0.004709814646004254,0.01078699483439684,0.009039805530233971,0.007064721969006381,0.005849285931327864,0.011014889091461562,0.005013673655423883,0.009723488301428137,0.008963840777879064,0.006305074445457308,0.016940139775144334,0.8449559404436342,0.7490884229717412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,15,15,I,0.010407171072622304,0.009799453053783045,0.00964752354907323,0.009039805530233971,0.009799453053783045,0.00736858097842601,0.006532968702522029,0.006608933454876937,0.007748404740200547,0.009571558796718322,0.004557885141294439,0.008735946520814343,0.006988757216651474,0.007292616226071103,0.008356122759039806,0.006001215436037679,0.009495594044363415,0.00964752354907323,0.009191735034943787,0.010331206320267397,0.007520510483135825,0.013445761166818596,0.8207991491947736,0.7917046490428441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,16,16,J,0.010559100577332118,0.008963840777879064,0.008204193254329991,0.007824369492555454,0.010559100577332118,0.003038590094196293,0.009495594044363415,0.007748404740200547,0.008887876025524157,0.004026131874810088,0.009799453053783045,0.008204193254329991,0.00881191127316925,0.006608933454876937,0.010331206320267397,0.007064721969006381,0.010559100577332118,0.006153144940747493,0.009723488301428137,0.004557885141294439,0.005545426921908235,0.013749620176238226,0.8640990580370708,0.8235338802795503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,17,17,K,0.009039805530233971,0.009419629292008508,0.007900334244910361,0.008432087511394713,0.005165603160133698,0.008052263749620175,0.006153144940747493,0.007596475235490732,0.007140686721361289,0.008204193254329991,0.002127013065937405,0.007140686721361289,0.007596475235490732,0.008887876025524157,0.007520510483135825,0.007520510483135825,0.008887876025524157,0.007140686721361289,0.007140686721361289,0.009191735034943787,0.008963840777879064,0.01162260711030082,0.8435126101488909,0.8275600121543604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,18,18,L,0.010635065329687025,0.007976298997265268,0.005165603160133698,0.007444545730780918,0.007216651473716196,0.0054694621695533276,0.004937708903068976,0.006532968702522029,0.007900334244910361,0.008280158006684898,0.004329990884229718,0.004329990884229718,0.008280158006684898,0.008887876025524157,0.005545426921908235,0.00767243998784564,0.009875417806137952,0.005773321178972957,0.0052415679124886054,0.00964752354907323,0.008735946520814343,0.014357338195077484,0.991036159222121,0.8128228501975083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,19,19,M,0.006001215436037679,0.008584017016104527,0.006305074445457308,0.007140686721361289,0.00736858097842601,0.008204193254329991,0.008280158006684898,0.006608933454876937,0.007900334244910361,0.007064721969006381,0.007748404740200547,0.007596475235490732,0.006684898207231844,0.009571558796718322,0.005621391674263142,0.007064721969006381,0.007292616226071103,0.004481920388939532,0.006988757216651474,0.010103312063202674,0.007064721969006381,0.011166818596171376,0.8878000607718018,0.8493618960802187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,20,20,N,0.007596475235490732,0.007444545730780918,0.005849285931327864,0.005621391674263142,0.00736858097842601,0.006532968702522029,0.009495594044363415,0.005849285931327864,0.006684898207231844,0.005773321178972957,0.007748404740200547,0.005773321178972957,0.009495594044363415,0.008887876025524157,0.008356122759039806,0.0009875417806137952,0.006457003950167122,0.007748404740200547,0.009039805530233971,0.00767243998784564,0.008204193254329991,0.015952597994530537,0.8755697356426618,0.8697964144636888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
