32,0.12244897959183673,0.12018140589569161,0.12811791383219956,0.1417233560090703,0.1292517006802721,0.13378684807256236,0.14285714285714285,0.12131519274376418,0.12471655328798185,0.13151927437641722,0.12811791383219956,0.14285714285714285,0.12811791383219956,0.12811791383219956,0.1292517006802721,0.12471655328798185,0.13038548752834467,0.12131519274376418,0.12698412698412698,0.1145124716553288,0.12698412698412698,0.8253968253968254,0.8231292517006803,0.0
33,0.12811791383219956,0.14965986394557823,0.12811791383219956,0.12811791383219956,0.1326530612244898,0.1235827664399093,0.13151927437641722,0.12471655328798185,0.1326530612244898,0.13378684807256236,0.12811791383219956,0.1360544217687075,0.14285714285714285,0.13718820861678005,0.1383219954648526,0.12698412698412698,0.13151927437641722,0.1360544217687075,0.12018140589569161,0.1292517006802721,0.13945578231292516,0.8469387755102041,0.8412698412698413,0.0
34,0.13151927437641722,0.13718820861678005,0.1349206349206349,0.13945578231292516,0.13378684807256236,0.12585034013605442,0.13718820861678005,0.1383219954648526,0.14285714285714285,0.13378684807256236,0.1473922902494331,0.13718820861678005,0.13151927437641722,0.1349206349206349,0.1349206349206349,0.14285714285714285,0.14512471655328799,0.1326530612244898,0.12131519274376418,0.1383219954648526,0.13151927437641722,0.8072562358276644,0.8832199546485261,0.0
35,0.1360544217687075,0.1383219954648526,0.15759637188208617,0.15079365079365079,0.14852607709750568,0.15192743764172337,0.14058956916099774,0.16099773242630386,0.14965986394557823,0.15079365079365079,0.15419501133786848,0.15192743764172337,0.15079365079365079,0.15192743764172337,0.15079365079365079,0.14058956916099774,0.14285714285714285,0.14852607709750568,0.13945578231292516,0.1383219954648526,0.1235827664399093,0.9489795918367347,0.9750566893424036,0.0
36,0.14512471655328799,0.14399092970521543,0.14852607709750568,0.15079365079365079,0.14625850340136054,0.16326530612244897,0.15306122448979592,0.14512471655328799,0.1564625850340136,0.16326530612244897,0.15759637188208617,0.1655328798185941,0.15532879818594103,0.14852607709750568,0.15192743764172337,0.1417233560090703,0.1621315192743764,0.15192743764172337,0.14512471655328799,0.1360544217687075,0.1292517006802721,0.9682539682539683,0.9331065759637188,0.0
37,0.12244897959183673,0.1383219954648526,0.14285714285714285,0.14512471655328799,0.14512471655328799,0.13718820861678005,0.16099773242630386,0.13945578231292516,0.14512471655328799,0.14399092970521543,0.1383219954648526,0.14285714285714285,0.1473922902494331,0.14852607709750568,0.13718820861678005,0.1349206349206349,0.1417233560090703,0.14058956916099774,0.14058956916099774,0.1383219954648526,0.1383219954648526,0.9036281179138322,0.8888888888888888,0.0
38,0.14058956916099774,0.1473922902494331,0.1326530612244898,0.15306122448979592,0.14965986394557823,0.1473922902494331,0.1621315192743764,0.1383219954648526,0.1360544217687075,0.14399092970521543,0.15759637188208617,0.15532879818594103,0.14965986394557823,0.1473922902494331,0.14852607709750568,0.1383219954648526,0.1349206349206349,0.13038548752834467,0.1326530612244898,0.1417233560090703,0.12698412698412698,0.9297052154195011,0.9387755102040817,0.0
39,0.12811791383219956,0.13151927437641722,0.15873015873015872,0.1473922902494331,0.14512471655328799,0.1473922902494331,0.1360544217687075,0.14625850340136054,0.1383219954648526,0.13945578231292516,0.15079365079365079,0.15079365079365079,0.1473922902494331,0.13718820861678005,0.14285714285714285,0.13718820861678005,0.1292517006802721,0.1326530612244898,0.13151927437641722,0.14285714285714285,0.1360544217687075,0.9421768707482994,0.9251700680272109,0.0
40,0.1235827664399093,0.13151927437641722,0.12811791383219956,0.1417233560090703,0.13718820861678005,0.1360544217687075,0.15079365079365079,0.13378684807256236,0.14058956916099774,0.1360544217687075,0.13378684807256236,0.1417233560090703,0.1417233560090703,0.1473922902494331,0.1326530612244898,0.14399092970521543,0.1326530612244898,0.1292517006802721,0.13378684807256236,0.12585034013605442,0.12585034013605442,0.9784580498866213,0.8888888888888888,0.0
41,0.13718820861678005,0.1473922902494331,0.14512471655328799,0.1292517006802721,0.1417233560090703,0.1417233560090703,0.14399092970521543,0.14625850340136054,0.14285714285714285,0.14852607709750568,0.15759637188208617,0.14625850340136054,0.1383219954648526,0.1383219954648526,0.1564625850340136,0.14965986394557823,0.14399092970521543,0.14058956916099774,0.1383219954648526,0.1383219954648526,0.13945578231292516,0.9512471655328798,0.9240362811791383,0.0
42,0.13718820861678005,0.14058956916099774,0.3492063492063492,0.13378684807256236,0.13718820861678005,0.1383219954648526,0.25736961451247165,0.14285714285714285,0.1417233560090703,0.13945578231292516,0.13945578231292516,0.14852607709750568,0.14965986394557823,0.14399092970521543,0.13718820861678005,0.1349206349206349,0.1292517006802721,0.15873015873015872,0.12018140589569161,0.13378684807256236,0.1360544217687075,1.0,0.9863945578231292,0.0
43,0.14058956916099774,0.14399092970521543,0.14285714285714285,0.13718820861678005,0.15306122448979592,0.15192743764172337,0.1417233560090703,0.14852607709750568,0.13378684807256236,0.14852607709750568,0.14058956916099774,0.14512471655328799,0.14625850340136054,0.14399092970521543,0.14285714285714285,0.1417233560090703,0.14285714285714285,0.13038548752834467,0.1360544217687075,0.1473922902494331,0.14285714285714285,0.9410430839002267,0.9387755102040817,0.0
44,0.1326530612244898,0.14512471655328799,0.1360544217687075,0.12811791383219956,0.13151927437641722,0.1417233560090703,0.14285714285714285,0.13378684807256236,0.15192743764172337,0.1360544217687075,0.13945578231292516,0.15873015873015872,0.14852607709750568,0.14285714285714285,0.1473922902494331,0.13718820861678005,0.14965986394557823,0.1383219954648526,0.1349206349206349,0.14058956916099774,0.13151927437641722,0.9580498866213152,0.9160997732426304,0.0
45,0.12811791383219956,0.1417233560090703,0.14058956916099774,0.14399092970521543,0.14285714285714285,0.14965986394557823,0.15079365079365079,0.14512471655328799,0.14965986394557823,0.14512471655328799,0.14852607709750568,0.14852607709750568,0.15079365079365079,0.1349206349206349,0.14512471655328799,0.14625850340136054,0.14285714285714285,0.13151927437641722,0.1349206349206349,0.1292517006802721,0.13945578231292516,0.9523809523809523,0.9671201814058957,0.0
46,0.13718820861678005,0.12585034013605442,0.1383219954648526,0.14399092970521543,0.15079365079365079,0.13378684807256236,0.13945578231292516,0.14285714285714285,0.15306122448979592,0.1473922902494331,0.15306122448979592,0.1383219954648526,0.13718820861678005,0.15192743764172337,0.1326530612244898,0.1383219954648526,0.1326530612244898,0.14399092970521543,0.14399092970521543,0.1235827664399093,0.13718820861678005,0.981859410430839,0.9682539682539683,0.0
47,,,,,,,,,,,,,,,,,,,,,,,,
48,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
49,"""""""=""""""""H2061406""""""""""""""",,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:48:10 PM,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,
51,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
52,0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,
54,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
55,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
56,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
57,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
58,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
59,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
60,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
61,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
62,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
63,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
64,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
65,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
66,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
67,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
68,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
69,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
70,0.50382763972,,,,,,,,,,,,,,,,,,,,,0.50382763972,0.50382763972,
71,,,,,,,,,,,,,,,,,,,,,,,,
72,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
73,"""""""=""""""""H2061406""""""""""""""",14.01,17.92,17.92,48.6,48.3,18.21,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:48:10 PM,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,
75,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
76,0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,
78,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
79,0.13396004700352526,0.1245593419506463,0.1245593419506463,0.1398354876615746,0.12808460634547592,0.13160987074030553,0.12925969447708577,0.13866039952996476,0.12690951821386603,0.13513513513513514,0.12220916568742655,0.136310223266745,0.13513513513513514,0.1410105757931845,0.14336075205640422,0.12690951821386603,0.13396004700352526,0.11985898942420682,0.12808460634547592,0.1398354876615746,0.1410105757931845,0.8049353701527615,0.7943595769682726,0.0
80,0.13866039952996476,0.5370152761457109,0.14218566392479437,0.14218566392479437,0.13866039952996476,0.13160987074030553,0.13866039952996476,0.13748531139835488,0.12338425381903642,0.136310223266745,0.13278495887191538,0.13748531139835488,0.13866039952996476,0.13866039952996476,0.13748531139835488,0.1245593419506463,0.13513513513513514,0.13396004700352526,0.13513513513513514,0.12573443008225618,0.13748531139835488,0.7743830787309048,0.7497062279670975,0.0
81,0.12690951821386603,0.136310223266745,0.136310223266745,0.13396004700352526,0.11515863689776733,0.13278495887191538,0.12573443008225618,0.1398354876615746,0.13513513513513514,0.1398354876615746,0.136310223266745,0.1445358401880141,0.136310223266745,0.12925969447708577,0.13278495887191538,0.13278495887191538,0.12925969447708577,0.12220916568742655,0.12808460634547592,0.136310223266745,0.13160987074030553,0.7085781433607521,0.7238542890716804,0.0
82,0.12808460634547592,0.14336075205640422,0.1492361927144536,0.13278495887191538,0.13396004700352526,0.14218566392479437,0.13043478260869565,0.14336075205640422,0.13396004700352526,0.14218566392479437,0.13396004700352526,0.13866039952996476,0.13748531139835488,0.1398354876615746,0.13513513513513514,0.12808460634547592,0.136310223266745,0.12808460634547592,0.11868390129259694,0.172737955346651,0.13396004700352526,0.7156286721504113,0.7497062279670975,0.0
83,0.15511163337250294,0.14571092831962398,0.14218566392479437,0.15511163337250294,0.15158636897767333,0.1609870740305523,0.15041128084606345,0.14806110458284372,0.1445358401880141,0.15863689776733256,0.14571092831962398,0.15276145710928318,0.14806110458284372,0.15863689776733256,0.14336075205640422,0.13866039952996476,0.15511163337250294,0.13160987074030553,0.14218566392479437,0.15746180963572268,0.13396004700352526,0.8331374853113983,0.8883666274970623,0.0
84,0.12925969447708577,0.14571092831962398,0.1398354876615746,0.15276145710928318,0.15393654524089306,0.14571092831962398,0.15158636897767333,0.14571092831962398,0.15158636897767333,0.15276145710928318,0.15746180963572268,0.16568742655699178,0.15158636897767333,0.15393654524089306,0.1492361927144536,0.1410105757931845,0.1492361927144536,0.14336075205640422,0.15041128084606345,0.15158636897767333,0.13278495887191538,0.8613396004700352,0.8871915393654524,0.0
85,0.136310223266745,0.14688601645123384,0.14218566392479437,0.14688601645123384,0.1445358401880141,0.13278495887191538,0.1645123384253819,0.13866039952996476,0.14218566392479437,0.14571092831962398,0.14218566392479437,0.1445358401880141,0.13748531139835488,0.13513513513513514,0.13278495887191538,0.13513513513513514,0.1445358401880141,0.12573443008225618,0.136310223266745,0.763807285546416,0.13396004700352526,0.8425381903642774,0.7920094007050529,0.0
86,0.14218566392479437,0.13866039952996476,0.1410105757931845,0.14218566392479437,0.1445358401880141,0.1445358401880141,0.1445358401880141,0.13396004700352526,0.1492361927144536,0.15511163337250294,0.14218566392479437,0.15158636897767333,0.13278495887191538,0.13748531139835488,0.2056404230317274,0.13866039952996476,0.14571092831962398,0.14806110458284372,0.14218566392479437,0.1445358401880141,0.1410105757931845,0.827262044653349,0.8096357226792009,0.0
87,0.37602820211515864,0.1398354876615746,0.13396004700352526,0.1245593419506463,0.14806110458284372,0.15041128084606345,0.14688601645123384,0.1410105757931845,0.1398354876615746,0.16568742655699178,0.13396004700352526,0.12925969447708577,0.13396004700352526,0.13748531139835488,0.15041128084606345,0.1398354876615746,0.14218566392479437,0.12690951821386603,0.13748531139835488,0.12338425381903642,0.12690951821386603,0.7873090481786134,0.7461809635722679,0.0
88,0.13043478260869565,0.1245593419506463,0.13748531139835488,0.12925969447708577,0.14571092831962398,0.13513513513513514,0.1398354876615746,0.13396004700352526,0.13396004700352526,0.13513513513513514,0.15746180963572268,0.13748531139835488,0.1398354876615746,0.12220916568742655,0.14806110458284372,0.13160987074030553,0.12103407755581669,0.1492361927144536,0.12808460634547592,0.12220916568742655,0.1445358401880141,0.7743830787309048,0.7837837837837838,0.0
89,0.14218566392479437,0.15041128084606345,0.14336075205640422,0.15511163337250294,0.14218566392479437,0.14806110458284372,0.1645123384253819,0.14688601645123384,0.13160987074030553,0.14218566392479437,0.1445358401880141,0.15041128084606345,0.14336075205640422,0.14218566392479437,0.13866039952996476,0.13043478260869565,0.15276145710928318,0.13866039952996476,0.1410105757931845,0.136310223266745,0.13748531139835488,0.8719153936545241,0.7743830787309048,0.0
90,0.13043478260869565,0.15276145710928318,0.13866039952996476,0.13396004700352526,0.15511163337250294,0.13160987074030553,0.15041128084606345,0.15041128084606345,0.1562867215041128,0.15276145710928318,0.14571092831962398,0.14218566392479437,0.14806110458284372,0.1245593419506463,0.15041128084606345,0.13043478260869565,0.13043478260869565,0.15041128084606345,0.12690951821386603,0.13160987074030553,0.12925969447708577,0.9095182138660399,0.8049353701527615,0.0
91,0.14336075205640422,0.14688601645123384,0.13278495887191538,0.1398354876615746,0.1445358401880141,0.14571092831962398,0.15393654524089306,0.13513513513513514,0.14336075205640422,0.15041128084606345,0.1445358401880141,0.1492361927144536,0.13866039952996476,0.15276145710928318,0.14688601645123384,0.14336075205640422,0.1492361927144536,0.13160987074030553,0.1410105757931845,0.14336075205640422,0.14336075205640422,0.8883666274970623,0.8507638072855465,0.0
92,0.13278495887191538,0.1445358401880141,0.15158636897767333,0.13278495887191538,0.14806110458284372,0.1398354876615746,0.1410105757931845,0.15158636897767333,0.14336075205640422,0.15276145710928318,0.14571092831962398,0.14571092831962398,0.13866039952996476,0.1398354876615746,0.13043478260869565,0.14336075205640422,0.1410105757931845,0.14218566392479437,0.14336075205640422,0.13278495887191538,0.1245593419506463,0.8390129259694477,0.8789659224441834,0.0
93,0.12573443008225618,0.15511163337250294,0.13748531139835488,0.136310223266745,0.13396004700352526,0.136310223266745,0.16333725029377202,0.14218566392479437,0.1492361927144536,0.14218566392479437,0.1598119858989424,0.14571092831962398,0.1398354876615746,0.13866039952996476,0.14336075205640422,0.14571092831962398,0.15276145710928318,0.12808460634547592,0.13160987074030553,0.12690951821386603,0.12808460634547592,0.8954171562867215,0.917743830787309,0.0
94,0.11750881316098707,0.14571092831962398,0.13043478260869565,0.11985898942420682,0.13278495887191538,0.1492361927144536,0.13748531139835488,0.136310223266745,0.13513513513513514,0.13866039952996476,0.13748531139835488,0.1445358401880141,0.15041128084606345,0.13043478260869565,0.13396004700352526,0.1398354876615746,0.13748531139835488,0.13748531139835488,0.136310223266745,0.1410105757931845,0.12808460634547592,0.9318448883666275,1.0,0.0
95,,,,,,,,,,,,,,,,,,,,,,,,
96,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
97,"""""""=""""""""H2061408""""""""""""""",,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:49:46 PM,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,
99,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
100,0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,
102,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
103,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
104,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
105,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
106,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
107,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
108,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
109,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
110,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
111,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
112,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
113,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
114,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
115,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
116,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
117,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
118,0.66199253275,,,,,,,,,,,,,,,,,,,,,0.66199253275,0.66199253275,
119,,,,,,,,,,,,,,,,,,,,,,,,
120,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
121,"""""""=""""""""H2061408""""""""""""""",14.01,17.92,17.82,48.3,48,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:49:46 PM,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,
123,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
124,0,4,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,
126,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
127,0.15041782729805014,0.13370473537604458,0.13788300835654596,0.16016713091922005,0.14623955431754876,0.15041782729805014,0.15041782729805014,0.14066852367688024,0.15041782729805014,0.1392757660167131,0.16295264623955433,0.14345403899721448,0.149025069637883,0.1573816155988858,0.1615598885793872,0.14484679665738162,0.1392757660167131,0.14066852367688024,0.1392757660167131,0.13509749303621169,0.14763231197771587,0.775766016713092,0.903899721448468,0.0
128,0.15459610027855153,0.1392757660167131,0.15459610027855153,0.12952646239554316,0.14345403899721448,0.15598885793871867,0.14345403899721448,0.16295264623955433,0.15459610027855153,0.149025069637883,0.12256267409470752,0.14206128133704735,0.149025069637883,0.14345403899721448,0.1392757660167131,0.1532033426183844,0.14066852367688024,0.1573816155988858,0.13788300835654596,0.14484679665738162,0.14206128133704735,0.7270194986072424,0.8064066852367688,0.0
129,0.13788300835654596,0.14066852367688024,0.15181058495821728,0.14066852367688024,0.14484679665738162,0.1392757660167131,0.1615598885793872,0.1532033426183844,0.14206128133704735,0.1309192200557103,0.17688022284122562,0.12952646239554316,0.1573816155988858,0.149025069637883,0.1532033426183844,0.14623955431754876,0.149025069637883,0.13649025069637882,0.14763231197771587,0.14345403899721448,0.14345403899721448,0.7855153203342619,0.7924791086350975,0.0
130,0.14763231197771587,0.14763231197771587,0.16016713091922005,0.13649025069637882,0.12952646239554316,0.14206128133704735,0.15877437325905291,0.16573816155988857,0.149025069637883,0.149025069637883,0.15459610027855153,0.13788300835654596,0.13788300835654596,0.13509749303621169,0.14623955431754876,0.14206128133704735,0.14623955431754876,0.12534818941504178,0.15041782729805014,0.14345403899721448,0.14623955431754876,0.7061281337047354,0.8481894150417827,0.0
131,0.1573816155988858,0.14763231197771587,0.15181058495821728,0.1713091922005571,0.16573816155988857,0.15459610027855153,0.17548746518105848,0.15598885793871867,0.15877437325905291,0.1573816155988858,0.16434540389972144,0.16991643454038996,0.15459610027855153,0.15877437325905291,0.16016713091922005,0.1532033426183844,0.1573816155988858,0.15598885793871867,0.1671309192200557,0.1573816155988858,0.16016713091922005,0.8356545961002786,0.8690807799442897,0.0
132,0.15459610027855153,0.17409470752089137,0.16991643454038996,0.1615598885793872,0.16016713091922005,0.1573816155988858,0.15877437325905291,0.149025069637883,0.15877437325905291,0.15181058495821728,0.1573816155988858,0.18523676880222842,0.1713091922005571,0.1573816155988858,0.16016713091922005,0.16991643454038996,0.149025069637883,0.16852367688022285,0.15598885793871867,0.15459610027855153,0.15459610027855153,0.8955431754874652,0.9289693593314763,0.0
133,0.14066852367688024,0.14206128133704735,0.14763231197771587,0.1532033426183844,0.15877437325905291,0.16434540389972144,0.149025069637883,0.14763231197771587,0.1532033426183844,0.16434540389972144,0.1532033426183844,0.13370473537604458,0.16434540389972144,0.1573816155988858,0.1392757660167131,0.1532033426183844,0.1573816155988858,0.13509749303621169,0.14763231197771587,0.14206128133704735,0.14763231197771587,0.8885793871866295,0.8857938718662952,0.0
134,0.16434540389972144,0.14763231197771587,0.17409470752089137,0.149025069637883,0.15181058495821728,0.14763231197771587,0.14345403899721448,0.1615598885793872,0.15041782729805014,0.14345403899721448,0.14763231197771587,0.15598885793871867,0.16991643454038996,0.15598885793871867,0.1573816155988858,0.15041782729805014,0.15877437325905291,0.1573816155988858,0.15459610027855153,0.14763231197771587,0.149025069637883,0.8231197771587744,0.8593314763231198,0.0
135,0.14484679665738162,0.14763231197771587,0.12674094707520892,0.14484679665738162,0.15598885793871867,0.1615598885793872,0.14066852367688024,0.15181058495821728,0.15459610027855153,0.1392757660167131,0.23676880222841226,0.15459610027855153,0.14763231197771587,0.14484679665738162,0.13788300835654596,0.1392757660167131,0.14623955431754876,0.16016713091922005,0.15598885793871867,0.1392757660167131,0.15181058495821728,0.8871866295264624,0.8774373259052924,0.0
136,0.1671309192200557,0.13788300835654596,0.15041782729805014,0.14066852367688024,0.149025069637883,0.15598885793871867,0.16016713091922005,0.1532033426183844,0.149025069637883,0.15877437325905291,0.1532033426183844,0.16852367688022285,0.1532033426183844,0.15041782729805014,0.1532033426183844,0.1532033426183844,0.1532033426183844,0.14066852367688024,0.149025069637883,0.14345403899721448,0.1532033426183844,0.8649025069637883,0.8467966573816156,0.0
