,0
0,"['A1', '0.00489375402446877']"
1,"['A2', '0.005709379695213565']"
2,"['A3', '0.0074694140373470705']"
3,"['A4', '0.005022537025112685']"
4,"['A5', '0.00394934535308006']"
5,"['A6', '0.0068684267010088']"
6,"['A7', '0.00669671603348358']"
7,"['A8', '0.0075981970379909855']"
8,"['A9', '0.006567933032839665']"
9,"['A10', '0.00626743936467053']"
10,"['A11', '0.0054947413608070405']"
11,"['A12', '0.00841382270873578']"
12,"['A13', '0.00506546469199399']"
13,"['A14', '0.00704013736853402']"
14,"['A15', '0.007254775702940545']"
15,"['A16', '0.00678257136724619']"
16,"['A17', '0.006739643700364885']"
17,"['A18', '0.007684052371753595']"
18,"['A19', '0.0']"
19,"['A20', '0.0057523073620948705']"
20,"['A21', '0.00463618802318094']"
21,"['A22', '0.009487014380768405']"
22,"['A23', '0.5198969735994848']"
23,"['A24', '0.5226014166130071']"
24,"['B1', '0.00618158403090792']"
25,"['B2', '0.004335694355011805']"
26,"['B3', '0.006052801030264005']"
27,"['B4', '0.004593260356299635']"
28,"['B5', '0.00558059669456965']"
29,"['B6', '0.00558059669456965']"
30,"['B7', '0.0073406310367031555']"
31,"['B8', '0.013178793732560635']"
32,"['B9', '0.0077269800386349004']"
33,"['B10', '0.006052801030264005']"
34,"['B11', '0.009229448379480575']"
35,"['B12', '0.006739643700364885']"
36,"['B13', '0.006739643700364885']"
37,"['B14', '0.00609572869714531']"
38,"['B15', '0.006739643700364885']"
39,"['B16', '0.000558059669456965']"
40,"['B17', '0.005795235028976175']"
41,"['B18', '0.005194247692637905']"
42,"['B19', '0.00738355870358446']"
43,"['B20', '0.0051513200257566']"
44,"['B21', '0.006052801030264005']"
45,"['B22', '0.009744580382056235']"
46,"['B23', '0.5880661086069973']"
47,"['B24', '1.0']"
48,"['C1', '0.00712599270229663']"
49,"['C2', '0.006825499034127496']"
50,"['C3', '0.006997209701652715']"
51,"['C4', '0.007769907705516205']"
52,"['C5', '0.005795235028976175']"
53,"['C6', '0.0073406310367031555']"
54,"['C7', '0.007512341704228375']"
55,"['C8', '0.002275166344709165']"
56,"['C9', '0.00738355870358446']"
57,"['C10', '0.01047435071903842']"
58,"['C11', '0.007254775702940545']"
59,"['C12', '0.008542605709379696']"
60,"['C13', '0.0074694140373470705']"
61,"['C14', '0.006954282034771411']"
62,"['C15', '0.008370895041854474']"
63,"['C16', '0.009830435715818845']"
64,"['C17', '0.006954282034771411']"
65,"['C18', '0.007769907705516205']"
66,"['C19', '0.00583816269585748']"
67,"['C20', '0.006739643700364885']"
68,"['C21', '0.004249839021249195']"
69,"['C22', '0.00987336338270015']"
70,"['C23', '0.5782786005580597']"
71,"['C24', '0.571281390856407']"
72,"['D1', '0.0058810903627387855']"
73,"['D2', '0.005537669027688345']"
74,"['D3', '0.006739643700364885']"
75,"['D4', '0.00283322601416613']"
76,"['D5', '0.00729770336982185']"
77,"['D6', '0.0074694140373470705']"
78,"['D7', '0.007684052371753595']"
79,"['D8', '0.00764112470487229']"
80,"['D9', '0.00583816269585748']"
81,"['D10', '0.007812835372397511']"
82,"['D11', '0.008800171710667526']"
83,"['D12', '0.008113329040566645']"
84,"['D13', '0.00789869070616012']"
85,"['D14', '0.0058810903627387855']"
86,"['D15', '0.002275166344709165']"
87,"['D16', '0.006396222365314445']"
88,"['D17', '0.0077269800386349004']"
89,"['D18', '0.004078128353723975']"
90,"['D19', '0.007855763039278815']"
91,"['D20', '0.006825499034127496']"
92,"['D21', '0.00652500536595836']"
93,"['D22', '0.011032410388495385']"
94,"['D23', '0.6135222150676111']"
95,"['D24', '0.5479716677398584']"
96,"['E1', '0.00626743936467053']"
97,"['E2', '0.008327967374973171']"
98,"['E3', '0.0037347070186735352']"
99,"['E4', '0.007426486370465765']"
100,"['E5', '0.004593260356299635']"
101,"['E6', '0.007812835372397511']"
102,"['E7', '0.008199184374329255']"
103,"['E8', '0.00849967804249839']"
104,"['E9', '0.007512341704228375']"
105,"['E10', '0.00729770336982185']"
106,"['E11', '0.0075981970379909855']"
107,"['E12', '0.00849967804249839']"
108,"['E13', '0.006739643700364885']"
109,"['E14', '0.00901481004507405']"
110,"['E15', '0.00712599270229663']"
111,"['E16', '0.0073406310367031555']"
112,"['E17', '0.007426486370465765']"
113,"['E18', '0.004078128353723975']"
114,"['E19', '0.00283322601416613']"
115,"['E20', '0.0056235243614509555']"
116,"['E21', '0.004507405022537025']"
117,"['E22', '0.01056020605280103']"
118,"['E23', '0.5854045932603563']"
119,"['E24', '0.5654861558274308']"
120,"['F1', '0.005709379695213565']"
121,"['F2', '0.0075981970379909855']"
122,"['F3', '0.00798454603992273']"
123,"['F4', '0.00480789869070616']"
124,"['F5', '0.006396222365314445']"
125,"['F6', '0.008628461043142304']"
126,"['F7', '0.007254775702940545']"
127,"['F8', '0.007769907705516205']"
128,"['F9', '0.007254775702940545']"
129,"['F10', '0.006138656364026615']"
130,"['F11', '0.00815625670744795']"
131,"['F12', '0.007168920369177935']"
132,"['F13', '0.004850826357587465']"
133,"['F14', '0.0054947413608070405']"
134,"['F15', '0.009057737711955356']"
135,"['F16', '0.005795235028976175']"
136,"['F17', '0.00540888602704443']"
137,"['F18', '0.00652500536595836']"
138,"['F19', '0.005108392358875295']"
139,"['F20', '0.006997209701652715']"
140,"['F21', '0.00532303069328182']"
141,"['F22', '0.010774844387207555']"
142,"['F23', '0.6051513200257566']"
143,"['F24', '0.5557845031122558']"
144,"['G1', '0.00609572869714531']"
145,"['G2', '0.006825499034127496']"
146,"['G3', '0.018845245760892894']"
147,"['G4', '0.00661086069972097']"
148,"['G5', '0.007168920369177935']"
149,"['G6', '0.00892895471131144']"
150,"['G7', '0.007941618373041425']"
151,"['G8', '0.007769907705516205']"
152,"['G9', '0.006310367031551835']"
153,"['G10', '0.0074694140373470705']"
154,"['G11', '0.00704013736853402']"
155,"['G12', '0.008199184374329255']"
156,"['G13', '0.006653788366602275']"
157,"['G14', '0.00824211204121056']"
158,"['G15', '0.006911354367890105']"
159,"['G16', '0.00952994204764971']"
160,"['G17', '0.00635329469843314']"
161,"['G18', '0.00738355870358446']"
162,"['G19', '0.00609572869714531']"
163,"['G20', '0.00704013736853402']"
164,"['G21', '0.00566645202833226']"
165,"['G22', '0.010989482721614081']"
166,"['G23', '0.580725477570294']"
167,"['G24', '0.5868641339343207']"
168,"['H1', '0.006825499034127496']"
169,"['H2', '0.006138656364026615']"
