,0
0,"['A1', '0.00301021322343666']"
1,"['A2', '0.003906110016126142']"
2,"['A3', '0.003762766529295825']"
3,"['A4', '0.0044078122200322525']"
4,"['A5', '0.0036194230424655078']"
5,"['A6', '0.0038344382727109835']"
6,"['A7', '0.003404407812220032']"
7,"['A8', '0.004981186167353521']"
8,"['A9', '0.00301021322343666']"
9,"['A10', '0.00555456011467479']"
10,"['A11', '0.0034760795556351906']"
11,"['A12', '0.0037986024010034044']"
12,"['A13', '0.0010750761512273786']"
13,"['A14', '0.004156961118079197']"
14,"['A15', '0.004264468733201935']"
15,"['A16', '0.004586991578570149']"
16,"['A17', '0.0037986024010034044']"
17,"['A18', '0.004264468733201935']"
18,"['A19', '0.004443648091739832']"
19,"['A20', '0.0035835871707579287']"
20,"['A21', '0.004121125246371618']"
21,"['A22', '0.011861673535208743']"
22,"['A23', '0.8416412829242071']"
23,"['A24', '0.7506898405303709']"
24,"['B1', '0.002866869736606343']"
25,"['B2', '0.00301021322343666']"
26,"['B3', '0.0036194230424655078']"
27,"['B4', '0.0036910947858806663']"
28,"['B5', '0.00401361763124888']"
29,"['B6', '0.0034402436839276115']"
30,"['B7', '0.006092098190288478']"
31,"['B8', '0.004121125246371618']"
32,"['B9', '0.0043719763483246726']"
33,"['B10', '0.003046049095144239']"
34,"['B11', '0.003762766529295825']"
35,"['B12', '0.0032969001970972944']"
36,"['B13', '0.005160365525891417']"
37,"['B14', '0.002866869736606343']"
38,"['B15', '0.00401361763124888']"
39,"['B16', '0.0017201218419638058']"
40,"['B17', '0.004085289374664038']"
41,"['B18', '0.002257659917577495']"
42,"['B19', '0.004945350295645941']"
43,"['B20', '0.003404407812220032']"
44,"['B21', '0.0044078122200322525']"
45,"['B22', '0.010356566923490414']"
46,"['B23', '0.9856656513169683']"
47,"['B24', '0.7938362300662963']"
48,"['C1', '0.004121125246371618']"
49,"['C2', '0.004945350295645941']"
50,"['C3', '0.004802006808815624']"
51,"['C4', '0.004479483963447411']"
52,"['C5', '0.0035835871707579287']"
53,"['C6', '0.004264468733201935']"
54,"['C7', '0.003404407812220032']"
55,"['C8', '0.004766170937108045']"
56,"['C9', '0.00401361763124888']"
57,"['C10', '0.0043719763483246726']"
58,"['C11', '0.0043719763483246726']"
59,"['C12', '0.0054112166278444725']"
60,"['C13', '0.004873678552230783']"
61,"['C14', '0.004443648091739832']"
62,"['C15', '0.0026160186346532877']"
63,"['C16', '0.00455115570686257']"
64,"['C17', '0.0026876903780684463']"
65,"['C18', '0.00455115570686257']"
66,"['C19', '0.005088693782476258']"
67,"['C20', '0.004730335065400466']"
68,"['C21', '0.0012900913814728543']"
69,"['C22', '0.010894104999104103']"
70,"['C23', '0.9620498118616735']"
71,"['C24', '0.9227020247267514']"
72,"['D1', '0.00351191542734277']"
73,"['D2', '0.003941945887833721']"
74,"['D3', '0.0043719763483246726']"
75,"['D4', '0.0034760795556351906']"
76,"['D5', '0.003547751299050349']"
77,"['D6', '0.003870274144418563']"
78,"['D7', '0.004300304604909514']"
79,"['D8', '0.0043361404766170935']"
80,"['D9', '0.004837842680523204']"
81,"['D10', '0.0031535567102669772']"
82,"['D11', '0.003977781759541301']"
83,"['D12', '0.0036910947858806663']"
84,"['D13', '0.0044078122200322525']"
85,"['D14', '0.0034760795556351906']"
86,"['D15', '0.004694499193692887']"
87,"['D16', '0.003941945887833721']"
88,"['D17', '0.0052320372693065754']"
89,"['D18', '0.003046049095144239']"
90,"['D19', '0.0038344382727109835']"
91,"['D20', '0.002866869736606343']"
92,"['D21', '0.003547751299050349']"
93,"['D22', '0.012327539867407275']"
94,"['D23', '0.9881383264647913']"
95,"['D24', '1.0']"
96,"['E1', '0.003261064325389715']"
97,"['E2', '0.0034402436839276115']"
98,"['E3', '0.0027951979931911844']"
99,"['E4', '0.0043361404766170935']"
100,"['E5', '0.003726930657588246']"
101,"['E6', '0.004730335065400466']"
102,"['E7', '0.003870274144418563']"
103,"['E8', '0.004264468733201935']"
104,"['E9', '0.0033327360688048735']"
105,"['E10', '0.003726930657588246']"
106,"['E11', '0.003225228453682136']"
107,"['E12', '0.004121125246371618']"
108,"['E13', '0.0032969001970972944']"
109,"['E14', '0.0031893925819745563']"
110,"['E15', '0.004300304604909514']"
111,"['E16', '0.00301021322343666']"
112,"['E17', '0.0034402436839276115']"
113,"['E18', '0.0036910947858806663']"
114,"['E19', '0.003870274144418563']"
115,"['E20', '0.004192796989786776']"
116,"['E21', '0.003977781759541301']"
117,"['E22', '0.010320731051782835']"
118,"['E23', '0.9457803261064326']"
119,"['E24', '0.9804336140476617']"
120,"['F1', '0.003762766529295825']"
121,"['F2', '0.0062354416771187955']"
122,"['F3', '0.0026876903780684463']"
123,"['F4', '0.0']"
124,"['F5', '0.0033327360688048735']"
125,"['F6', '0.003941945887833721']"
126,"['F7', '0.003941945887833721']"
127,"['F8', '0.003368571940512453']"
128,"['F9', '0.0044078122200322525']"
129,"['F10', '0.00401361763124888']"
130,"['F11', '0.00301021322343666']"
131,"['F12', '0.0037986024010034044']"
132,"['F13', '0.004085289374664038']"
133,"['F14', '0.0032969001970972944']"
134,"['F15', '0.0020784805590395986']"
135,"['F16', '0.0009317326643970615']"
136,"['F17', '0.004085289374664038']"
137,"['F18', '0.0026518545063608672']"
138,"['F19', '0.004766170937108045']"
139,"['F20', '0.003225228453682136']"
140,"['F21', '0.003977781759541301']"
141,"['F22', '0.00949650600250851']"
142,"['F23', '0.8213223436660096']"
143,"['F24', '0.8557606163769934']"
144,"['G1', '0.0036552589141730873']"
145,"['G2', '0.003368571940512453']"
146,"['G3', '0.0036552589141730873']"
147,"['G4', '0.00301021322343666']"
148,"['G5', '0.0034760795556351906']"
149,"['G6', '0.00455115570686257']"
150,"['G7', '0.0036194230424655078']"
151,"['G8', '0.0031893925819745563']"
152,"['G9', '0.0053037090127217345']"
153,"['G10', '0.0026518545063608672']"
154,"['G11', '0.003977781759541301']"
155,"['G12', '0.003726930657588246']"
156,"['G13', '0.003977781759541301']"
157,"['G14', '0.004586991578570149']"
158,"['G15', '0.0036552589141730873']"
159,"['G16', '0.004085289374664038']"
160,"['G17', '0.0035835871707579287']"
161,"['G18', '0.004228632861494355']"
162,"['G19', '0.0033327360688048735']"
163,"['G20', '0.003547751299050349']"
164,"['G21', '0.002759362121483605']"
165,"['G22', '0.00756136893029923']"
166,"['G23', '0.6331123454578033']"
167,"['G24', '0.7876366242608851']"
168,"['H1', '0.0031893925819745563']"
169,"['H2', '0.0036552589141730873']"
170,"['H3', '0.003941945887833721']"
171,"['H4', '0.0034760795556351906']"
172,"['H5', '0.003977781759541301']"
173,"['H6', '0.0025801827629457087']"
174,"['H7', '0.00451531983515499']"
175,"['H8', '0.00301021322343666']"
176,"['H9', '0.0027951979931911844']"
177,"['H10', '0.003225228453682136']"
178,"['H11', '0.004443648091739832']"
179,"['H12', '0.0029743773517290806']"
180,"['H13', '0.005662067729797527']"
181,"['H14', '0.003547751299050349']"
182,"['H15', '0.0036910947858806663']"
183,"['H16', '0.0014334348683031715']"
184,"['H17', '0.003870274144418563']"
185,"['H18', '0.0034402436839276115']"
186,"['H19', '0.00401361763124888']"
187,"['H20', '0.00351191542734277']"
188,"['H21', '0.00451531983515499']"
189,"['H22', '0.008385593979573553']"
190,"['H23', '0.7117362479842322']"
191,"['H24', '0.6293495789285074']"
192,"['I1', '0.003726930657588246']"
193,"['I2', '0.0031535567102669772']"
194,"['I3', '0.00451531983515499']"
195,"['I4', '0.004622827450277728']"
196,"['I5', '0.0034760795556351906']"
197,"['I6', '0.0017917935853789643']"
198,"['I7', '0.0038344382727109835']"
199,"['I8', '0.0035835871707579287']"
200,"['I9', '0.003404407812220032']"
201,"['I10', '0.003941945887833721']"
202,"['I11', '0.003906110016126142']"
203,"['I12', '0.003404407812220032']"
204,"['I13', '0.004121125246371618']"
205,"['I14', '0.0032969001970972944']"
206,"['I15', '0.0034402436839276115']"
207,"['I16', '0.004443648091739832']"
208,"['I17', '0.003870274144418563']"
209,"['I18', '0.003547751299050349']"
210,"['I19', '0.0030818849668518187']"
211,"['I20', '0.004945350295645941']"
212,"['I21', '0.004156961118079197']"
213,"['I22', '0.00852893746640387']"
214,"['I23', '0.6610284895180075']"
215,"['I24', '0.6297796093889984']"
216,"['J1', '0.003368571940512453']"
217,"['J2', '0.0033327360688048735']"
218,"['J3', '0.004085289374664038']"
219,"['J4', '0.002759362121483605']"
220,"['J5', '0.005590395986382369']"
221,"['J6', '0.004121125246371618']"
222,"['J7', '0.0036910947858806663']"
223,"['J8', '0.004049453502956459']"
224,"['J9', '0.003547751299050349']"
225,"['J10', '0.002365167532700233']"
226,"['J11', '0.0044078122200322525']"
