,Unnamed: 0.1,Unnamed: 0,Unnamed,Unnamed: 2,0,Unnamed.37,Unnamed.38,Unnamed: 6,2,0.4,Unnamed.19,Unnamed.20,Unnamed.39,Unnamed: 12,6,2.3,0.3,Unnamed.2,Unnamed.21,Unnamed.40,Unnamed: 19,11,5,1,Unnamed.3,Unnamed.22,Unnamed.41,Unnamed: 26,16,8,2.2,Unnamed.4,Unnamed.23,Unnamed.42,Unnamed: 33,21,11.3,3,Unnamed.5,Unnamed.24,Unnamed.43,Unnamed: 40,26,14,4,Unnamed.6,Unnamed.25,Unnamed.44,Unnamed: 47,31,17,5.2,Unnamed.7,Unnamed.26,Unnamed.45,Unnamed: 54,36,20,6.2,Unnamed.8,Unnamed.27,Unnamed.46,Unnamed: 61,41,23,7,Unnamed.9,Unnamed.28,Unnamed.47,Unnamed: 68,46,26.2,8.2,Unnamed.10,Unnamed.29,Unnamed.48,Unnamed: 75,51,29,9,Unnamed.11,Unnamed.30,Unnamed.49,Unnamed: 82,56,32,10,Unnamed.12,Unnamed.31,Unnamed.50,Unnamed: 89,61,35,11.2,Unnamed.13,Unnamed.32,Unnamed.51,Unnamed: 96,66,38,12,Unnamed.14,Unnamed.33,Unnamed.52,Unnamed: 103,71,41.1,13,Unnamed.15,Unnamed.34,Unnamed.53,Unnamed: 110,76,44,14.2,Unnamed.16,Unnamed.35,Unnamed.54,Unnamed: 117,81,47,15,Unnamed.17,Unnamed.1,Unnamed.18,Unnamed.36,Unnamed.55,Unnamed: 126,88,52,18,1.2,0.2,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19,20.1,21.1,22,23.1,24,25,26.1
92,92,92,92,92,96,96,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Formula,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,93,93,93,98,98,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,94,94,99,99,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,95,95,95,100,100,3,Jez,US,LUM,384,(cps),0,4,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,96,96,96,102,102,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,97,97,97,103,103,A,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,98,104,104,B,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99,99,99,99,105,105,C,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,100,100,100,106,106,D,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,101,101,101,107,107,E,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102,102,102,102,108,108,F,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103,103,103,103,109,109,G,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,104,104,104,110,110,H,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,105,105,105,111,111,I,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,106,106,106,112,112,J,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,107,107,107,113,113,K,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,108,108,108,114,114,L,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,109,109,109,115,115,M,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,110,110,110,116,116,N,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,111,111,111,117,117,O,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,112,112,112,118,118,P,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,0.68540263357,0.68540263357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,113,113,113,119,119,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,114,114,114,120,120,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,115,115,115,121,121,3,1,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""=""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""H2061398""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",14.01,17.62,17.72,47.2,47.4,18.11,18.11,1,Jez,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,3/22/2023,3,41,14,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,116,116,116,122,122,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,117,117,117,123,123,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,118,118,118,124,124,3,Jez,US,LUM,384,(cps),0,4,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,119,119,119,125,125,Results,for,Jez,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,120,120,120,126,126,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,121,121,121,127,127,A,-0.5035855982557682,-0.4689592040101764,-0.24388764141382968,-0.4516460068873805,-0.4516460068873805,-0.4343328097645846,-0.4689592040101764,-0.3593089555658024,-0.3823932183961969,-0.38816428410379555,-0.33045362702780917,-0.2727429699518229,-0.365080021273401,-0.3823932183961969,-0.39970641551899283,-0.3362246927354078,-0.32468256132021056,-0.34199575844300645,-0.3593089555658024,-0.45741707259497916,-0.3939353498113942,-0.38816428410379555,2.7974639864906505,2.647416278093086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,122,122,122,128,128,B,-0.4227906783493874,-0.4978145325481696,-0.4516460068873805,-0.4747302697177751,-0.4054774812265915,-0.4054774812265915,-0.32468256132021056,-0.39970641551899283,-0.3073693641974147,-0.3189114956126119,-0.3535378898582038,-0.2958272327822174,-0.34776682415060506,-0.3362246927354078,-0.3131404299050133,-0.365080021273401,-0.37085108698099967,-0.3362246927354078,-0.33045362702780917,-0.34776682415060506,-0.2958272327822174,-0.44010387547218327,2.9532827605958136,3.0109934176718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,123,123,123,129,129,C,-0.3939353498113942,-0.3939353498113942,-0.4227906783493874,-0.2785140356594215,-0.38816428410379555,-0.3593089555658024,-0.3766221526885983,-0.2900561670746188,-0.32468256132021056,-0.2900561670746188,-0.3131404299050133,-0.24965870712142835,-0.3189114956126119,-0.3535378898582038,-0.26697190424422423,-0.3939353498113942,-0.34776682415060506,-0.2785140356594215,-0.34776682415060506,-0.33045362702780917,-0.33045362702780917,-0.365080021273401,2.693584803753875,2.75706652653746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,124,124,124,130,130,D,-0.3766221526885983,-0.4170196126417887,-0.37085108698099967,-0.3823932183961969,-0.34776682415060506,-0.365080021273401,-0.301598298489816,-0.3131404299050133,-0.3131404299050133,-0.3189114956126119,-0.301598298489816,-0.21503231287583652,-0.26120083853662557,-0.2323455099986324,-0.33045362702780917,-0.33045362702780917,-0.26697190424422423,-0.39970641551899283,-0.3073693641974147,-0.3535378898582038,-0.4054774812265915,-0.3593089555658024,3.1148726004085754,2.959053826303412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125,125,125,125,131,131,E,-0.3766221526885983,-0.2727429699518229,-0.3131404299050133,-0.33045362702780917,-0.2958272327822174,-0.24965870712142835,-0.18617698433784333,-0.19194805004544194,-0.21503231287583652,-0.24965870712142835,-0.20349018146063927,-0.24388764141382968,-0.2092612471682379,-0.2785140356594215,-0.19194805004544194,-0.25542977282902696,-0.22080337858343516,-0.2900561670746188,-0.33045362702780917,-0.2727429699518229,-0.2900561670746188,-0.2727429699518229,3.3630284258353167,3.495762937110085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,126,126,126,132,132,F,-0.3073693641974147,-0.3073693641974147,-0.3131404299050133,-0.2842851013670201,-0.3189114956126119,-0.24965870712142835,-0.33045362702780917,-0.2092612471682379,-0.21503231287583652,-0.20349018146063927,-0.16886378721504744,-0.17463485292264605,-0.24388764141382968,-0.22080337858343516,-0.20349018146063927,-0.25542977282902696,-0.1630927215074488,-0.301598298489816,-0.2323455099986324,-0.2785140356594215,-0.301598298489816,-0.23811657570623104,3.720834499706432,3.7900872881976158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,127,127,127,133,133,G,-0.32468256132021056,-0.32468256132021056,-0.23811657570623104,-0.3073693641974147,-0.26120083853662557,-0.2785140356594215,-0.22080337858343516,-0.22080337858343516,-0.23811657570623104,-0.32468256132021056,-0.2900561670746188,-0.23811657570623104,-0.23811657570623104,-0.20349018146063927,-0.25542977282902696,-0.2785140356594215,-0.25542977282902696,-0.34199575844300645,-0.3189114956126119,-0.32468256132021056,-0.3189114956126119,-0.3593089555658024,3.247607111683344,3.3687994915429154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,128,128,128,134,134,H,-0.2958272327822174,-0.25542977282902696,-0.3073693641974147,-0.3189114956126119,-0.22080337858343516,-0.19194805004544194,-0.23811657570623104,-0.3131404299050133,-0.2092612471682379,-0.2265744442910338,-0.301598298489816,-0.24965870712142835,-0.3073693641974147,-0.26120083853662557,-0.24965870712142835,-0.2727429699518229,-0.26120083853662557,-0.34776682415060506,-0.2900561670746188,-0.301598298489816,-0.3131404299050133,-0.2900561670746188,3.495762937110085,3.1610411260693647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,129,129,129,135,135,I,-0.34776682415060506,-0.2842851013670201,-0.3939353498113942,-0.3131404299050133,-0.34199575844300645,-0.2958272327822174,-0.24388764141382968,-0.2785140356594215,-0.2727429699518229,-0.32468256132021056,-0.2727429699518229,-0.2323455099986324,-0.428561744056986,-0.26120083853662557,-0.2958272327822174,-0.33045362702780917,-0.25542977282902696,-0.34776682415060506,-0.3362246927354078,-0.2900561670746188,-0.3189114956126119,-0.3189114956126119,3.2706913745137385,3.4438233457416976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,130,130,130,136,136,J,-0.34776682415060506,-0.2785140356594215,-0.3823932183961969,-0.3131404299050133,-0.301598298489816,-0.2842851013670201,-0.21503231287583652,-0.3073693641974147,-0.23811657570623104,-0.2900561670746188,-0.2842851013670201,-0.24965870712142835,-0.2900561670746188,-0.26697190424422423,-0.25542977282902696,-0.25542977282902696,-0.24965870712142835,-0.3362246927354078,-0.2900561670746188,-0.34776682415060506,-0.34776682415060506,-0.34776682415060506,3.4091969514961056,3.3284020315897247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,131,131,131,137,137,K,-0.26120083853662557,-0.3073693641974147,-0.2727429699518229,-0.2323455099986324,-0.24965870712142835,-0.25542977282902696,-0.26120083853662557,-0.21503231287583652,-0.2727429699518229,-0.2265744442910338,-0.19771911575304058,-0.23811657570623104,-0.2727429699518229,-0.2900561670746188,-0.2727429699518229,-0.24965870712142835,-0.26697190424422423,-0.2785140356594215,-0.3131404299050133,-0.33045362702780917,-0.3535378898582038,-0.2842851013670201,3.3457152287125207,3.201438586022555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,132,132,132,138,138,L,-0.2958272327822174,-0.3189114956126119,-0.3073693641974147,-0.2323455099986324,-0.2265744442910338,-0.26697190424422423,-0.2092612471682379,-0.24388764141382968,-0.22080337858343516,-0.25542977282902696,-0.17463485292264605,-0.2785140356594215,-0.26120083853662557,-0.3073693641974147,-0.4458749411797819,-0.3189114956126119,-0.2900561670746188,-0.3131404299050133,-0.24388764141382968,-0.365080021273401,-0.3362246927354078,-0.3189114956126119,3.1668121917769634,3.4322812143265002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,133,133,133,139,139,M,-0.301598298489816,-0.24388764141382968,-0.2958272327822174,-0.2900561670746188,-0.26697190424422423,-0.32468256132021056,-0.24965870712142835,-0.2323455099986324,-0.25542977282902696,-0.24388764141382968,-0.2265744442910338,-0.301598298489816,-0.2785140356594215,-0.301598298489816,-0.24388764141382968,-0.3362246927354078,-0.19771911575304058,-0.3362246927354078,-0.2958272327822174,-0.3593089555658024,-0.33045362702780917,-0.2900561670746188,3.357257360127718,3.4495944114492962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,134,134,134,140,140,N,-0.39970641551899283,-0.26697190424422423,-0.3189114956126119,-0.2958272327822174,-0.3189114956126119,-0.3073693641974147,-0.2092612471682379,-0.26120083853662557,-0.24965870712142835,-0.2265744442910338,-0.2092612471682379,-0.22080337858343516,-0.26697190424422423,-0.19194805004544194,-0.2727429699518229,-0.26697190424422423,-0.2842851013670201,-0.24388764141382968,-0.2785140356594215,-0.301598298489816,-0.3362246927354078,-0.2785140356594215,3.293775637344133,3.3514862944201194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,135,135,135,141,141,O,-0.34199575844300645,-0.26697190424422423,-0.3362246927354078,-0.24965870712142835,-0.2727429699518229,-0.22080337858343516,-0.2323455099986324,-0.24965870712142835,-0.23811657570623104,-0.24965870712142835,-0.26697190424422423,-0.2842851013670201,-0.22080337858343516,-0.24388764141382968,-0.2727429699518229,-0.24388764141382968,-0.23811657570623104,-0.2785140356594215,-0.3766221526885983,-0.33045362702780917,-0.38816428410379555,-0.3189114956126119,3.68620810546084,3.4899918714024865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,136,136,136,142,142,P,-0.33045362702780917,-0.301598298489816,-0.3535378898582038,-0.3189114956126119,-0.2958272327822174,-0.3535378898582038,-0.2900561670746188,-0.3189114956126119,-0.26120083853662557,-0.2785140356594215,-0.2958272327822174,-0.2958272327822174,-0.2842851013670201,-0.2842851013670201,-0.32468256132021056,-0.301598298489816,-0.3362246927354078,-0.2958272327822174,-0.3362246927354078,-0.34776682415060506,-0.32468256132021056,-0.3593089555658024,3.8420268795660033,3.749689828244425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,137,137,137,143,143,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,138,138,138,144,144,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Formula,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,139,139,139,146,146,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
