,0
0,"['A1', '0.0014019346698443853']"
1,"['A2', '0.0014119484889147022']"
2,"['A3', '0.00162223868939136']"
3,"['A4', '0.0014419899461256534']"
4,"['A5', '0.0012417135647193127']"
5,"['A6', '0.002032805271274359']"
6,"['A7', '0.0012216859265786785']"
7,"['A8', '0.0010013819070317038']"
8,"['A9', '0.0010013819070317038']"
9,"['A10', '0.001381907031703751']"
10,"['A11', '0.001291782660070898']"
11,"['A12', '0.0017724459754461157']"
12,"['A13', '0.0011515891930864593']"
13,"['A14', '0.0018625703470789689']"
14,"['A15', '0.0011315615549458253']"
15,"['A16', '0.0019426808996415052']"
16,"['A17', '0.0010214095451723379']"
17,"['A18', '0.001832528889868018']"
18,"['A19', '0.0011015200977348742']"
19,"['A20', '0.0014419899461256534']"
20,"['A21', '0.0015421281368288237']"
21,"['A22', '0.002413330395946406']"
22,"['A23', '0.11177424846287877']"
23,"['A24', '0.12276942180208689']"
24,"['B1', '0.002112915823836895']"
25,"['B2', '0.0011916444693677274']"
26,"['B3', '0.0014319761270553363']"
27,"['B4', '0.001321824117281849']"
28,"['B5', '0.0010414371833129719']"
29,"['B6', '0.0011616030121567764']"
30,"['B7', '0.0013518655744928']"
31,"['B8', '0.0013017964791412148']"
32,"['B9', '0.0012116721075083616']"
33,"['B10', '0.0013017964791412148']"
34,"['B11', '0.0015221004986881897']"
35,"['B12', '0.0016322525084616771']"
36,"['B13', '0.0012717550219302637']"
37,"['B14', '0.0017023492419538963']"
38,"['B15', '0.001321824117281849']"
39,"['B16', '0.0014419899461256534']"
40,"['B17', '0.0014920590414772385']"
41,"['B18', '0.0014119484889147022']"
42,"['B19', '0.0017323906991648474']"
43,"['B20', '0.0014019346698443853']"
44,"['B21', '0.0015721695940397748']"
45,"['B22', '0.002583565320141796']"
46,"['B23', '0.12143758386573471']"
47,"['B24', '0.11238509142616811']"
48,"['C1', '0.001592197232180409']"
49,"['C2', '0.0014019346698443853']"
50,"['C3', '0.0014119484889147022']"
51,"['C4', '0.0018425427089383349']"
52,"['C5', '0.0015020728605475557']"
53,"['C6', '0.002122929642907212']"
54,"['C7', '0.0015020728605475557']"
55,"['C8', '0.001872584166149286']"
56,"['C9', '0.0015321143177585068']"
57,"['C10', '0.0017624321563757986']"
58,"['C11', '0.0012316997456489956']"
59,"['C12', '0.0016622939656726283']"
60,"['C13', '0.0010814924595942401']"
61,"['C14', '0.002223067833610382']"
62,"['C15', '0.0017023492419538963']"
63,"['C16', '0.002102902004766578']"
64,"['C17', '0.0012817688410005808']"
65,"['C18', '0.0019927499949930903']"
66,"['C19', '0.0018625703470789689']"
67,"['C20', '0.001602211051250726']"
68,"['C21', '0.0014019346698443853']"
69,"['C22', '0.0023031783861729186']"
70,"['C23', '0.11469828363141135']"
71,"['C24', '0.12008571829124191']"
72,"['D1', '0.0015120866796178728']"
73,"['D2', '0.0012517273837896296']"
74,"['D3', '0.0020227914522040415']"
75,"['D4', '0.0019326670805711883']"
76,"['D5', '0.0018425427089383349']"
77,"['D6', '0.001592197232180409']"
78,"['D7', '0.0017524183373054817']"
79,"['D8', '0.001361879393563117']"
80,"['D9', '0.00162223868939136']"
81,"['D10', '0.0015120866796178728']"
82,"['D11', '0.0019026256233602371']"
83,"['D12', '0.001361879393563117']"
84,"['D13', '0.001331837936352166']"
85,"['D14', '0.0015521419558991408']"
86,"['D15', '0.0016422663275319942']"
87,"['D16', '0.0012417135647193127']"
88,"['D17', '0.001592197232180409']"
89,"['D18', '0.001331837936352166']"
90,"['D19', '0.001562155774969458']"
91,"['D20', '0.0013017964791412148']"
92,"['D21', '0.0015721695940397748']"
93,"['D22', '0.0027838417015481364']"
94,"['D23', '0.128016662994933']"
95,"['D24', '0.1090204482185416']"
96,"['E1', '0.001311810298211532']"
97,"['E2', '0.0015521419558991408']"
98,"['E3', '0.0016923354228835794']"
99,"['E4', '0.0016823216038132623']"
100,"['E5', '0.001592197232180409']"
101,"['E6', '0.001872584166149286']"
102,"['E7', '0.0016622939656726283']"
103,"['E8', '0.0019226532615008712']"
104,"['E9', '0.0014720314033366045']"
105,"['E10', '0.001962708537782139']"
106,"['E11', '0.0017824597945164326']"
107,"['E12', '0.00035048366746109633']"
108,"['E13', '0.0018125012517273837']"
109,"['E14', '0.0019326670805711883']"
110,"['E15', '0.0017223768800945305']"
111,"['E16', '0.0014319761270553363']"
112,"['E17', '0.0017824597945164326']"
113,"['E18', '0.002152971100118163']"
114,"['E19', '0.0016322525084616771']"
115,"['E20', '0.001602211051250726']"
116,"['E21', '0.0014419899461256534']"
117,"['E22', '0.008221345456730287']"
118,"['E23', '1.0']"
119,"['E24', '0.11650077106406842']"
120,"['F1', '0.001341851755422483']"
121,"['F2', '0.0012417135647193127']"
122,"['F3', '0.0014219623079850194']"
123,"['F4', '0.0022430954717510164']"
124,"['F5', '0.0019426808996415052']"
125,"['F6', '0.0015321143177585068']"
126,"['F7', '0.001582183413110092']"
127,"['F8', '0.0013017964791412148']"
128,"['F9', '0.0019927499949930903']"
129,"['F10', '0.0014820452224069216']"
130,"['F11', '0.0022731369289619675']"
131,"['F12', '0.0015020728605475557']"
132,"['F13', '0.0020227914522040415']"
133,"['F14', '0.001592197232180409']"
134,"['F15', '0.0015521419558991408']"
135,"['F16', '0.0017424045182351645']"
136,"['F17', '0.0015120866796178728']"
137,"['F18', '0.0016522801466023111']"
138,"['F19', '0.0019026256233602371']"
139,"['F20', '0.0016322525084616771']"
140,"['F21', '0.0019026256233602371']"
141,"['F22', '0.002763814063407502']"
142,"['F23', '0.11973523462378081']"
143,"['F24', '0.10543550099136809']"
144,"['G1', '0.0014219623079850194']"
145,"['G2', '0.0015221004986881897']"
146,"['G3', '0.0012316997456489956']"
147,"['G4', '0.0013718932126334342']"
148,"['G5', '0.0016522801466023111']"
149,"['G6', '0.0017123630610242134']"
150,"['G7', '0.0009312851735394844']"
151,"['G8', '0.0016522801466023111']"
152,"['G9', '0.0016823216038132623']"
153,"['G10', '0.0016823216038132623']"
154,"['G11', '0.0013718932126334342']"
155,"['G12', '0.0015120866796178728']"
156,"['G13', '0.0005808015060783882']"
157,"['G14', '0.0019226532615008712']"
158,"['G15', '0.0015221004986881897']"
159,"['G16', '0.001562155774969458']"
160,"['G17', '0.0015120866796178728']"
161,"['G18', '0.0014920590414772385']"
162,"['G19', '0.0014920590414772385']"
163,"['G20', '0.0014920590414772385']"
164,"['G21', '0.0017824597945164326']"
165,"['G22', '0.0022531092908213333']"
166,"['G23', '0.11087300474655024']"
167,"['G24', '0.13246279866215377']"
168,"['H1', '0.0014920590414772385']"
169,"['H2', '0.0014620175842662874']"
170,"['H3', '0.0015321143177585068']"
171,"['H4', '0.0011515891930864593']"
172,"['H5', '0.0016322525084616771']"
173,"['H6', '0.0014319761270553363']"
174,"['H7', '0.001592197232180409']"
175,"['H8', '0.0012517273837896296']"
176,"['H9', '0.0015321143177585068']"
177,"['H10', '0.001582183413110092']"
178,"['H11', '0.0017424045182351645']"
179,"['H12', '0.0015020728605475557']"
180,"['H13', '0.0017824597945164326']"
181,"['H14', '0.0012216859265786785']"
182,"['H15', '0.0016522801466023111']"
183,"['H16', '0.0013919208507740682']"
184,"['H17', '0.0014319761270553363']"
185,"['H18', '0.0017824597945164326']"
186,"['H19', '0.0017023492419538963']"
187,"['H20', '0.0011315615549458253']"
188,"['H21', '0.0014319761270553363']"
189,"['H22', '0.003014159540165428']"
190,"['H23', '0.19299633494222027']"
191,"['H24', '0.10284192185215597']"
192,"['I1', '0.0015120866796178728']"
193,"['I2', '0.0014419899461256534']"
194,"['I3', '0.0014319761270553363']"
195,"['I4', '0.0016923354228835794']"
196,"['I5', '0.0016622939656726283']"
197,"['I6', '0.0019226532615008712']"
198,"['I7', '0.0017424045182351645']"
199,"['I8', '0.0016923354228835794']"
200,"['I9', '0.0017924736135867497']"
201,"['I10', '0.002373275119665138']"
202,"['I11', '0.002032805271274359']"
203,"['I12', '0.0022831507480322844']"
204,"['I13', '0.0017023492419538963']"
205,"['I14', '0.0012517273837896296']"
206,"['I15', '0.00189261180428992']"
207,"['I16', '0.001592197232180409']"
208,"['I17', '0.0014820452224069216']"
209,"['I18', '0.002032805271274359']"
210,"['I19', '0.001612224870321043']"
211,"['I20', '0.00189261180428992']"
212,"['I21', '0.0015521419558991408']"
213,"['I22', '0.002673689691774649']"
214,"['I23', '0.16365584506619135']"
215,"['I24', '0.12015581502473413']"
216,"['J1', '0.0012216859265786785']"
217,"['J2', '0.0012016582884380445']"
218,"['J3', '0.0007209949730628267']"
219,"['J4', '0.001381907031703751']"
220,"['J5', '0.0015721695940397748']"
221,"['J6', '0.0013017964791412148']"
222,"['J7', '0.001612224870321043']"
223,"['J8', '0.0015521419558991408']"
224,"['J9', '0.0018125012517273837']"
225,"['J10', '0.0013718932126334342']"
226,"['J11', '0.0019526947187118223']"
227,"['J12', '0.0017323906991648474']"
228,"['J13', '0.0015120866796178728']"
229,"['J14', '0.0017223768800945305']"
230,"['J15', '0.001582183413110092']"
231,"['J16', '0.0016723077847429454']"
232,"['J17', '0.002032805271274359']"
233,"['J18', '0.0014219623079850194']"
234,"['J19', '0.0016923354228835794']"
235,"['J20', '0.0014319761270553363']"
236,"['J21', '0.0017724459754461157']"
237,"['J22', '0.0020528329094149926']"
238,"['J23', '0.13140133384070016']"
239,"['J24', '0.1225991868778915']"
240,"['K1', '0.0012817688410005808']"
241,"['K2', '0.0014119484889147022']"
242,"['K3', '0.001091506278664557']"
243,"['K4', '0.001381907031703751']"
244,"['K5', '0.0014720314033366045']"
245,"['K6', '0.0015020728605475557']"
246,"['K7', '0.0012717550219302637']"
247,"['K8', '0.002583565320141796']"
248,"['K9', '0.0012717550219302637']"
249,"['K10', '0.0019026256233602371']"
250,"['K11', '0.0019326670805711883']"
251,"['K12', '0.002032805271274359']"
252,"['K13', '0.0013518655744928']"
253,"['K14', '0.0018425427089383349']"
254,"['K15', '0.0016923354228835794']"
255,"['K16', '0.00189261180428992']"
256,"['K17', '0.0016522801466023111']"
257,"['K18', '0.0015020728605475557']"
258,"['K19', '0.0016422663275319942']"
259,"['K20', '0.001962708537782139']"
260,"['K21', '0.0015721695940397748']"
261,"['K22', '0.0020628467284853095']"
262,"['K23', '0.11321623840900442']"
263,"['K24', '0.12186817808575835']"
264,"['L1', '0.0015321143177585068']"
265,"['L2', '0.0010414371833129719']"
266,"['L3', '0.0009112575353988504']"
267,"['L4', '0.0027538002443371853']"
268,"['L5', '0.001872584166149286']"
269,"['L6', '0.0015421281368288237']"
270,"['L7', '0.0014820452224069216']"
271,"['L8', '0.001381907031703751']"
272,"['L9', '0.0010013819070317038']"
273,"['L10', '0.00035048366746109633']"
274,"['L11', '0.001341851755422483']"
275,"['L12', '0.0011315615549458253']"
276,"['L13', '0.0016522801466023111']"
277,"['L14', '0.0012417135647193127']"
278,"['L15', '0.0014319761270553363']"
279,"['L16', '0.0014119484889147022']"
280,"['L17', '0.001832528889868018']"
281,"['L18', '0.0011816306502974105']"
282,"['L19', '0.0014820452224069216']"
283,"['L20', '0.0004005527628126815']"
284,"['L21', '0.0008912298972582163']"
285,"['L22', '0.0009212713544691674']"
286,"['L23', '0.13585748332699124']"
287,"['L24', '0.11129358514750355']"
288,"['M1', '0.0010414371833129719']"
289,"['M2', '0.001562155774969458']"
290,"['M3', '0.0012817688410005808']"
291,"['M4', '0.0012717550219302637']"
292,"['M5', '0.001582183413110092']"
293,"['M6', '0.0014019346698443853']"
294,"['M7', '0.0012417135647193127']"
295,"['M8', '0.001562155774969458']"
296,"['M9', '0.001321824117281849']"
297,"['M10', '0.0017223768800945305']"
298,"['M11', '0.0013718932126334342']"
299,"['M12', '0.0017424045182351645']"
300,"['M13', '0.0016322525084616771']"
301,"['M14', '0.0018024874326570668']"
302,"['M15', '0.0014920590414772385']"
303,"['M16', '0.00162223868939136']"
304,"['M17', '0.0011616030121567764']"
305,"['M18', '0.001852556528008652']"
306,"['M19', '0.0017524183373054817']"
307,"['M20', '0.0019827361759227734']"
308,"['M21', '0.0012617412028599468']"
309,"['M22', '0.0027037311489856']"
310,"['M23', '0.12314994692675893']"
311,"['M24', '0.1375297911117342']"
312,"['N1', '0.0013518655744928']"
313,"['N2', '0.0008712022591175823']"
314,"['N3', '0.0014219623079850194']"
315,"['N4', '0.0011916444693677274']"
316,"['N5', '0.0012417135647193127']"
317,"['N6', '0.0010214095451723379']"
318,"['N7', '0.0016723077847429454']"
319,"['N8', '0.0013017964791412148']"
320,"['N9', '0.0014219623079850194']"
321,"['N10', '0.0012016582884380445']"
322,"['N11', '0.0016923354228835794']"
