,0
0,"['A1', '0.009060643094947111']"
1,"['A2', '0.010367061401660415']"
2,"['A3', '0.009692780985292259']"
3,"['A4', '0.009650638459269249']"
4,"['A5', '0.010324918875637405']"
5,"['A6', '0.010872771713936533']"
6,"['A7', '0.011209911922120612']"
7,"['A8', '0.00939778330313119']"
8,"['A9', '0.011041341818028573']"
9,"['A10', '0.010704201609844494']"
10,"['A11', '0.011125626870074592']"
11,"['A12', '0.01179990728644275']"
12,"['A13', '0.011504909604281681']"
13,"['A14', '0.012853470437017995']"
14,"['A15', '0.010535631505752454']"
15,"['A16', '0.012221332546672847']"
16,"['A17', '0.009903493615407308']"
17,"['A18', '0.008892072990855072']"
18,"['A19', '0.01163133718235071']"
19,"['A20', '0.011041341818028573']"
20,"['A21', '0.012305617598718867']"
21,"['A22', '0.017109865565341987']"
22,"['A23', '0.5186902102912049']"
23,"['A24', '0.5514349530110835']"
24,"['B1', '0.010535631505752454']"
25,"['B2', '0.00931349825108517']"
26,"['B3', '0.011209911922120612']"
27,"['B4', '0.009060643094947111']"
28,"['B5', '0.00939778330313119']"
29,"['B6', '0.010914914239959543']"
30,"['B7', '0.012389902650764888']"
31,"['B8', '0.010872771713936533']"
32,"['B9', '0.01167347970837372']"
33,"['B10', '0.009903493615407308']"
34,"['B11', '0.01163133718235071']"
35,"['B12', '0.010872771713936533']"
36,"['B13', '0.01146276707825867']"
37,"['B14', '0.01137848202621265']"
38,"['B15', '0.011547052130304691']"
39,"['B16', '0.010662059083821484']"
40,"['B17', '0.01146276707825867']"
41,"['B18', '0.010788486661890515']"
42,"['B19', '0.012558472754856926']"
43,"['B20', '0.010451346453706436']"
44,"['B21', '0.008512790256647983']"
45,"['B22', '0.015129166842260525']"
46,"['B23', '0.5706098023515529']"
47,"['B24', '0.4942475451978592']"
48,"['C1', '0.010367061401660415']"
49,"['C2', '0.011294196974166632']"
50,"['C3', '0.011968477390534788']"
51,"['C4', '0.011884192338488768']"
52,"['C5', '0.01137848202621265']"
53,"['C6', '0.011589194656327701']"
54,"['C7', '0.010029921193476336']"
55,"['C8', '0.012389902650764888']"
56,"['C9', '0.01167347970837372']"
57,"['C10', '0.0137384634835012']"
58,"['C11', '0.0']"
59,"['C12', '0.007838509840279827']"
60,"['C13', '0.012263475072695857']"
61,"['C14', '0.012221332546672847']"
62,"['C15', '0.01394917611361625']"
63,"['C16', '0.010999199292005563']"
64,"['C17', '0.011547052130304691']"
65,"['C18', '0.00922921319903915']"
66,"['C19', '0.009692780985292259']"
67,"['C20', '0.012558472754856926']"
68,"['C21', '0.012221332546672847']"
69,"['C22', '0.014960596738168486']"
70,"['C23', '0.5419950271819293']"
71,"['C24', '0.5976231615323022']"
72,"['D1', '0.01167347970837372']"
73,"['D2', '0.010240633823591387']"
