,0
0,"['A1', '0.010109579356663132']"
1,"['A2', '0.01088723930717568']"
2,"['A3', '0.008695652173913044']"
3,"['A4', '0.010250972074938141']"
4,"['A5', '0.008907741251325556']"
5,"['A6', '0.0127960410038883']"
6,"['A7', '0.011806291975963237']"
7,"['A8', '0.013715093672675857']"
8,"['A9', '0.01088723930717568']"
9,"['A10', '0.010392364793213149']"
10,"['A11', '0.010533757511488159']"
11,"['A12', '0.01152350653941322']"
12,"['A13', '0.009261223047013078']"
13,"['A14', '0.010392364793213149']"
14,"['A15', '0.010038882997525627']"
15,"['A16', '0.012371862849063274']"
16,"['A17', '0.008695652173913044']"
17,"['A18', '0.01215977377165076']"
18,"['A19', '0.012018381053375752']"
19,"['A20', '0.010675150229763166']"
20,"['A21', '0.010109579356663132']"
21,"['A22', '0.01583598444680099']"
22,"['A23', '0.6033227288794627']"
23,"['A24', '0.6097560975609756']"
24,"['B1', '0.01215977377165076']"
25,"['B2', '0.009331919406150583']"
26,"['B3', '0.014422057264050901']"
27,"['B4', '0.010533757511488159']"
28,"['B5', '0.011594202898550725']"
29,"['B6', '0.010038882997525627']"
30,"['B7', '0.011735595616825734']"
31,"['B8', '0.010038882997525627']"
32,"['B9', '0.012725344644750796']"
33,"['B10', '0.007069635913750442']"
34,"['B11', '0.013856486390950867']"
35,"['B12', '0.009826793920113115']"
36,"['B13', '0.01215977377165076']"
37,"['B14', '0.007423117709437964']"
38,"['B15', '0.01329091551785083']"
39,"['B16', '0.01088723930717568']"
40,"['B17', '0.012230470130788264']"
41,"['B18', '0.011947684694238247']"
42,"['B19', '0.00975609756097561']"
43,"['B20', '0.012089077412513256']"
44,"['B21', '0.01809826793920113']"
45,"['B22', '0.016896429833863556']"
46,"['B23', '0.6754330151997172']"
47,"['B24', '0.5961117002474372']"
48,"['C1', '0.0127960410038883']"
49,"['C2', '0.011452810180275715']"
50,"['C3', '0.046023329798515374']"
51,"['C4', '0.01456344998232591']"
52,"['C5', '0.010463061152350654']"
53,"['C6', '0.014139271827500884']"
54,"['C7', '0.011735595616825734']"
55,"['C8', '0.012513255567338281']"
56,"['C9', '0.011170024743725698']"
57,"['C10', '0.012583951926475786']"
58,"['C11', '0.012230470130788264']"
59,"['C12', '0.011947684694238247']"
60,"['C13', '0.010957935666313185']"
61,"['C14', '0.011876988335100742']"
62,"['C15', '0.011876988335100742']"
63,"['C16', '0.013785790031813362']"
64,"['C17', '0.010604453870625663']"
65,"['C18', '0.01166489925768823']"
66,"['C19', '0.011240721102863203']"
67,"['C20', '0.011028632025450688']"
68,"['C21', '0.010957935666313185']"
69,"['C22', '0.015906680805938492']"
70,"['C23', '0.649204665959703']"
71,"['C24', '0.7884764934605868']"
72,"['D1', '0.012442559208200778']"
73,"['D2', '0.0096147048427006']"
74,"['D3', '0.012654648285613291']"
75,"['D4', '0.018663838812301166']"
76,"['D5', '0.013573700954400848']"
77,"['D6', '0.010745846588900671']"
78,"['D7', '0.011735595616825734']"
79,"['D8', '0.011099328384588193']"
80,"['D9', '0.015129020855425945']"
81,"['D10', '0.011594202898550725']"
82,"['D11', '0.014492753623188406']"
83,"['D12', '0.011947684694238247']"
84,"['D13', '0.013361611876988335']"
85,"['D14', '0.015623895369388477']"
86,"['D15', '0.012654648285613291']"
87,"['D16', '0.012866737363025803']"
88,"['D17', '0.012301166489925769']"
89,"['D18', '0.011452810180275715']"
90,"['D19', '0.012301166489925769']"
91,"['D20', '0.010250972074938141']"
92,"['D21', '0.013220219158713326']"
93,"['D22', '0.018805231530576175']"
94,"['D23', '0.8195828914810888']"
95,"['D24', '0.6094026157652881']"
96,"['E1', '0.009968186638388122']"
97,"['E2', '0.011947684694238247']"
98,"['E3', '0.011594202898550725']"
