,0
0,"['A1', '0.006452653653815131']"
1,"['A2', '0.008065817067268914']"
2,"['A3', '0.006829058450287681']"
3,"['A4', '0.006506425767596924']"
4,"['A5', '0.0070979190191966446']"
5,"['A6', '0.007850728612141743']"
6,"['A7', '0.007743184384578158']"
7,"['A8', '0.0']"
8,"['A9', '0.008495993977523257']"
9,"['A10', '0.006829058450287681']"
10,"['A11', '0.00564607194708824']"
11,"['A12', '0.01032424584610421']"
12,"['A13', '0.006882830564069474']"
13,"['A14', '0.008119589181050707']"
14,"['A15', '0.007958272839705328']"
15,"['A16', '0.008926170887777599']"
16,"['A17', '0.0074205517018874016']"
17,"['A18', '0.006076248857342582']"
18,"['A19', '0.008012044953487122']"
19,"['A20', '0.006183793084906168']"
20,"['A21', '0.005430983491961069']"
21,"['A22', '0.008979943001559392']"
22,"['A23', '0.6391353444103888']"
23,"['A24', '0.6498359950529655']"
24,"['B1', '0.006291337312469753']"
25,"['B2', '0.006022476743560789']"
26,"['B3', '0.006398881540033339']"
27,"['B4', '0.006452653653815131']"
28,"['B5', '0.009248803570468355']"
29,"['B6', '0.008119589181050707']"
30,"['B7', '0.008926170887777599']"
31,"['B8', '0.01129214389417648']"
32,"['B9', '0.007474323815669194']"
33,"['B10', '0.0066139699951605095']"
34,"['B11', '0.012421358283594128']"
35,"['B12', '0.007904500725923537']"
36,"['B13', '0.01091573909770393']"
37,"['B14', '0.00758186804323278']"
38,"['B15', '0.008549766091305049']"
39,"['B16', '0.007743184384578158']"
40,"['B17', '0.00935634779803194']"
41,"['B18', '0.00779695649835995']"
42,"['B19', '0.010162929504758831']"
43,"['B20', '0.008280905522396085']"
44,"['B21', '0.009410119911813734']"
45,"['B22', '0.012743990966284884']"
46,"['B23', '0.7585632091197505']"
47,"['B24', '0.5974081841157176']"
48,"['C1', '0.006882830564069474']"
49,"['C2', '0.006775286336505888']"
50,"['C3', '0.009625208366940904']"
51,"['C4', '0.008495993977523257']"
52,"['C5', '0.010270473732322418']"
53,"['C6', '0.010162929504758831']"
54,"['C7', '0.009894068935849869']"
55,"['C8', '0.007904500725923537']"
56,"['C9', '0.007313007474323815']"
57,"['C10', '0.009786524708286283']"
58,"['C11', '0.009894068935849869']"
59,"['C12', '0.011722320804430822']"
60,"['C13', '0.007474323815669194']"
61,"['C14', '0.009678980480722698']"
62,"['C15', '0.00876485454643222']"
63,"['C16', '0.010216701618540625']"
64,"['C17', '0.008119589181050707']"
65,"['C18', '0.009840296822068075']"
66,"['C19', '0.008495993977523257']"
67,"['C20', '0.008334677636177878']"
68,"['C21', '0.009894068935849869']"
69,"['C22', '0.01462601494864763']"
70,"['C23', '0.8853578534172178']"
71,"['C24', '0.7155992902080981']"
72,"['D1', '0.006291337312469753']"
73,"['D2', '0.006022476743560789']"
74,"['D3', '0.008495993977523257']"
75,"['D4', '0.008657310318868634']"
76,"['D5', '0.008872398773995805']"
77,"['D6', '0.006506425767596924']"
78,"['D7', '0.0074205517018874016']"
79,"['D8', '0.006452653653815131']"
80,"['D9', '0.007259235360542023']"
81,"['D10', '0.006882830564069474']"
82,"['D11', '0.014088293810829704']"
83,"['D12', '0.008495993977523257']"
84,"['D13', '0.008657310318868634']"
85,"['D14', '0.00994784104963166']"
86,"['D15', '0.00914125934290477']"
87,"['D16', '0.007259235360542023']"
88,"['D17', '0.008711082432650428']"
89,"['D18', '0.0070979190191966446']"
90,"['D19', '0.008012044953487122']"
91,"['D20', '0.008280905522396085']"
92,"['D21', '0.007044146905414852']"
93,"['D22', '0.01537882454159273']"
94,"['D23', '0.8651395386352637']"
95,"['D24', '0.6378448136796258']"
96,"['E1', '0.006506425767596924']"
97,"['E2', '0.00779695649835995']"
98,"['E3', '0.006560197881378717']"
99,"['E4', '0.01010915739097704']"
100,"['E5', '0.005968704629778996']"
101,"['E6', '0.008657310318868634']"
102,"['E7', '0.00935634779803194']"
103,"['E8', '0.007904500725923537']"
104,"['E9', '0.0034951873958165296']"
105,"['E10', '0.008334677636177878']"
106,"['E11', '0.009840296822068075']"
107,"['E12', '0.006022476743560789']"
108,"['E13', '0.006721514222724095']"
109,"['E14', '0.011776092918212615']"
110,"['E15', '0.009248803570468355']"
111,"['E16', '0.007958272839705328']"
112,"['E17', '0.008979943001559392']"
113,"['E18', '0.008065817067268914']"
114,"['E19', '0.008495993977523257']"
115,"['E20', '0.009410119911813734']"
116,"['E21', '0.009678980480722698']"
117,"['E22', '0.01478733128999301']"
118,"['E23', '0.7431843845781577']"
119,"['E24', '0.7417325375060494']"
120,"['F1', '0.006775286336505888']"
121,"['F2', '0.006452653653815131']"
122,"['F3', '0.0074205517018874016']"
123,"['F4', '0.0036565037371619077']"
124,"['F5', '0.009195031456686563']"
125,"['F6', '0.008012044953487122']"
126,"['F7', '0.01032424584610421']"
127,"['F8', '0.005807388288433618']"
128,"['F9', '0.006183793084906168']"
129,"['F10', '0.008818626660214013']"
130,"['F11', '0.011399688121740066']"
131,"['F12', '0.005753616174651826']"
132,"['F13', '0.009517664139377319']"
133,"['F14', '0.008603538205086842']"
134,"['F15', '0.011023283325267516']"
135,"['F16', '0.01010915739097704']"
136,"['F17', '0.004140452761198042']"
137,"['F18', '0.0008603538205086842']"
138,"['F19', '0.009517664139377319']"
139,"['F20', '0.010001613163413454']"
140,"['F21', '0.007850728612141743']"
141,"['F22', '0.012044953487121578']"
142,"['F23', '0.8162606872076141']"
143,"['F24', '0.6131634134537829']"
144,"['G1', '0.0066139699951605095']"
145,"['G2', '0.006882830564069474']"
146,"['G3', '0.007743184384578158']"
147,"['G4', '0.00876485454643222']"
148,"['G5', '0.010055385277195246']"
149,"['G6', '0.009625208366940904']"
150,"['G7', '0.010539334301231381']"
151,"['G8', '0.007958272839705328']"
152,"['G9', '0.007366779588105608']"
153,"['G10', '0.010270473732322418']"
154,"['G11', '0.007904500725923537']"
155,"['G12', '0.00876485454643222']"
156,"['G13', '0.005377211378179276']"
157,"['G14', '0.010969511211485724']"
158,"['G15', '0.009248803570468355']"
159,"['G16', '0.009678980480722698']"
160,"['G17', '0.006882830564069474']"
161,"['G18', '0.0009141259342904769']"
162,"['G19', '0.007259235360542023']"
163,"['G20', '0.006398881540033339']"
164,"['G21', '0.0069366026778512665']"
165,"['G22', '0.014357154379738668']"
166,"['G23', '0.7482389632736463']"
167,"['G24', '0.7300639888154004']"
168,"['H1', '0.006022476743560789']"
169,"['H2', '0.007259235360542023']"
170,"['H3', '0.008065817067268914']"
171,"['H4', '0.006022476743560789']"
172,"['H5', '0.010431790073667796']"
173,"['H6', '0.004893262354143142']"
174,"['H7', '0.0081733612948325']"
175,"['H8', '0.00720546324676023']"
176,"['H9', '0.008227133408614293']"
177,"['H10', '0.004032908533634457']"
178,"['H11', '0.008926170887777599']"
179,"['H12', '0.004893262354143142']"
180,"['H13', '0.010378017959886004']"
181,"['H14', '0.009571436253159111']"
182,"['H15', '0.010055385277195246']"
183,"['H16', '0.008818626660214013']"
184,"['H17', '0.010754422756358552']"
185,"['H18', '0.010861966983922137']"
186,"['H19', '0.0081733612948325']"
187,"['H20', '0.006076248857342582']"
188,"['H21', '0.005861160402215411']"
189,"['H22', '0.015325052427810936']"
190,"['H23', '0.888691724471689']"
191,"['H24', '1.0']"
192,"['I1', '0.006721514222724095']"
193,"['I2', '0.00779695649835995']"
194,"['I3', '0.009087487229122978']"
195,"['I4', '0.0074205517018874016']"
196,"['I5', '0.009625208366940904']"
197,"['I6', '0.01070065064257676']"
198,"['I7', '0.008334677636177878']"
199,"['I8', '0.010808194870140345']"
200,"['I9', '0.007958272839705328']"
201,"['I10', '0.009517664139377319']"
202,"['I11', '0.009571436253159111']"
203,"['I12', '0.008442221863741464']"
204,"['I13', '0.0015593912996719902']"
205,"['I14', '0.011507232349303651']"
206,"['I15', '0.008388449749959672']"
207,"['I16', '0.011184599666612895']"
208,"['I17', '0.01070065064257676']"
209,"['I18', '0.008979943001559392']"
210,"['I19', '0.00973275259450449']"
211,"['I20', '0.009894068935849869']"
212,"['I21', '0.008280905522396085']"
213,"['I22', '0.01478733128999301']"
214,"['I23', '0.7403882346615045']"
215,"['I24', '0.7274291552400924']"
216,"['J1', '0.008227133408614293']"
217,"['J2', '0.0066139699951605095']"
218,"['J3', '0.008227133408614293']"
219,"['J4', '0.005538527719524655']"
220,"['J5', '0.00758186804323278']"
221,"['J6', '0.00914125934290477']"
222,"['J7', '0.008926170887777599']"
223,"['J8', '0.008012044953487122']"
224,"['J9', '0.0042479969887616285']"
225,"['J10', '0.006452653653815131']"
226,"['J11', '0.009463892025595525']"
227,"['J12', '0.007689412270796365']"
228,"['J13', '0.009840296822068075']"
229,"['J14', '0.008979943001559392']"
230,"['J15', '0.010162929504758831']"
231,"['J16', '0.008657310318868634']"
232,"['J17', '0.009571436253159111']"
233,"['J18', '0.008872398773995805']"
234,"['J19', '0.011937409259557993']"
235,"['J20', '0.008711082432650428']"
236,"['J21', '0.011507232349303651']"
237,"['J22', '0.010378017959886004']"
238,"['J23', '0.7461418508361564']"
239,"['J24', '0.6078937463031672']"
240,"['K1', '0.006829058450287681']"
241,"['K2', '0.006829058450287681']"
242,"['K3', '0.008119589181050707']"
243,"['K4', '0.007259235360542023']"
244,"['K5', '0.009625208366940904']"
245,"['K6', '0.00935634779803194']"
246,"['K7', '0.009840296822068075']"
247,"['K8', '0.008872398773995805']"
248,"['K9', '0.007958272839705328']"
249,"['K10', '0.011345916007958272']"
250,"['K11', '0.005807388288433618']"
251,"['K12', '0.008442221863741464']"
252,"['K13', '0.008495993977523257']"
253,"['K14', '0.01091573909770393']"
254,"['K15', '0.010754422756358552']"
255,"['K16', '0.008926170887777599']"
256,"['K17', '0.00973275259450449']"
257,"['K18', '0.010754422756358552']"
258,"['K19', '0.009625208366940904']"
259,"['K20', '0.009625208366940904']"
260,"['K21', '0.008657310318868634']"
261,"['K22', '0.01441092649352046']"
262,"['K23', '0.689412270796365']"
263,"['K24', '0.6657525407323762']"
264,"['L1', '0.007259235360542023']"
265,"['L2', '0.005538527719524655']"
266,"['L3', '0.0037640479647254935']"
267,"['L4', '0.006506425767596924']"
268,"['L5', '0.006775286336505888']"
269,"['L6', '0.008388449749959672']"
270,"['L7', '0.01107705543904931']"
271,"['L8', '0.006721514222724095']"
272,"['L9', '0.011561004463085445']"
273,"['L10', '0.007366779588105608']"
274,"['L11', '0.010808194870140345']"
275,"['L12', '0.009248803570468355']"
276,"['L13', '0.009302575684250148']"
277,"['L14', '0.008711082432650428']"
278,"['L15', '0.004409313330107007']"
279,"['L16', '0.009786524708286283']"
280,"['L17', '0.008280905522396085']"
281,"['L18', '0.006345109426251546']"
282,"['L19', '0.009571436253159111']"
283,"['L20', '0.007151691132978437']"
284,"['L21', '0.009033715115341184']"
285,"['L22', '0.01344302844544819']"
286,"['L23', '0.7344195300317256']"
287,"['L24', '0.6119266548368016']"
288,"['M1', '0.005807388288433618']"
289,"['M2', '0.005000806581706727']"
290,"['M3', '0.007259235360542023']"
291,"['M4', '0.006990374791633059']"
292,"['M5', '0.007474323815669194']"
293,"['M6', '0.007474323815669194']"
294,"['M7', '0.008334677636177878']"
295,"['M8', '0.010754422756358552']"
296,"['M9', '0.005807388288433618']"
297,"['M10', '0.008119589181050707']"
298,"['M11', '0.006022476743560789']"
299,"['M12', '0.00973275259450449']"
300,"['M13', '0.009678980480722698']"
301,"['M14', '0.010162929504758831']"
302,"['M15', '0.008549766091305049']"
303,"['M16', '0.009410119911813734']"
304,"['M17', '0.009625208366940904']"
305,"['M18', '0.007474323815669194']"
306,"['M19', '0.008657310318868634']"
307,"['M20', '0.01032424584610421']"
308,"['M21', '0.004893262354143142']"
309,"['M22', '0.013174167876539227']"
310,"['M23', '0.7005430983491961']"
311,"['M24', '0.6646770984567404']"
312,"['N1', '0.007850728612141743']"
313,"['N2', '0.005377211378179276']"
314,"['N3', '0.00779695649835995']"
315,"['N4', '0.006183793084906168']"
316,"['N5', '0.008872398773995805']"
317,"['N6', '0.0069366026778512665']"
318,"['N7', '0.008818626660214013']"
319,"['N8', '0.007689412270796365']"
320,"['N9', '0.006183793084906168']"
321,"['N10', '0.0069366026778512665']"
322,"['N11', '0.0066139699951605095']"
323,"['N12', '0.008926170887777599']"
324,"['N13', '0.006506425767596924']"
325,"['N14', '0.006990374791633059']"
326,"['N15', '0.007904500725923537']"
327,"['N16', '0.004839490240361349']"
328,"['N17', '0.011130827552831101']"
329,"['N18', '0.006829058450287681']"
330,"['N19', '0.008711082432650428']"
331,"['N20', '0.006506425767596924']"
332,"['N21', '0.005377211378179276']"
333,"['N22', '0.012044953487121578']"
334,"['N23', '0.7341506694628166']"
335,"['N24', '0.6191858901973436']"
336,"['O1', '0.006345109426251546']"
337,"['O2', '0.006452653653815131']"
338,"['O3', '0.005968704629778996']"
339,"['O4', '0.007635640157014572']"
340,"['O5', '0.007743184384578158']"
341,"['O6', '0.006775286336505888']"
342,"['O7', '0.005484755605742862']"
343,"['O8', '0.008280905522396085']"
344,"['O9', '0.007366779588105608']"
345,"['O10', '0.006721514222724095']"
346,"['O11', '0.0034951873958165296']"
347,"['O12', '0.00935634779803194']"
348,"['O13', '0.006721514222724095']"
349,"['O14', '0.006775286336505888']"
350,"['O15', '0.008711082432650428']"
351,"['O16', '0.0081733612948325']"
352,"['O17', '0.006990374791633059']"
353,"['O18', '0.010055385277195246']"
354,"['O19', '0.006398881540033339']"
355,"['O20', '0.006990374791633059']"
356,"['O21', '0.007528095929450987']"
357,"['O22', '0.0155939129967199']"
358,"['O23', '0.688390600634511']"
359,"['O24', '0.6446201000161317']"
360,"['P1', '0.0051083508092703124']"
361,"['P2', '0.0036565037371619077']"
362,"['P3', '0.006882830564069474']"
363,"['P4', '0.0051083508092703124']"
364,"['P5', '0.006345109426251546']"
365,"['P6', '0.006237565198687961']"
366,"['P7', '0.005914932515997204']"
367,"['P8', '0.004570629671452385']"
368,"['P9', '0.0081733612948325']"
369,"['P10', '0.007044146905414852']"
370,"['P11', '0.006237565198687961']"
371,"['P12', '0.006506425767596924']"
372,"['P13', '0.008603538205086842']"
373,"['P14', '0.003602731623380115']"
374,"['P15', '0.007044146905414852']"
375,"['P16', '0.0023122008926170887']"
376,"['P17', '0.008872398773995805']"
377,"['P18', '0.006990374791633059']"
378,"['P19', '0.007259235360542023']"
379,"['P20', '0.008334677636177878']"
380,"['P21', '0.00016131634134537829']"
381,"['P22', '0.010001613163413454']"
382,"['P23', '0.6500510835080927']"
383,"['P24', '0.5796096144539442']"
