,0
0,"['A1', '0.0007023951675212475']"
1,"['A2', '0.000850678591775733']"
2,"['A3', '0.0008233632241499068']"
3,"['A4', '0.0007804390750236083']"
4,"['A5', '0.0007921456611489624']"
5,"['A6', '0.0007648302935231361']"
6,"['A7', '0.0009131137177776216']"
7,"['A8', '0.0008233632241499068']"
8,"['A9', '0.0007141017536466016']"
9,"['A10', '0.0007921456611489624']"
10,"['A11', '0.0009326246946532119']"
11,"['A12', '0.0006984929721461294']"
12,"['A13', '0.0008662873732762052']"
13,"['A14', '0.0009209181085278578']"
14,"['A15', '0.0008662873732762052']"
15,"['A16', '0.0008233632241499068']"
16,"['A17', '0.0008311676149001428']"
17,"['A18', '0.0009287224992780939']"
18,"['A19', '0.0007882434657738444']"
19,"['A20', '0.000846776396400615']"
20,"['A21', '0.0008584829825259692']"
21,"['A22', '0.0010652993374072252']"
22,"['A23', '0.031841914260963215']"
23,"['A24', '0.03134633544832323']"
24,"['B1', '0.000846776396400615']"
25,"['B2', '0.0007219061443968376']"
26,"['B3', '0.0008818961547766773']"
27,"['B4', '0.0009599400622790382']"
28,"['B5', '0.000940429085403448']"
29,"['B6', '0.0007570259027729']"
30,"['B7', '0.000948233476153684']"
31,"['B8', '0.0007921456611489624']"
32,"['B9', '0.0010145707975306908']"
33,"['B10', '0.0007882434657738444']"
34,"['B11', '0.0008077544426494346']"
35,"['B12', '0.0009209181085278578']"
36,"['B13', '0.0008311676149001428']"
37,"['B14', '0.0008662873732762052']"
38,"['B15', '0.0009248203039029758']"
39,"['B16', '0.0007765368796484902']"
40,"['B17', '0.0009326246946532119']"
41,"['B18', '0.0006750797998954211']"
42,"['B19', '0.0007687324888982542']"
43,"['B20', '0.0007219061443968376']"
44,"['B21', '0.000842874201025497']"
45,"['B22', '0.0010496905559067532']"
46,"['B23', '0.034495407116043486']"
47,"['B24', '0.03110049713969079']"
48,"['C1', '0.000850678591775733']"
49,"['C2', '0.0009092115224025037']"
50,"['C3', '0.0007765368796484902']"
51,"['C4', '0.0009131137177776216']"
52,"['C5', '0.0007999500518991985']"
53,"['C6', '0.0007687324888982542']"
54,"['C7', '0.0008857983501517954']"
55,"['C8', '0.0009560378669039201']"
56,"['C9', '0.0008818961547766773']"
57,"['C10', '0.0007101995582714835']"
58,"['C11', '0.0008155588333996706']"
59,"['C12', '0.0009092115224025037']"
