,0
0,"['A1', '0.01761744966442953']"
1,"['A2', '0.02187661331956634']"
2,"['A3', '0.019811564274651524']"
3,"['A4', '0.01826277749096541']"
4,"['A5', '0.017036654620547237']"
5,"['A6', '0.014778007227671657']"
6,"['A7', '0.020198760970573052']"
7,"['A8', '0.019940629839958698']"
8,"['A9', '0.013551884357253486']"
9,"['A10', '0.0040010325245224574']"
10,"['A11', '0.016584925141972122']"
11,"['A12', '0.020069695405265875']"
12,"['A13', '0.015358802271553949']"
13,"['A14', '0.020650490449148167']"
14,"['A15', '0.01626226122870418']"
15,"['A16', '0.017488384099122355']"
16,"['A17', '0.017165720185854414']"
17,"['A18', '0.01826277749096541']"
18,"['A19', '0.016843056272586473']"
19,"['A20', '0.018069179143004648']"
20,"['A21', '0.01600413009808983']"
21,"['A22', '0.022973670624677336']"
22,"['A23', '0.8792591636551368']"
23,"['A24', '0.8340862157976252']"
24,"['B1', '0.01574599896747548']"
25,"['B2', '0.016907589055240063']"
26,"['B3', '0.014778007227671657']"
27,"['B4', '0.016520392359318535']"
28,"['B5', '0.01794011357769747']"
29,"['B6', '0.014197212183789365']"
30,"['B7', '0.016068662880743417']"
31,"['B8', '0.017230252968508']"
32,"['B9', '0.011035105833763551']"
33,"['B10', '0.015229736706246774']"
34,"['B11', '0.018843572534847704']"
35,"['B12', '0.013164687661331956']"
36,"['B13', '0.019424367578729996']"
37,"['B14', '0.015810531750129066']"
38,"['B15', '0.02348993288590604']"
39,"['B16', '0.015875064532782653']"
40,"['B17', '0.02123128549303046']"
41,"['B18', '0.019037170882808468']"
42,"['B19', '0.017230252968508']"
43,"['B20', '0.015616933402168302']"
44,"['B21', '0.019424367578729996']"
45,"['B22', '0.02381259679917398']"
46,"['B23', '0.926368094992256']"
47,"['B24', '0.8498322147651006']"
48,"['C1', '0.020456892101187403']"
49,"['C2', '0.019359834796076406']"
50,"['C3', '0.017746515229736706']"
51,"['C4', '0.018972638100154877']"
