,0
0,"['A1', '0.0035364251793472768']"
1,"['A2', '0.006719207840759826']"
2,"['A3', '0.006820248560169748']"
3,"['A4', '0.0055067192078407596']"
4,"['A5', '0.006011922804890371']"
5,"['A6', '0.005456198848135798']"
6,"['A7', '0.008032737193088816']"
7,"['A8', '0.006971809639284632']"
8,"['A9', '0.007578053955744165']"
9,"['A10', '0.00778013539456401']"
10,"['A11', '0.003435384459937355']"
11,"['A12', '0.003586945539052238']"
12,"['A13', '0.0012630089926240274']"
13,"['A14', '0.005607759927250682']"
14,"['A15', '0.005102556330201071']"
15,"['A16', '0.007123370718399515']"
16,"['A17', '0.005456198848135798']"
17,"['A18', '0.007173891078104476']"
18,"['A19', '0.005658280286955643']"
19,"['A20', '0.0070728503586945535']"
20,"['A21', '0.0019197736687885218']"
21,"['A22', '0.013488936041224614']"
22,"['A23', '0.9887339597857937']"
23,"['A24', '0.9610488026674749']"
24,"['B1', '0.0075275335960392036']"
25,"['B2', '0.00687076891987471']"
26,"['B3', '0.00732545215721936']"
27,"['B4', '0.0055067192078407596']"
28,"['B5', '0.006062443164595332']"
29,"['B6', '0.006820248560169748']"
30,"['B7', '0.006719207840759826']"
31,"['B8', '0.006466606042235021']"
32,"['B9', '0.006517126401939982']"
33,"['B10', '0.008184298272203698']"
34,"['B11', '0.003485904819642316']"
35,"['B12', '0.00414266949580681']"
36,"['B13', '0.006971809639284632']"
37,"['B14', '0.0033848641002323936']"
38,"['B15', '0.007426492876629282']"
39,"['B16', '0.005759321006365566']"
40,"['B17', '0.006820248560169748']"
41,"['B18', '0.00783065575426897']"
42,"['B19', '0.006315044963120137']"
43,"['B20', '0.003637465898757199']"
44,"['B21', '0.005102556330201071']"
45,"['B22', '0.013034252803879964']"
46,"['B23', '1.0']"
47,"['B24', '0.9278064059816106']"
48,"['C1', '0.006719207840759826']"
49,"['C2', '0.005607759927250682']"
50,"['C3', '0.006466606042235021']"
51,"['C4', '0.007173891078104476']"
52,"['C5', '0.007628574315449126']"
53,"['C6', '0.006769728200464787']"
