,0
0,"['A1', '0.004365558044689528']"
1,"['A2', '0.005514389109081509']"
2,"['A3', '0.0']"
3,"['A4', '0.008731116089379057']"
4,"['A5', '0.006146246194497099']"
5,"['A6', '0.007237635705669481']"
6,"['A7', '0.006031363088057901']"
7,"['A8', '0.00729507725888908']"
8,"['A9', '0.007754609684645873']"
9,"['A10', '0.008903440749037855']"
10,"['A11', '0.006605778620253891']"
11,"['A12', '0.007754609684645873']"
12,"['A13', '0.0071801941524498826']"
13,"['A14', '0.005399506002642312']"
14,"['A15', '0.008903440749037855']"
15,"['A16', '0.008214142110402665']"
16,"['A17', '0.006605778620253891']"
17,"['A18', '0.006146246194497099']"
18,"['A19', '0.006950427939571486']"
19,"['A20', '0.00907576540869665']"
20,"['A21', '0.00850134987650066']"
21,"['A22', '0.12315469010282037']"
22,"['A23', '0.76075593084037']"
23,"['A24', '0.7476592567063013']"
24,"['B1', '0.00729507725888908']"
25,"['B2', '0.005342064449422712']"
26,"['B3', '0.008041817450743867']"
27,"['B4', '0.006950427939571486']"
28,"['B5', '0.009305531621575047']"
29,"['B6', '0.006318570854155896']"
30,"['B7', '0.008558791429720259']"
31,"['B8', '0.006318570854155896']"
32,"['B9', '0.009477856281233845']"
33,"['B10', '0.008099259003963468']"
34,"['B11', '0.009650180940892641']"
35,"['B12', '0.008156700557183066']"
36,"['B13', '0.009362973174794646']"
37,"['B14', '0.007237635705669481']"
38,"['B15', '0.007812051237865472']"
39,"['B16', '0.00792693434430467']"
40,"['B17', '0.009994830260210237']"
41,"['B18', '0.008960882302257453']"
42,"['B19', '0.007467401918547878']"
43,"['B20', '0.006663220173473491']"
44,"['B21', '0.010052271813429835']"
45,"['B22', '0.015566660922511345']"
46,"['B23', '0.8356022746855075']"
47,"['B24', '0.7382962835315067']"
48,"['C1', '0.006663220173473491']"
49,"['C2', '0.008329025216841864']"
50,"['C3', '0.008731116089379057']"
51,"['C4', '0.005342064449422712']"
52,"['C5', '0.007812051237865472']"
53,"['C6', '0.008731116089379057']"
54,"['C7', '0.008329025216841864']"
55,"['C8', '0.008903440749037855']"
56,"['C9', '0.009477856281233845']"
57,"['C10', '0.008673674536159458']"
58,"['C11', '0.006892986386351887']"
59,"['C12', '0.007869492791085071']"
60,"['C13', '0.00729507725888908']"
61,"['C14', '0.009018323855477052']"
62,"['C15', '0.00976506404733184']"
63,"['C16', '0.005973921534838302']"
64,"['C17', '0.0071801941524498826']"
65,"['C18', '0.011718076856798208']"
66,"['C19', '0.009535297834453444']"
67,"['C20', '0.011488310643919811']"
68,"['C21', '0.008041817450743867']"
69,"['C22', '0.014417829858119364']"
70,"['C23', '0.7564478143489']"
71,"['C24', '0.8107300821414211']"
72,"['D1', '0.007007869492791085']"
73,"['D2', '0.006318570854155896']"
74,"['D3', '0.009420414728014246']"
75,"['D4', '0.00919064851513585']"
76,"['D5', '0.008099259003963468']"
77,"['D6', '0.008443908323281062']"
78,"['D7', '0.008673674536159458']"
79,"['D8', '0.006950427939571486']"
80,"['D9', '0.010454362685967028']"
81,"['D10', '0.008903440749037855']"
82,"['D11', '0.009592739387673042']"
83,"['D12', '0.008788557642598656']"
84,"['D13', '0.010052271813429835']"
85,"['D14', '0.011488310643919811']"
86,"['D15', '0.006490895513814694']"
87,"['D16', '0.00919064851513585']"
88,"['D17', '0.006376012407375496']"
89,"['D18', '0.008558791429720259']"
90,"['D19', '0.008214142110402665']"
91,"['D20', '0.008041817450743867']"
92,"['D21', '0.006835544833132288']"
93,"['D22', '0.01757711528519731']"
94,"['D23', '0.8770176345568385']"
95,"['D24', '0.7897639152162674']"
96,"['E1', '0.0073525188121086795']"
97,"['E2', '0.008845999195818254']"
98,"['E3', '0.00861623298293986']"
99,"['E4', '0.008558791429720259']"
100,"['E5', '0.008960882302257453']"
101,"['E6', '0.008386466770061463']"
102,"['E7', '0.007984375897524269']"
103,"['E8', '0.006892986386351887']"
104,"['E9', '0.006950427939571486']"
105,"['E10', '0.006835544833132288']"
106,"['E11', '0.008214142110402665']"
107,"['E12', '0.009305531621575047']"
108,"['E13', '0.007582285024987076']"
109,"['E14', '0.008960882302257453']"
110,"['E15', '0.01039692113274743']"
111,"['E16', '0.01039692113274743']"
112,"['E17', '0.009362973174794646']"
113,"['E18', '0.009879947153771038']"
114,"['E19', '0.009018323855477052']"
115,"['E20', '0.008443908323281062']"
116,"['E21', '0.008041817450743867']"
117,"['E22', '0.013785972772703775']"
118,"['E23', '0.7811476822333275']"
119,"['E24', '0.8434717674765926']"
120,"['F1', '0.009650180940892641']"
121,"['F2', '0.007754609684645873']"
122,"['F3', '0.010511804239186628']"
123,"['F4', '0.009018323855477052']"
124,"['F5', '0.010282038026308232']"
125,"['F6', '0.008099259003963468']"
126,"['F7', '0.009362973174794646']"
127,"['F8', '0.007984375897524269']"
128,"['F9', '0.008960882302257453']"
129,"['F10', '0.008788557642598656']"
130,"['F11', '0.010799012005284624']"
131,"['F12', '0.008386466770061463']"
132,"['F13', '0.00907576540869665']"
133,"['F14', '0.00913320696191625']"
134,"['F15', '0.010282038026308232']"
135,"['F16', '0.006490895513814694']"
136,"['F17', '0.007812051237865472']"
137,"['F18', '0.009592739387673042']"
138,"['F19', '0.009535297834453444']"
139,"['F20', '0.008845999195818254']"
140,"['F21', '0.008788557642598656']"
141,"['F22', '0.01097133666494342']"
142,"['F23', '0.8639209604227698']"
143,"['F24', '0.7858578895973347']"
144,"['G1', '0.009707622494112242']"
145,"['G2', '0.010282038026308232']"
146,"['G3', '0.00913320696191625']"
147,"['G4', '0.009018323855477052']"
148,"['G5', '0.01033947957952783']"
149,"['G6', '0.010856453558504222']"
150,"['G7', '0.0075248434717674765']"
151,"['G8', '0.00907576540869665']"
152,"['G9', '0.009018323855477052']"
153,"['G10', '0.006146246194497099']"
154,"['G11', '0.009822505600551439']"
155,"['G12', '0.009018323855477052']"
156,"['G13', '0.008214142110402665']"
157,"['G14', '0.008099259003963468']"
158,"['G15', '0.009248090068355449']"
159,"['G16', '0.008329025216841864']"
160,"['G17', '0.00861623298293986']"
161,"['G18', '0.010109713366649434']"
162,"['G19', '0.008271583663622264']"
163,"['G20', '0.012752024814750991']"
164,"['G21', '0.008960882302257453']"
165,"['G22', '0.015509219369291746']"
166,"['G23', '0.7705209948877018']"
167,"['G24', '0.8140616922281578']"
168,"['H1', '0.007812051237865472']"
169,"['H2', '0.009362973174794646']"
170,"['H3', '0.007984375897524269']"
171,"['H4', '0.009305531621575047']"
172,"['H5', '0.010224596473088631']"
173,"['H6', '0.009018323855477052']"
174,"['H7', '0.010454362685967028']"
175,"['H8', '0.009592739387673042']"
176,"['H9', '0.00919064851513585']"
177,"['H10', '0.008099259003963468']"
178,"['H11', '0.009362973174794646']"
179,"['H12', '0.008443908323281062']"
180,"['H13', '0.008041817450743867']"
181,"['H14', '0.007065311046010684']"
182,"['H15', '0.005571830662301109']"
183,"['H16', '0.007122752599230283']"
184,"['H17', '0.008903440749037855']"
185,"['H18', '0.007122752599230283']"
186,"['H19', '0.010626687345625826']"
187,"['H20', '0.008960882302257453']"
188,"['H21', '0.008443908323281062']"
189,"['H22', '0.01166063530357861']"
190,"['H23', '0.8235969900626113']"
191,"['H24', '0.8166465621230398']"
192,"['I1', '0.00861623298293986']"
193,"['I2', '0.008673674536159458']"
194,"['I3', '0.004939973576885519']"
195,"['I4', '0.007869492791085071']"
196,"['I5', '0.008558791429720259']"
197,"['I6', '0.007812051237865472']"
198,"['I7', '0.00792693434430467']"
199,"['I8', '0.008960882302257453']"
200,"['I9', '0.00850134987650066']"
201,"['I10', '0.009420414728014246']"
202,"['I11', '0.004020908725371934']"
203,"['I12', '0.00907576540869665']"
204,"['I13', '0.007697168131426273']"
205,"['I14', '0.0048250904704463205']"
206,"['I15', '0.008386466770061463']"
207,"['I16', '0.0027571945545407546']"
208,"['I17', '0.008386466770061463']"
209,"['I18', '0.007869492791085071']"
210,"['I19', '0.008271583663622264']"
211,"['I20', '0.010454362685967028']"
212,"['I21', '0.005859038428399104']"
213,"['I22', '0.015968751795048537']"
214,"['I23', '0.8162444712505026']"
215,"['I24', '0.8614509736343271']"
216,"['J1', '0.009248090068355449']"
217,"['J2', '0.008903440749037855']"
218,"['J3', '0.00919064851513585']"
219,"['J4', '0.004078350278591533']"
220,"['J5', '0.00850134987650066']"
221,"['J6', '0.007409960365328278']"
222,"['J7', '0.00907576540869665']"
223,"['J8', '0.009420414728014246']"
224,"['J9', '0.00976506404733184']"
225,"['J10', '0.008271583663622264']"
226,"['J11', '0.009707622494112242']"
227,"['J12', '0.004135791831811132']"
228,"['J13', '0.00976506404733184']"
229,"['J14', '0.007582285024987076']"
230,"['J15', '0.012177609282555001']"
231,"['J16', '0.008156700557183066']"
232,"['J17', '0.00861623298293986']"
