,0
0,"['A1', '0.005232950708980419']"
1,"['A2', '0.006920999324780554']"
2,"['A3', '0.006302048165653837']"
3,"['A4', '0.006076975016880486']"
4,"['A5', '0.0062457798784605']"
5,"['A6', '0.006020706729687148']"
6,"['A7', '0.0056830970065271215']"
7,"['A8', '0.008271438217420662']"
8,"['A9', '0.005007877560207067']"
9,"['A10', '0.008271438217420662']"
10,"['A11', '0.006864731037587216']"
11,"['A12', '0.005232950708980419']"
12,"['A13', '0.006302048165653837']"
13,"['A14', '0.006358316452847176']"
14,"['A15', '0.007877560207067296']"
15,"['A16', '0.006695926176007202']"
16,"['A17', '0.0054017555705604325']"
17,"['A18', '0.0059644384424938105']"
18,"['A19', '0.006302048165653837']"
19,"['A20', '0.005851901868107134']"
20,"['A21', '0.006695926176007202']"
21,"['A22', '0.01119738915147423']"
22,"['A23', '0.679383299572361']"
23,"['A24', '0.6648660814764799']"
24,"['B1', '0.006470853027233851']"
25,"['B2', '0.006020706729687148']"
26,"['B3', '0.0070898041863605675']"
27,"['B4', '0.004670267837047041']"
28,"['B5', '0.008552779653387351']"
29,"['B6', '0.005345487283367094']"
30,"['B7', '0.006133243304073824']"
31,"['B8', '0.006808462750393878']"
32,"['B9', '0.004557731262660365']"
33,"['B10', '0.005120414134593743']"
34,"['B11', '0.006470853027233851']"
35,"['B12', '0.005345487283367094']"
36,"['B13', '0.0073711456223272565']"
37,"['B14', '0.004332658113887013']"
38,"['B15', '0.007202340760747243']"
39,"['B16', '0.0']"
40,"['B17', '0.0056830970065271215']"
41,"['B18', '0.007202340760747243']"
42,"['B19', '0.006020706729687148']"
43,"['B20', '0.005514292144947108']"
44,"['B21', '0.007765023632680621']"
45,"['B22', '0.011928876884987621']"
46,"['B23', '0.6968827368894891']"
47,"['B24', '0.5947557956335809']"
48,"['C1', '0.0073711456223272565']"
49,"['C2', '0.007933828494260635']"
50,"['C3', '0.006133243304073824']"
51,"['C4', '0.007990096781453973']"
52,"['C5', '0.008158901643033987']"
53,"['C6', '0.002363268062120189']"
54,"['C7', '0.012379023182534324']"
55,"['C8', '0.008327706504613999']"
56,"['C9', '0.007933828494260635']"
57,"['C10', '0.007990096781453973']"
58,"['C11', '0.007202340760747243']"
59,"['C12', '0.008327706504613999']"
60,"['C13', '0.008327706504613999']"
61,"['C14', '0.007596218771100608']"
62,"['C15', '0.0070898041863605675']"
63,"['C16', '0.007146072473553905']"
64,"['C17', '0.0062457798784605']"
65,"['C18', '0.006358316452847176']"
66,"['C19', '0.008215169930227324']"
67,"['C20', '0.006583389601620527']"
68,"['C21', '0.0073711456223272565']"
69,"['C22', '0.01221021832095431']"
70,"['C23', '0.6433715957686248']"
71,"['C24', '0.6783704704028809']"
72,"['D1', '0.006414584740040513']"
73,"['D2', '0.006076975016880486']"
74,"['D3', '0.008609047940580688']"
75,"['D4', '0.00804636506864731']"
76,"['D5', '0.00883412108935404']"
77,"['D6', '0.007596218771100608']"
78,"['D7', '0.007427413909520594']"
79,"['D8', '0.005514292144947108']"
80,"['D9', '0.006920999324780554']"
81,"['D10', '0.00675219446320054']"
82,"['D11', '0.007146072473553905']"
83,"['D12', '0.006920999324780554']"
84,"['D13', '0.008440243079000676']"
85,"['D14', '0.006020706729687148']"
86,"['D15', '0.006639657888813865']"
87,"['D16', '0.01896241278415485']"
88,"['D17', '0.008215169930227324']"
89,"['D18', '0.005626828719333784']"
90,"['D19', '0.008440243079000676']"
91,"['D20', '0.006920999324780554']"
92,"['D21', '0.0059644384424938105']"
93,"['D22', '0.014179608372721135']"
94,"['D23', '1.0']"
95,"['D24', '0.6231712806662165']"
96,"['E1', '0.007202340760747243']"
97,"['E2', '0.009002925950934054']"
98,"['E3', '0.006695926176007202']"
99,"['E4', '0.008327706504613999']"
100,"['E5', '0.006302048165653837']"
101,"['E6', '0.007483682196713932']"
102,"['E7', '0.007596218771100608']"
103,"['E8', '0.008496511366194013']"
104,"['E9', '0.006920999324780554']"
105,"['E10', '0.007765023632680621']"
106,"['E11', '0.003432365518793608']"
107,"['E12', '0.008327706504613999']"
108,"['E13', '0.007990096781453973']"
109,"['E14', '0.006977267611973891']"
110,"['E15', '0.00753995048390727']"
111,"['E16', '0.008102633355840648']"
112,"['E17', '0.0076524870582939455']"
113,"['E18', '0.006076975016880486']"
114,"['E19', '0.005739365293720459']"
115,"['E20', '0.004839072698627054']"
116,"['E21', '0.0073711456223272565']"
117,"['E22', '0.00990321854602746']"
118,"['E23', '0.6455097906819717']"
119,"['E24', '0.6577200090029259']"
120,"['F1', '0.00675219446320054']"
121,"['F2', '0.008271438217420662']"
122,"['F3', '0.010297096556380824']"
123,"['F4', '0.006527121314427189']"
124,"['F5', '0.010015755120414135']"
125,"['F6', '0.007596218771100608']"
126,"['F7', '0.0076524870582939455']"
127,"['F8', '0.00753995048390727']"
128,"['F9', '0.006695926176007202']"
129,"['F10', '0.005570560432140445']"
130,"['F11', '0.008552779653387351']"
131,"['F12', '0.005739365293720459']"
132,"['F13', '0.00804636506864731']"
133,"['F14', '0.007877560207067296']"
134,"['F15', '0.009284267386900743']"
135,"['F16', '0.006583389601620527']"
136,"['F17', '0.009002925950934054']"
137,"['F18', '0.0054017555705604325']"
138,"['F19', '0.006695926176007202']"
139,"['F20', '0.00725860904794058']"
140,"['F21', '0.005289218996173756']"
141,"['F22', '0.013054242628854377']"
142,"['F23', '0.7504501462975467']"
143,"['F24', '0.6073036236776953']"
144,"['G1', '0.007596218771100608']"
145,"['G2', '0.008215169930227324']"
146,"['G3', '0.006639657888813865']"
147,"['G4', '0.00545802385775377']"
148,"['G5', '0.007033535899167229']"
149,"['G6', '0.0073711456223272565']"
150,"['G7', '0.0031510240828269186']"
151,"['G8', '0.007483682196713932']"
152,"['G9', '0.006920999324780554']"
153,"['G10', '0.007933828494260635']"
154,"['G11', '0.008383974791807337']"
155,"['G12', '0.00675219446320054']"
156,"['G13', '0.008609047940580688']"
157,"['G14', '0.005908170155300473']"
158,"['G15', '0.006358316452847176']"
159,"['G16', '0.0070898041863605675']"
160,"['G17', '0.008665316227774026']"
161,"['G18', '0.006133243304073824']"
162,"['G19', '0.004613999549853702']"
163,"['G20', '0.008665316227774026']"
164,"['G21', '0.007483682196713932']"
165,"['G22', '0.011760072023407607']"
166,"['G23', '0.6227774026558631']"
167,"['G24', '0.6967702003151024']"
168,"['H1', '0.005232950708980419']"
169,"['H2', '0.007708755345487283']"
170,"['H3', '0.007427413909520594']"
171,"['H4', '0.00545802385775377']"
172,"['H5', '0.006864731037587216']"
173,"['H6', '0.0035449020931802838']"
174,"['H7', '0.00804636506864731']"
175,"['H8', '0.007990096781453973']"
176,"['H9', '0.007708755345487283']"
177,"['H10', '0.007427413909520594']"
178,"['H11', '0.006583389601620527']"
179,"['H12', '0.0062457798784605']"
180,"['H13', '0.006133243304073824']"
181,"['H14', '0.006583389601620527']"
182,"['H15', '0.00804636506864731']"
183,"['H16', '0.006133243304073824']"
184,"['H17', '0.006808462750393878']"
185,"['H18', '0.006864731037587216']"
186,"['H19', '0.007708755345487283']"
187,"['H20', '0.005345487283367094']"
188,"['H21', '0.00725860904794058']"
189,"['H22', '0.018681071348188163']"
190,"['H23', '0.9408057618726086']"
191,"['H24', '0.6150123790231825']"
192,"['I1', '0.007427413909520594']"
193,"['I2', '0.010184559981994148']"
194,"['I3', '0.005570560432140445']"
195,"['I4', '0.007427413909520594']"
196,"['I5', '0.007765023632680621']"
197,"['I6', '0.009453072248480757']"
198,"['I7', '0.007427413909520594']"
199,"['I8', '0.009678145397254107']"
200,"['I9', '0.005064145847400405']"
201,"['I10', '0.008327706504613999']"
202,"['I11', '0.009340535674094081']"
203,"['I12', '0.009565608822867432']"
204,"['I13', '0.008158901643033987']"
205,"['I14', '0.005570560432140445']"
206,"['I15', '0.007314877335133919']"
207,"['I16', '0.008609047940580688']"
208,"['I17', '0.005120414134593743']"
209,"['I18', '0.006583389601620527']"
210,"['I19', '0.007033535899167229']"
211,"['I20', '0.008440243079000676']"
212,"['I21', '0.007314877335133919']"
