,0
0,"['A1', '0.0024468699309927694']"
1,"['A2', '0.002831770819014104']"
2,"['A3', '0.0009072663789074314']"
3,"['A4', '0.003849008880213345']"
4,"['A5', '0.003656558436202678']"
5,"['A6', '0.0032991504687542956']"
6,"['A7', '0.003244164627608391']"
7,"['A8', '0.0035740796744838203']"
8,"['A9', '0.0040139664036510595']"
9,"['A10', '0.003601572595056773']"
10,"['A11', '0.003134192945316581']"
11,"['A12', '0.0038215159596403925']"
12,"['A13', '0.002831770819014104']"
13,"['A14', '0.0033816292304731533']"
14,"['A15', '0.0031067000247436286']"
15,"['A16', '0.003766530118494488']"
16,"['A17', '0.0028592637395870564']"
17,"['A18', '0.0031616858658895333']"
18,"['A19', '0.0018695185989607676']"
19,"['A20', '0.002886756660160009']"
20,"['A21', '0.0024468699309927694']"
21,"['A22', '0.0061309212877683995']"
22,"['A23', '0.5521678167871773']"
23,"['A24', '0.4552827646880928']"
24,"['B1', '0.0028592637395870564']"
25,"['B2', '0.0029692354218788662']"
26,"['B3', '0.004041459324224012']"
27,"['B4', '0.003024221263024771']"
28,"['B5', '0.0038215159596403925']"
29,"['B6', '0.0040139664036510595']"
30,"['B7', '0.0038765018007862976']"
31,"['B8', '0.0035740796744838203']"
32,"['B9', '0.003189178786462486']"
33,"['B10', '0.0026393203750034364']"
34,"['B11', '0.0031067000247436286']"
35,"['B12', '0.0020894619635443874']"
36,"['B13', '0.0040139664036510595']"
37,"['B14', '0.0027767849778681988']"
38,"['B15', '0.003601572595056773']"
39,"['B16', '0.003134192945316581']"
40,"['B17', '0.0033541363099002007']"
41,"['B18', '0.002914249580732961']"
42,"['B19', '0.00379402303906744']"
43,"['B20', '0.0029417425013059137']"
44,"['B21', '0.002886756660160009']"
45,"['B22', '0.008000439886729167']"
46,"['B23', '0.6832815549995876']"
47,"['B24', '0.5385313281829929']"
48,"['C1', '0.004151431006515822']"
49,"['C2', '0.0035465867539108678']"
50,"['C3', '0.0035190938333379156']"
51,"['C4', '0.004096445165369917']"
52,"['C5', '0.0035190938333379156']"
53,"['C6', '0.004921232782558491']"
54,"['C7', '0.004041459324224012']"
55,"['C8', '0.0036290655156297254']"
56,"['C9', '0.0035465867539108678']"
57,"['C10', '0.003958980562505155']"
58,"['C11', '0.0']"
59,"['C12', '0.0037115442773485827']"
60,"['C13', '0.0035465867539108678']"
61,"['C14', '0.003244164627608391']"
62,"['C15', '0.003491600912764963']"
63,"['C16', '0.00027492920572952465']"
64,"['C17', '0.0032716575481813435']"
65,"['C18', '0.003849008880213345']"
66,"['C19', '0.003024221263024771']"
67,"['C20', '0.003491600912764963']"
68,"['C21', '0.0028042778984411513']"
69,"['C22', '0.0089077062656366']"
70,"['C23', '0.7363703846259588']"
71,"['C24', '0.6486679679982404']"
72,"['D1', '0.004178923927088775']"
73,"['D2', '0.0028592637395870564']"
74,"['D3', '0.0047837681796937285']"
75,"['D4', '0.0032716575481813435']"
76,"['D5', '0.003189178786462486']"
77,"['D6', '0.003326643389327248']"
78,"['D7', '0.003958980562505155']"
79,"['D8', '0.0029417425013059137']"
80,"['D9', '0.0032991504687542956']"
81,"['D10', '0.00211695488411734']"
82,"['D11', '0.0032716575481813435']"
83,"['D12', '0.002364391169273912']"
84,"['D13', '0.004343881450526489']"
85,"['D14', '0.004206416847661727']"
86,"['D15', '0.0036290655156297254']"
87,"['D16', '0.0029417425013059137']"
88,"['D17', '0.0032166717070354384']"
89,"['D18', '0.0027767849778681988']"
90,"['D19', '0.0036290655156297254']"
91,"['D20', '0.0026943062161493415']"
92,"['D21', '0.003244164627608391']"
93,"['D22', '0.00882522750391774']"
94,"['D23', '0.8631677343084155']"
95,"['D24', '0.6735765540373354']"
96,"['E1', '0.00368405135677563']"
97,"['E2', '0.004206416847661727']"
98,"['E3', '0.0038215159596403925']"
99,"['E4', '0.004343881450526489']"
100,"['E5', '0.003326643389327248']"
101,"['E6', '0.0012921672669287659']"
102,"['E7', '0.004756275259120777']"
103,"['E8', '0.003986473483078107']"
104,"['E9', '0.004068952244796965']"
105,"['E10', '0.003958980562505155']"
106,"['E11', '0.003326643389327248']"
107,"['E12', '0.0038765018007862976']"
108,"['E13', '0.002419377010419817']"
109,"['E14', '0.0034091221510461054']"
110,"['E15', '0.0033816292304731533']"
