,Unnamed: 0,Unnamed,Unnamed: 2,0,Unnamed.37,Unnamed.38,Unnamed: 6,2,0.4,Unnamed.19,Unnamed.20,Unnamed.39,Unnamed: 12,6,2.3,0.3,Unnamed.2,Unnamed.21,Unnamed.40,Unnamed: 19,11,5,1,Unnamed.3,Unnamed.22,Unnamed.41,Unnamed: 26,16,8,2.2,Unnamed.4,Unnamed.23,Unnamed.42,Unnamed: 33,21,11.3,3,Unnamed.5,Unnamed.24,Unnamed.43,Unnamed: 40,26,14,4,Unnamed.6,Unnamed.25,Unnamed.44,Unnamed: 47,31,17,5.2,Unnamed.7,Unnamed.26,Unnamed.45,Unnamed: 54,36,20,6.2,Unnamed.8,Unnamed.27,Unnamed.46,Unnamed: 61,41,23,7,Unnamed.9,Unnamed.28,Unnamed.47,Unnamed: 68,46,26.2,8.2,Unnamed.10,Unnamed.29,Unnamed.48,Unnamed: 75,51,29,9,Unnamed.11,Unnamed.30,Unnamed.49,Unnamed: 82,56,32,10,Unnamed.12,Unnamed.31,Unnamed.50,Unnamed: 89,61,35,11.2,Unnamed.13,Unnamed.32,Unnamed.51,Unnamed: 96,66,38,12,Unnamed.14,Unnamed.33,Unnamed.52,Unnamed: 103,71,41.1,13,Unnamed.15,Unnamed.34,Unnamed.53,Unnamed: 110,76,44,14.2,Unnamed.16,Unnamed.35,Unnamed.54,Unnamed: 117,81,47,15,Unnamed.17,Unnamed.1,Unnamed.18,Unnamed.36,Unnamed.55,Unnamed: 126,88,52,18,1.2,0.2,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19,20.1,21.1,22,23.1,24,25,26.1
33,33,33,33,35,35,E,0.06702412868632708,0.08176943699731903,0.06836461126005362,0.07372654155495978,0.05361930294906166,0.08579088471849866,0.06836461126005362,0.08445040214477212,0.006702412868632708,0.07372654155495978,0.07506702412868632,0.06702412868632708,0.08981233243967829,0.06970509383378017,0.0871313672922252,0.08847184986595175,0.07104557640750671,0.07908847184986595,0.06702412868632708,0.08176943699731903,0.07908847184986595,0.06568364611260054,0.8364611260053619,0.6957104557640751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,34,34,36,36,F,0.0777479892761394,0.06702412868632708,0.08847184986595175,0.06702412868632708,0.0777479892761394,0.08847184986595175,0.07372654155495978,0.08445040214477212,0.07104557640750671,0.08176943699731903,0.07104557640750671,0.0777479892761394,0.08042895442359249,0.06970509383378017,0.08579088471849866,0.0,0.08042895442359249,0.06836461126005362,0.06970509383378017,0.07908847184986595,0.0871313672922252,0.07104557640750671,0.8672922252010724,0.7158176943699732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,35,35,37,37,G,0.07506702412868632,0.05630026809651475,0.06702412868632708,0.049597855227882036,0.07640750670241286,0.06702412868632708,0.0777479892761394,0.0777479892761394,0.07640750670241286,0.07506702412868632,0.07908847184986595,0.06568364611260054,0.07506702412868632,0.058981233243967826,0.06568364611260054,0.07372654155495978,0.057640750670241284,0.08176943699731903,0.05630026809651475,0.06166219839142091,0.07238605898123325,0.064343163538874,0.8284182305630027,0.6729222520107239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,36,36,38,38,H,0.07104557640750671,0.06702412868632708,0.06300268096514745,0.06032171581769437,0.06300268096514745,0.07104557640750671,0.07640750670241286,0.06568364611260054,0.0938337801608579,0.06300268096514745,0.07104557640750671,0.07104557640750671,0.08176943699731903,0.06702412868632708,0.064343163538874,0.054959785522788206,0.06836461126005362,0.06702412868632708,0.05361930294906166,0.07372654155495978,0.06702412868632708,0.064343163538874,0.839142091152815,0.7319034852546917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,37,37,39,39,I,0.054959785522788206,0.06836461126005362,0.058981233243967826,0.1447721179624665,0.07238605898123325,0.07372654155495978,0.057640750670241284,0.05227882037533512,0.058981233243967826,0.06300268096514745,0.07104557640750671,0.06300268096514745,0.06836461126005362,0.07238605898123325,0.05630026809651475,0.049597855227882036,0.05630026809651475,0.05093833780160858,0.06032171581769437,0.05361930294906166,0.05227882037533512,0.06166219839142091,0.8297587131367292,0.7198391420911529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,38,38,40,40,J,0.04155495978552279,0.040214477211796246,0.064343163538874,0.06702412868632708,0.06300268096514745,0.07640750670241286,0.06702412868632708,0.05361930294906166,0.07506702412868632,0.07506702412868632,0.06300268096514745,0.058981233243967826,0.05361930294906166,0.058981233243967826,0.06032171581769437,0.07372654155495978,0.06166219839142091,0.06568364611260054,0.05093833780160858,0.054959785522788206,0.06702412868632708,0.06166219839142091,0.8967828418230563,0.7198391420911529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,39,39,41,41,K,0.064343163538874,0.06568364611260054,0.07908847184986595,0.07104557640750671,0.06568364611260054,0.07506702412868632,0.07104557640750671,0.07372654155495978,0.0777479892761394,0.07104557640750671,0.07506702412868632,0.08042895442359249,0.07372654155495978,0.05630026809651475,0.07640750670241286,0.06166219839142091,0.06300268096514745,0.07506702412868632,0.064343163538874,0.07238605898123325,0.057640750670241284,0.06568364611260054,0.8994638069705094,0.7211796246648794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,40,40,42,42,L,0.0777479892761394,0.06568364611260054,0.064343163538874,0.058981233243967826,0.06970509383378017,0.0777479892761394,0.0777479892761394,0.06166219839142091,0.049597855227882036,0.06702412868632708,0.064343163538874,0.07640750670241286,0.07372654155495978,0.06300268096514745,0.0777479892761394,0.07238605898123325,0.07908847184986595,0.054959785522788206,0.17962466487935658,0.07104557640750671,0.057640750670241284,0.054959785522788206,0.8270777479892761,0.7453083109919572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,41,41,43,43,M,0.06568364611260054,0.058981233243967826,0.07506702412868632,0.08310991957104558,0.07372654155495978,0.07104557640750671,0.054959785522788206,0.06836461126005362,0.06970509383378017,0.0777479892761394,0.08176943699731903,0.06166219839142091,0.08579088471849866,0.06702412868632708,0.06166219839142091,0.064343163538874,0.06166219839142091,0.07238605898123325,0.049597855227882036,0.06836461126005362,0.07104557640750671,0.06836461126005362,0.8592493297587132,0.7828418230563002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,42,42,44,44,N,0.07506702412868632,0.06300268096514745,0.064343163538874,0.08042895442359249,0.08310991957104558,0.07104557640750671,0.07908847184986595,0.0777479892761394,0.07640750670241286,0.08042895442359249,0.058981233243967826,0.06970509383378017,0.07372654155495978,0.06970509383378017,0.07104557640750671,0.09115281501340483,0.06970509383378017,0.06032171581769437,0.05630026809651475,0.07908847184986595,0.0777479892761394,0.064343163538874,0.9611260053619303,0.8404825737265416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,43,43,45,45,O,0.054959785522788206,0.057640750670241284,0.06166219839142091,0.06166219839142091,0.08579088471849866,0.08981233243967829,0.06032171581769437,0.08579088471849866,0.06702412868632708,0.08579088471849866,0.064343163538874,0.07372654155495978,0.06568364611260054,0.08310991957104558,0.08042895442359249,0.08310991957104558,0.07104557640750671,0.06836461126005362,0.06836461126005362,0.08445040214477212,0.07640750670241286,0.06032171581769437,1.0,0.8230563002680965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,44,44,46,46,P,0.057640750670241284,0.054959785522788206,0.05093833780160858,0.06032171581769437,0.07908847184986595,0.07104557640750671,0.06702412868632708,0.07506702412868632,0.07908847184986595,0.06836461126005362,0.064343163538874,0.0777479892761394,0.08176943699731903,0.057640750670241284,0.08310991957104558,0.07908847184986595,0.08042895442359249,0.06300268096514745,0.08042895442359249,0.057640750670241284,0.06702412868632708,0.06300268096514745,0.9302949061662198,0.9798927613941019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,45,45,47,47,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,46,46,48,48,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Formula,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,47,47,50,50,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,48,48,51,51,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,49,49,52,52,2,Jez,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,50,50,54,54,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,51,51,55,55,A,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,52,52,56,56,B,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,53,53,57,57,C,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,54,54,58,58,D,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,55,55,59,59,E,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,56,56,60,60,F,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,57,57,61,61,G,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,58,58,62,62,H,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,59,59,63,63,I,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,60,60,64,64,J,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61,61,65,65,K,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,62,62,66,66,L,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,63,63,67,67,M,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,64,64,68,68,N,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,65,65,69,69,O,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,66,70,70,P,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,67,67,71,71,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,68,68,72,72,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,69,73,73,2,1,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""=""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""H2061396""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",14.01,17.8,17.62,46.6,47.2,18,18.11,1,Jez,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,3/22/2023,3,39,38,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,74,74,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,71,71,75,75,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,72,72,76,76,2,Jez,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,73,73,77,77,Results,for,Jez,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,74,74,78,78,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,75,75,79,79,A,0.00850546780072904,0.019441069258809233,0.024301336573511544,0.009720534629404616,0.015795868772782502,0.019441069258809233,0.01701093560145808,0.01701093560145808,0.007290400972053463,0.02551640340218712,0.001215066828675577,0.019441069258809233,0.012150668286755772,0.014580801944106925,0.01701093560145808,0.02916160388821385,0.027946537059538274,0.014580801944106925,0.015795868772782502,0.006075334143377886,0.00850546780072904,0.001215066828675577,0.6549210206561361,0.7314702308626975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,76,76,80,80,B,0.010935601458080195,0.0,0.014580801944106925,0.026731470230862697,0.015795868772782502,0.014580801944106925,0.019441069258809233,0.018226002430133656,0.030376670716889428,0.015795868772782502,0.027946537059538274,0.02916160388821385,0.013365735115431349,0.032806804374240585,0.013365735115431349,0.013365735115431349,0.02187120291616039,0.024301336573511544,0.010935601458080195,0.013365735115431349,0.02551640340218712,0.013365735115431349,0.6294046172539489,0.6743620899149453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,77,77,81,81,C,0.015795868772782502,0.012150668286755772,0.015795868772782502,0.02187120291616039,0.019441069258809233,0.009720534629404616,0.018226002430133656,0.015795868772782502,0.027946537059538274,0.030376670716889428,0.024301336573511544,0.02916160388821385,0.007290400972053463,0.031591737545565005,0.018226002430133656,0.01701093560145808,0.015795868772782502,0.020656136087484813,0.013365735115431349,0.0036452004860267314,0.015795868772782502,0.009720534629404616,0.7181044957472661,0.6852976913730255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,78,78,82,82,D,0.013365735115431349,0.02551640340218712,0.007290400972053463,0.026731470230862697,0.018226002430133656,0.020656136087484813,0.024301336573511544,0.030376670716889428,0.03645200486026731,0.024301336573511544,0.023086269744835967,0.027946537059538274,0.026731470230862697,0.03402187120291616,0.027946537059538274,0.015795868772782502,0.023086269744835967,0.009720534629404616,0.031591737545565005,0.02916160388821385,0.012150668286755772,0.01701093560145808,0.715674362089915,0.7144592952612394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,79,79,83,83,E,0.015795868772782502,0.032806804374240585,0.019441069258809233,0.0425273390036452,0.041312272174969626,0.05589307411907655,0.04374240583232078,0.03766707168894289,0.026731470230862697,0.03402187120291616,0.04860267314702309,0.027946537059538274,0.04495747266099635,0.012150668286755772,0.0425273390036452,0.02551640340218712,0.03645200486026731,0.038882138517618466,0.027946537059538274,0.023086269744835967,0.02916160388821385,0.02916160388821385,0.8201701093560145,0.8286755771567437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,80,80,84,84,F,0.030376670716889428,0.02551640340218712,0.019441069258809233,0.0425273390036452,0.0425273390036452,0.03645200486026731,0.03766707168894289,0.041312272174969626,0.061968408262454436,0.02916160388821385,0.05710814094775213,0.03523693803159174,0.03645200486026731,0.03645200486026731,0.05224787363304982,0.041312272174969626,0.023086269744835967,0.02916160388821385,0.03402187120291616,0.02551640340218712,0.03645200486026731,0.01701093560145808,0.778857837181045,0.8432563791008505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
