,0
0,"['A1', '0.0079155672823219']"
1,"['A2', '0.006816182937554969']"
2,"['A3', '0.007310905892700088']"
3,"['A4', '0.007063544415127528']"
4,"['A5', '0.0064863676341248904']"
5,"['A6', '0.006706244503078276']"
6,"['A7', '0.007091029023746702']"
7,"['A8', '0.007228452066842568']"
8,"['A9', '0.007530782761653474']"
9,"['A10', '0.005881706244503078']"
10,"['A11', '0.007228452066842568']"
11,"['A12', '0.007420844327176781']"
12,"['A13', '0.006513852242744063']"
13,"['A14', '0.00530452946350044']"
14,"['A15', '0.007200967458223395']"
15,"['A16', '0.007640721196130167']"
16,"['A17', '0.0077231750219876865']"
17,"['A18', '0.007200967458223395']"
18,"['A19', '0.005359498680738786']"
19,"['A20', '0.007173482849604221']"
20,"['A21', '0.006761213720316623']"
21,"['A22', '0.008877528583992964']"
22,"['A23', '0.31549582233948986']"
23,"['A24', '0.342952946350044']"
24,"['B1', '0.006513852242744063']"
25,"['B2', '0.006761213720316623']"
26,"['B3', '0.006513852242744063']"
27,"['B4', '0.0056343447669305186']"
28,"['B5', '0.007118513632365875']"
29,"['B6', '0.006376429199648197']"
30,"['B7', '0.0069536059806508356']"
31,"['B8', '0.00665127528583993']"
32,"['B9', '0.0066787598944591025']"
33,"['B10', '0.006184036939313984']"
34,"['B11', '0.005661829375549692']"
35,"['B12', '0.007063544415127528']"
36,"['B13', '0.006926121372031662']"
37,"['B14', '0.00522207563764292']"
38,"['B15', '0.006239006156552331']"
39,"['B16', '0.0051671064204045734']"
40,"['B17', '0.007860598065083553']"
41,"['B18', '0.006046613896218118']"
42,"['B19', '0.006706244503078276']"
43,"['B20', '0.0062939753737906775']"
44,"['B21', '0.006981090589270009']"
45,"['B22', '0.009647097625329816']"
46,"['B23', '0.4630881706244503']"
47,"['B24', '0.3413588390501319']"
48,"['C1', '0.007695690413368514']"
49,"['C2', '0.008657651715039578']"
50,"['C3', '0.006184036939313984']"
51,"['C4', '0.005909190853122252']"
52,"['C5', '0.006458883025505717']"
53,"['C6', '0.007503298153034301']"
54,"['C7', '0.006843667546174143']"
55,"['C8', '0.007475813544415127']"
56,"['C9', '0.0064863676341248904']"
57,"['C10', '0.00656882145998241']"
58,"['C11', '0.005661829375549692']"
59,"['C12', '0.00673372911169745']"
60,"['C13', '0.00640391380826737']"
61,"['C14', '0.006981090589270009']"
62,"['C15', '0.006184036939313984']"
63,"['C16', '0.006458883025505717']"
64,"['C17', '0.006184036939313984']"
65,"['C18', '0.006239006156552331']"
66,"['C19', '0.005771767810026385']"
67,"['C20', '0.006816182937554969']"
68,"['C21', '0.006898636763412489']"
69,"['C22', '0.010004397537379068']"
70,"['C23', '0.33281112576956906']"
71,"['C24', '0.3912708883025506']"
72,"['D1', '0.007420844327176781']"
73,"['D2', '0.005606860158311346']"
74,"['D3', '0.005661829375549692']"
75,"['D4', '0.005909190853122252']"
76,"['D5', '0.007283421284080915']"
77,"['D6', '0.006541336851363237']"
78,"['D7', '0.007448328935795954']"
79,"['D8', '0.006211521547933157']"
80,"['D9', '0.0068711521547933155']"
81,"['D10', '0.005854221635883905']"
82,"['D11', '0.006898636763412489']"
83,"['D12', '0.00656882145998241']"
84,"['D13', '0.006623790677220756']"
85,"['D14', '0.006376429199648197']"
86,"['D15', '0.006431398416886543']"
87,"['D16', '0.005771767810026385']"
88,"['D17', '0.006129067722075637']"
89,"['D18', '0.005991644678979772']"
90,"['D19', '0.007118513632365875']"
91,"['D20', '0.005689313984168866']"
92,"['D21', '0.00775065963060686']"
93,"['D22', '0.009866974494283202']"
94,"['D23', '0.3823658751099384']"
95,"['D24', '0.3529023746701847']"
96,"['E1', '0.007310905892700088']"
97,"['E2', '0.007943051890941072']"
98,"['E3', '0.0068711521547933155']"
99,"['E4', '0.006596306068601583']"
100,"['E5', '0.006761213720316623']"
101,"['E6', '0.007091029023746702']"
