,0
0,"['A1', '0.0011416101754846792']"
1,"['A2', '0.0010708909610741238']"
2,"['A3', '0.0011567642928583695']"
3,"['A4', '0.001384076053463726']"
4,"['A5', '0.007647777901255771']"
5,"['A6', '1.0']"
6,"['A7', '0.006869866542739663']"
7,"['A8', '0.0012173807623531313']"
8,"['A9', '0.001202226644979441']"
9,"['A10', '0.001358819191174242']"
10,"['A11', '0.0012123293898952346']"
11,"['A12', '0.001010274491579362']"
12,"['A13', '0.0012476889971005122']"
13,"['A14', '0.0011416101754846792']"
14,"['A15', '0.0011870725276057505']"
15,"['A16', '0.0010860450784478143']"
16,"['A17', '0.0012123293898952346']"
17,"['A18', '0.001277997231847893']"
18,"['A19', '0.001010274491579362']"
19,"['A20', '0.0011011991958215046']"
20,"['A21', '0.0015810795793217017']"
21,"['A22', '0.0015356172272006305']"
22,"['A23', '0.042315347079801585']"
23,"['A24', '0.042345655314548966']"
24,"['B1', '0.0012678944869320996']"
25,"['B2', '0.0010809937059899175']"
26,"['B3', '0.001277997231847893']"
27,"['B4', '0.0011870725276057505']"
28,"['B5', '0.0009698635119161877']"
29,"['B6', '0.006213188123213077']"
30,"['B7', '0.001439641150500591']"
31,"['B8', '0.0013184082115110676']"
32,"['B9', '0.0013891274259216228']"
33,"['B10', '0.001065839588616227']"
34,"['B11', '0.0012830486043057898']"
35,"['B12', '0.0011365588030267824']"
36,"['B13', '0.0012678944869320996']"
37,"['B14', '0.0011618156653162663']"
38,"['B15', '0.001277997231847893']"
39,"['B16', '0.0011769697826899568']"
40,"['B17', '0.0012325348797268217']"
41,"['B18', '0.00117191841023206']"
42,"['B19', '0.0012628431144742027']"
43,"['B20', '0.0011971752725215442']"
44,"['B21', '0.0012426376246426154']"
45,"['B22', '0.0015305658547427336']"
46,"['B23', '0.0459371811321136']"
47,"['B24', '0.04250729923320166']"
48,"['C1', '0.0011618156653162663']"
49,"['C2', '0.0011769697826899568']"
50,"['C3', '0.0013032540941373771']"
51,"['C4', '0.001252740369558409']"
52,"['C5', '0.001227483507268925']"
53,"['C6', '0.001414384288211107']"
54,"['C7', '0.0012729458593899962']"
55,"['C8', '0.0011264560581109887']"
56,"['C9', '0.0012426376246426154']"
57,"['C10', '0.0013689219360900357']"
58,"['C11', '0.001328510956426861']"
59,"['C12', '0.0011921239000636473']"
60,"['C13', '0.0011668670377741632']"
61,"['C14', '0.0012426376246426154']"
62,"['C15', '0.0013184082115110676']"
63,"['C16', '0.0016871584009375347']"
64,"['C17', '0.0012072780174373378']"
65,"['C18', '0.0012375862521847186']"
66,"['C19', '0.0012476889971005122']"
67,"['C20', '0.0012426376246426154']"
68,"['C21', '0.0012628431144742027']"
69,"['C22', '0.0015810795793217017']"
70,"['C23', '0.04630593132154006']"
71,"['C24', '0.04700807209318772']"
72,"['D1', '0.0012325348797268217']"
73,"['D2', '0.0012375862521847186']"
74,"['D3', '0.0013234595839689645']"
75,"['D4', '0.0011618156653162663']"
76,"['D5', '0.0014345897780426943']"
77,"['D6', '0.001222432134811028']"
78,"['D7', '0.0012072780174373378']"
79,"['D8', '0.0011769697826899568']"
80,"['D9', '0.0012982027216794803']"
81,"['D10', '0.0011870725276057505']"
82,"['D11', '0.0013739733085479326']"
83,"['D12', '0.0012325348797268217']"
84,"['D13', '0.0012931513492215835']"
85,"['D14', '0.001308305466595274']"
86,"['D15', '0.0013537678187163452']"
87,"['D16', '0.0012072780174373378']"
88,"['D17', '0.0012628431144742027']"
89,"['D18', '0.0013234595839689645']"
90,"['D19', '0.0011971752725215442']"
91,"['D20', '0.0013234595839689645']"
92,"['D21', '0.0012678944869320996']"
93,"['D22', '0.0017124152632270189']"
94,"['D23', '0.04855379206530414']"
95,"['D24', '0.04664437327621915']"
96,"['E1', '0.0011365588030267824']"
97,"['E2', '0.001257791742016306']"
98,"['E3', '0.0011113019407372983']"
99,"['E4', '0.001328510956426861']"
100,"['E5', '0.0012729458593899962']"
101,"['E6', '0.0013992301708374165']"
102,"['E7', '0.0012426376246426154']"
103,"['E8', '0.0012931513492215835']"
104,"['E9', '0.0011567642928583695']"
105,"['E10', '0.0013891274259216228']"
106,"['E11', '0.0013032540941373771']"
107,"['E12', '0.001328510956426861']"
108,"['E13', '0.0012729458593899962']"
109,"['E14', '0.001227483507268925']"
110,"['E15', '0.0012375862521847186']"
111,"['E16', '0.0013638705636321389']"
112,"['E17', '0.0012072780174373378']"
