,0
0,"['A1', '0.0015189593747410865']"
1,"['A2', '0.0022232041757574085']"
2,"['A3', '0.002002264630340523']"
3,"['A4', '0.0016984727553923057']"
4,"['A5', '0.0019056035792206357']"
5,"['A6', '0.0018917948576320804']"
6,"['A7', '0.0017813250849236378']"
7,"['A8', '0.001629429147449529']"
8,"['A9', '0.002292247783700185']"
9,"['A10', '0.0018089425281007485']"
10,"['A11', '0.0014775332099754206']"
11,"['A12', '0.002789361760888177']"
12,"['A13', '0.0017951338065121932']"
13,"['A14', '0.0017813250849236378']"
14,"['A15', '0.001919412300809191']"
15,"['A16', '0.001712281476980861']"
16,"['A17', '0.0015327680963296419']"
17,"['A18', '0.0017951338065121932']"
18,"['A19', '0.0016156204258609738']"
19,"['A20', '0.0017675163633350825']"
20,"['A21', '0.0008285232953133199']"
21,"['A22', '0.0041288077549780445']"
22,"['A23', '0.27932282029329725']"
23,"['A24', '0.29057692838796984']"
24,"['B1', '0.0022370128973459636']"
25,"['B2', '0.001877986136043525']"
26,"['B3', '0.0018503686928664144']"
27,"['B4', '0.0008147145737247645']"
28,"['B5', '0.0016432378690380844']"
29,"['B6', '0.0016018117042724185']"
30,"['B7', '0.0019332210223977464']"
31,"['B8', '0.001670855312215195']"
32,"['B9', '0.0021541605678146317']"
33,"['B10', '0.0021541605678146317']"
34,"['B11', '0.0022646303405230743']"
35,"['B12', '0.002582230937059847']"
36,"['B13', '0.003051727471070728']"
37,"['B14', '0.0016432378690380844']"
38,"['B15', '0.0017951338065121932']"
39,"['B16', '0.0013670634372669778']"
40,"['B17', '0.00248556988593996']"
41,"['B18', '0.0017537076417465272']"
42,"['B19', '0.0021541605678146317']"
43,"['B20', '0.001629429147449529']"
44,"['B21', '0.0019056035792206357']"
45,"['B22', '0.0038802507663840483']"
46,"['B23', '0.2131514264409401']"
47,"['B24', '0.18911044215526526']"
48,"['C1', '0.0018641774144549698']"
49,"['C2', '0.0020989256814604104']"
50,"['C3', '0.0021679692894031872']"
51,"['C4', '0.001491341931563976']"
52,"['C5', '0.002292247783700185']"
53,"['C6', '0.0019332210223977464']"
54,"['C7', '0.0012980198293242012']"
55,"['C8', '0.0015051506531525312']"
56,"['C9', '0.0015327680963296419']"
57,"['C10', '0.0017398989201579719']"
58,"['C11', '0.0016018117042724185']"
59,"['C12', '0.0009389930680217625']"
60,"['C13', '0.0028031704824767324']"
61,"['C14', '0.002499378607528515']"
62,"['C15', '0.0018089425281007485']"
63,"['C16', '0.002250821618934519']"
64,"['C17', '0.0020989256814604104']"
65,"['C18', '0.001629429147449529']"
66,"['C19', '0.0018227512496893038']"
67,"['C20', '0.0018089425281007485']"
68,"['C21', '0.0007870971305476539']"
69,"['C22', '0.0037697809936756057']"
70,"['C23', '0.20964401115744705']"
71,"['C24', '0.2065370488000221']"
72,"['D1', '0.0020574995166947442']"
73,"['D2', '0.0014361070452097544']"
74,"['D3', '0.0017951338065121932']"
75,"['D4', '0.0015465768179181972']"
76,"['D5', '0.0016846640338037504']"
77,"['D6', '0.0012980198293242012']"
78,"['D7', '0.002250821618934519']"
79,"['D8', '0.0009113756248446519']"
80,"['D9', '0.002250821618934519']"
81,"['D10', '0.001629429147449529']"
82,"['D11', '0.0017398989201579719']"
83,"['D12', '0.0012980198293242012']"
84,"['D13', '0.0015741942610953078']"
85,"['D14', '0.0006766273578392112']"
86,"['D15', '0.0019470297439863017']"
87,"['D16', '0.0013118285509127565']"
88,"['D17', '0.0016570465906266397']"
89,"['D18', '0.0015327680963296419']"
90,"['D19', '0.0019056035792206357']"
91,"['D20', '0.0013808721588555331']"
92,"['D21', '0.0017813250849236378']"
93,"['D22', '0.002195586732580298']"
94,"['D23', '0.2006959595680632']"
95,"['D24', '0.19761661465381536']"
96,"['E1', '0.001877986136043525']"
97,"['E2', '0.0021541605678146317']"
98,"['E3', '0.0015603855395067525']"
99,"['E4', '0.0017260901985694163']"
100,"['E5', '0.0015603855395067525']"
101,"['E6', '0.0015327680963296419']"
102,"['E7', '0.0027203181529454005']"
103,"['E8', '0.0021817780109917423']"
104,"['E9', '0.0013256372725013118']"
105,"['E10', '0.001960838465574857']"
106,"['E11', '0.001712281476980861']"
107,"['E12', '0.0022370128973459636']"
108,"['E13', '0.001988455908751968']"
109,"['E14', '0.0017951338065121932']"
110,"['E15', '0.0018227512496893038']"
111,"['E16', '0.0018503686928664144']"
112,"['E17', '0.0021403518462260766']"
113,"['E18', '0.004032146703858157']"
114,"['E19', '0.0017260901985694163']"
115,"['E20', '0.0019470297439863017']"
116,"['E21', '0.0013808721588555331']"
117,"['E22', '0.0033555193460189457']"
118,"['E23', '0.19717473556298157']"
119,"['E24', '0.20762793780551797']"
120,"['F1', '0.0019470297439863017']"
121,"['F2', '0.001201358778204314']"
122,"['F3', '0.001670855312215195']"
123,"['F4', '0.0016846640338037504']"
124,"['F5', '0.001670855312215195']"
125,"['F6', '0.0013256372725013118']"
126,"['F7', '0.002002264630340523']"
127,"['F8', '0.0018227512496893038']"
128,"['F9', '0.0023060565052887404']"
129,"['F10', '0.0015051506531525312']"
130,"['F11', '0.0017951338065121932']"
131,"['F12', '0.0013532547156784225']"
132,"['F13', '0.002209395454168853']"
133,"['F14', '0.0001795133806512193']"
134,"['F15', '0.0015741942610953078']"
135,"['F16', '0.0018503686928664144']"
136,"['F17', '0.0015603855395067525']"
137,"['F18', '0.001422298323621199']"
138,"['F19', '0.0022646303405230743']"
139,"['F20', '0.001712281476980861']"
140,"['F21', '0.0018503686928664144']"
141,"['F22', '0.0034797978403159438']"
142,"['F23', '0.20602612610124554']"
143,"['F24', '0.19688475240962192']"
144,"['G1', '0.0015189593747410865']"
145,"['G2', '0.0016432378690380844']"
146,"['G3', '0.0014775332099754206']"
147,"['G4', '0.0018365599712778591']"
148,"['G5', '0.001712281476980861']"
149,"['G6', '0.0020160733519290785']"
150,"['G7', '0.002085116959871855']"
151,"['G8', '0.0020298820735176336']"
152,"['G9', '0.002085116959871855']"
153,"['G10', '0.001960838465574857']"
154,"['G11', '0.0013532547156784225']"
155,"['G12', '0.0016570465906266397']"
