index,z-score
A1,-0.23961214854008508
A2,-0.2047645492534979
A3,-0.2128063029350181
A4,-0.18063928820893757
A5,-0.18868104189045765
A6,-0.22352864117704482
A7,-0.21548688749552475
A8,-0.14043051980133697
A9,-0.1725975345274174
A10,-0.13506935068032355
A11,-0.17795870364843083
A12,-0.14043051980133697
A13,-0.15651402716437715
A14,-0.14043051980133697
A15,-0.23693156397957843
A16,-0.21548688749552475
A17,-0.19672279557197783
A18,-0.17795870364843083
A19,-0.23961214854008508
A20,-0.2181674720560314
A21,-0.231570394858565
A22,-0.19672279557197783
A23,-0.8534660128961211
A24,5.1724880791229575
B1,-0.0868188285912028
B2,-0.08949941315170946
B3,-0.08413824403069604
B4,-0.12434701243829673
B5,-0.030526552820561867
B6,-0.08413824403069604
B7,0.02040455382906547
B8,-0.014443045457521701
B9,0.060613322236666156
B10,-0.07341590578866922
B11,-0.02248479913904187
B12,-0.06805473666765588
B13,-0.0868188285912028
B14,-0.1538334426038705
B15,-0.1270275969988034
B16,-0.16187519628539057
B17,-0.16187519628539057
B18,-0.22888981029805824
B19,-0.2181674720560314
B20,-0.2181674720560314
B21,-0.2583762404636321
B22,-0.36559962288390035
B23,-0.8454242592146011
B24,3.178133166105967
C1,-0.22084805661653817
C2,-0.22084805661653817
C3,-0.28518208606869916
C4,-0.231570394858565
C5,-0.1913616264509644
C6,-0.13774993524083023
C7,-0.10826350507525648
C8,-0.09486058227272288
C9,-0.0868188285912028
C10,-0.08949941315170946
C11,-0.1002217513937363
C12,-0.13774993524083023
C13,-0.12166642787778997
C14,-0.13506935068032355
C15,-0.19672279557197783
C16,-0.26373740958464553
C17,-0.2128063029350181
C18,-0.19672279557197783
C19,-0.2583762404636321
C20,-0.1913616264509644
C21,-0.24765390222160527
C22,-0.19672279557197783
C23,-0.8615077665776413
C24,4.781122733288978
D1,-0.23425097941907166
D2,-0.18063928820893757
D3,-0.13238876611981681
D4,-0.10826350507525648
D5,-0.060012982986135714
D6,-0.08413824403069604
D7,-0.32002968535528636
D8,-0.07609649034917597
D9,0.017723969268558806
D10,-0.14311110436184366
D11,-0.09217999771221622
D12,-0.12434701243829673
D13,-0.14847227348285708
D14,-0.167236365406404
D15,-0.13238876611981681
D16,-0.14043051980133697
D17,-0.10558292051474973
D18,-0.2181674720560314
D19,-0.16187519628539057
D20,-0.22084805661653817
D21,-0.2825015015081924
D22,-0.3039461779922461
D23,-0.8427436746540943
D24,4.049323148270647
E1,-0.18331987276944425
E2,-0.21012571837451133
E3,-0.21012571837451133
E4,-0.18868104189045765
E5,-0.22352864117704482
E6,-0.2530150713426187
E7,-0.12166642787778997
E8,-0.12166642787778997
E9,-0.13774993524083023
E10,-0.1725975345274174
E11,-0.12166642787778997
E12,-0.13506935068032355
E13,-0.13774993524083023
E14,-0.18331987276944425
E15,-0.15919461172488392
E16,-0.0868188285912028
E17,-0.32271026991579305
E18,-0.33879377727883325
E19,-0.2449733176610985
E20,-0.29590442431072594
E21,-0.1725975345274174
E22,-0.2449733176610985
E23,-0.8266601672910541
E24,5.151043402638903
