index,z-score
A1,-0.23846486668059455
A2,-0.16392518446733234
A3,-0.26828073956589943
A4,-0.17286994633292385
A5,-0.1430540734476189
A6,-0.09236708954260066
A7,0.009006878267435976
A8,-0.09236708954260066
A9,-0.18777788277557625
A10,-0.16690677175586288
A11,-0.23250169210353358
A12,-0.14007248615908846
A13,-0.28617026329708234
A14,-0.235483279392064
A15,-0.23846486668059455
A16,-0.13709089887055792
A17,-0.2503912158347165
A18,-0.1997042319296982
A19,-0.23846486668059455
A20,-0.21163058108382013
A21,-0.2175937556608811
A22,-0.14007248615908846
A23,-0.9421194667737898
A24,4.836196698398297
B1,-0.1430540734476189
B2,-0.14901724802467986
B3,-0.14901724802467986
B4,-0.14901724802467986
B5,-0.10727502598525314
B6,-0.26231756498883846
B7,-0.04168010563758234
B8,-0.16392518446733234
B9,-0.05360645479170429
B10,-0.1430540734476189
B11,-0.11323820056231403
B12,-0.15498042260174083
B13,-0.10131185140819207
B14,-0.1609435971788019
B15,-0.14007248615908846
B16,-0.1997042319296982
B17,-0.11621978785084455
B18,-0.17585153362145428
B19,-0.18777788277557625
B20,-0.21461216837235067
B21,-0.1698883590443933
B22,-0.2742439141429604
B23,-0.9242299430426067
B24,2.933944008315845
C1,-0.18777788277557625
C2,-0.21163058108382013
C3,-0.2265385175264726
C4,-0.1519988353132104
C5,-0.17585153362145428
C6,-0.11025661327378349
C7,-0.16392518446733234
C8,-0.15796200989027137
C9,-0.19672264464116773
C10,-0.09833026411966155
C11,-0.17286994633292385
C12,-0.1609435971788019
C13,-0.25933597770030803
C14,-0.1698883590443933
C15,-0.25337280312324706
C16,-0.1609435971788019
C17,-0.19075947006410676
C18,-0.241446453969125
C19,-0.27126232685442997
C20,-0.19374105735263722
C21,-0.30405978702826525
C22,-0.241446453969125
C23,-0.9391378794852593
C24,4.860049396706541
D1,-0.2563543904117775
D2,-0.20566740650675916
D3,-0.13410931158202746
D4,-0.13410931158202746
D5,-0.08938550225407013
D6,-0.17883312090998482
D7,-0.14603566073614943
D8,-0.1281461370049665
D9,-0.11621978785084455
D10,-0.16392518446733234
D11,-0.10131185140819207
D12,-0.24740962854618606
D13,-0.2026858192182287
D14,-0.21461216837235067
D15,-0.1847962954870458
D16,-0.1997042319296982
D17,-0.2265385175264726
D18,-0.2175937556608811
D19,-0.25337280312324706
D20,-0.08044074038847872
D21,-0.17286994633292385
D22,-0.28617026329708234
D23,-0.9033588320228934
D24,3.873144004202949
E1,-0.11323820056231403
E2,-0.07447756581141765
E3,-0.1430540734476189
E4,-0.06851439123435676
E5,-0.17585153362145428
E6,-0.11621978785084455
E7,-0.15796200989027137
E8,-0.11323820056231403
E9,-0.029753756483460396
E10,-0.10429343869672261
E11,-0.21461216837235067
E12,-0.1519988353132104
E13,-0.2503912158347165
E14,-0.1997042319296982
E15,-0.29511502516267385
E16,-0.1519988353132104
E17,-0.014845820040807919
E18,-0.10429343869672261
E19,-0.011864232752277387
E20,-0.2086489937952897
E21,-0.27722550143149094
E22,-0.22952010481500304
E23,-0.9451010540623203
E24,5.080686856057797
F1,-0.08342232767700924
F2,-0.12218296242790544
F3,-0.1698883590443933
F4,-0.1847962954870458
F5,-0.06255121665729571
F6,-0.10429343869672261
F7,-0.0864039149655396
F8,-0.13112772429349703
F9,-0.08938550225407013
F10,-0.10429343869672261
F11,-0.08342232767700924
F12,-0.09833026411966155
F13,-0.12218296242790544
F14,-0.17286994633292385
F15,-0.12516454971643598
F16,-0.22952010481500304
F17,-0.10131185140819207
F18,-0.19374105735263722
F19,-0.11025661327378349
F20,0.23262592490722261
F21,-0.235483279392064
F22,-0.29511502516267385
F23,-0.894414070157302
F24,3.9774995593015157
G1,-0.13410931158202746
G2,-0.16690677175586288
G3,-0.15498042260174083
G4,0.09249132234628961
G5,-0.1698883590443933
G6,-0.10727502598525314
G7,-0.14007248615908846
G8,0.009006878267435976
G9,-0.07745915309994818
G10,-0.11323820056231403
G11,-0.023790581906399332
G12,-0.08044074038847872
G13,-0.1609435971788019
G14,-0.06553280394582624
G15,-0.1997042319296982
G16,-0.10131185140819207
G17,-0.10727502598525314
G18,-0.10727502598525314
G19,-0.16392518446733234
G20,-0.12218296242790544
G21,-0.235483279392064
G22,-0.1997042319296982
G23,-0.9480826413508506
G24,5.59053828239651
H1,-0.13709089887055792
H2,-0.18777788277557625
H3,-0.1609435971788019
H4,-0.11621978785084455
H5,-0.07447756581141765
H6,-0.13410931158202746
H7,-0.20566740650675916
H8,-0.13709089887055792
H9,-0.1281461370049665
H10,-0.13410931158202746
H11,-0.07447756581141765
H12,-0.22952010481500304
H13,-0.13410931158202746
H14,-0.08044074038847872
H15,-0.0864039149655396
H16,-0.11025661327378349
H17,-0.03571693106052128
H18,-0.10131185140819207
H19,-0.08342232767700924
H20,-0.21163058108382013
H21,-0.24442804125765552
H22,-0.2563543904117775
H23,-0.9003772447343629
H24,4.0102970194753516
I1,-0.17883312090998482
I2,-0.18777788277557625
I3,-0.22952010481500304
I4,-0.07745915309994818
I5,-0.13410931158202746
I6,0.029877989287149336
I7,-0.09833026411966155
I8,-0.008882645463747035
I9,0.026896401998618986
I10,0.059693862172454294
I11,-0.19374105735263722
I12,-0.03273534377199093
I13,-0.0864039149655396
I14,-0.12218296242790544
I15,-0.11025661327378349
I16,0.029877989287149336
I17,-0.029753756483460396
I18,0.05074910030686288
I19,-0.10131185140819207
I20,-0.05956962936876517
I21,-0.13112772429349703
I22,-0.21461216837235067
I23,-0.9301931176196678
I24,4.985276062824822
J1,-0.1430540734476189
J2,-0.21461216837235067
J3,-0.1430540734476189
J4,-0.1609435971788019
J5,-0.16690677175586288
J6,-0.1430540734476189
J7,-0.14901724802467986
J8,-0.09833026411966155
J9,0.5218398918946798
J10,-0.1430540734476189
J11,-0.08342232767700924
J12,-0.15796200989027137
J13,-0.15796200989027137
J14,-0.16392518446733234
J15,-0.14603566073614943
J16,-0.1698883590443933
J17,-0.12218296242790544
J18,-0.2503912158347165
J19,-0.08044074038847872
J20,-0.16392518446733234
J21,-0.0864039149655396
J22,-0.235483279392064
J23,-0.9451010540623203
J24,4.24882400255779
K1,-0.21461216837235067
K2,-0.1281461370049665
K3,-0.2175937556608811
K4,-0.1519988353132104
K5,-0.17286994633292385
K6,-0.08044074038847872
K7,-0.16690677175586288
K8,-0.06851439123435676
K9,-0.04168010563758234
K10,-0.03571693106052128
K11,-0.1430540734476189
K12,-0.06553280394582624
K13,0.014970052844496857
K14,-0.15796200989027137
K15,0.06267544946098483
K16,-0.03273534377199093
K17,-0.1847962954870458
K18,-0.020808994617868982
K19,-0.25337280312324706
K20,-0.1847962954870458
K21,-0.25337280312324706
K22,-0.17585153362145428
K23,-0.9421194667737898
K24,5.2864163789664005
L1,-0.19374105735263722
L2,-0.26231756498883846
L3,-0.241446453969125
L4,-0.4233232785694848
L5,-0.21461216837235067
L6,-0.22952010481500304
L7,-0.22952010481500304
L8,-0.2503912158347165
L9,-0.13709089887055792
L10,-0.23250169210353358
L11,-0.19374105735263722
L12,-0.1997042319296982
L13,-0.13709089887055792
L14,-0.235483279392064
L15,-0.16690677175586288
L16,-0.2175937556608811
L17,-0.16690677175586288
L18,-0.2086489937952897
L19,-0.13709089887055792
L20,-0.3487835963562226
L21,-0.21163058108382013
L22,-0.2831886760085519
L23,-0.9421194667737898
L24,4.4992773347943515
M1,-0.2831886760085519
M2,-0.19075947006410676
M3,-0.2503912158347165
M4,-0.19374105735263722
M5,-0.27126232685442997
M6,-0.19075947006410676
M7,-0.2086489937952897
M8,-0.12516454971643598
M9,-0.17883312090998482
M10,-0.14901724802467986
M11,-0.1997042319296982
M12,-0.08342232767700924
M13,-0.11025661327378349
M14,-0.0714959785228873
M15,-0.1430540734476189
M16,-0.12218296242790544
M17,-0.1430540734476189
M18,-0.15796200989027137
M19,-0.3338756599135702
M20,-0.1997042319296982
M21,-0.241446453969125
M22,-0.17585153362145428
M23,-0.9540458159279117
M24,5.507053838317657
N1,-0.22355693023794207
N2,-0.27722550143149094
N3,-0.235483279392064
N4,-0.241446453969125
N5,-0.30405978702826525
N6,-0.265299152277369
N7,-0.17883312090998482
N8,-0.2503912158347165
N9,-0.1698883590443933
N10,-0.21461216837235067
N11,-0.24740962854618606
N12,-0.3249308980479787
N13,-0.235483279392064
N14,-0.2563543904117775
N15,-0.24442804125765552
N16,-0.23846486668059455
N17,-0.22952010481500304
N18,-0.25337280312324706
N19,-0.13410931158202746
N20,-0.33685724720210064
N21,-0.17286994633292385
N22,-0.25337280312324706
N23,-0.9421194667737898
N24,4.36808749409901
O1,-0.33089407262503967
O2,-0.25337280312324706
O3,-0.265299152277369
O4,-0.22057534294941164
O5,-0.22355693023794207
O6,-0.1698883590443933
O7,-0.22355693023794207
