index,z-score
A1,-0.2871771857636726
A2,-0.16946627051310978
A3,-0.29672131402723184
A4,-0.20128003139164036
A5,-0.2076427835673465
A6,-0.22991241618231784
A7,-0.16946627051310978
A8,-0.11856425310746097
A9,-0.18855452704022804
A10,-0.2649075531487013
A11,-0.21082415965519938
A12,-0.27127030532440743
A13,-0.1662848944252567
A14,-0.13447113354672632
A15,-0.15674076616169766
A16,-0.11538287701960807
A17,-0.2076427835673465
A18,-0.10583874875604884
A19,-0.21718691183090552
A20,-0.16310351833740364
A21,-0.2235496640066117
A22,-0.19809865530378726
A23,-1.142967353396143
A24,5.420211515844699
B1,-0.17264764660096285
B2,-0.2076427835673465
B3,-0.16946627051310978
B4,-0.1662848944252567
B5,-0.08038774005322444
B6,-0.22036828791875862
B7,-0.07084361178966521
B8,-0.3667115879599989
B9,-0.20446140747949343
B10,-0.08675049222893058
B11,0.16775959479931335
B12,-0.12174562919531404
B13,-0.058118107438253096
B14,-0.18537315095237517
B15,0.02459767084592611
B16,-0.1535593900738446
B17,-0.12492700528316711
B18,-0.12174562919531404
B19,0.12640170565722375
B20,-0.3253536988179093
B21,-0.10583874875604884
B22,-0.21400553574305245
B23,-1.1588742338354083
B24,4.208107226372686
C1,-0.2490006727094361
C2,-0.1535593900738446
C3,-0.21082415965519938
C4,-0.19809865530378726
C5,-0.19809865530378726
C6,-0.07720636396537135
C7,-0.179010398776669
C8,-0.03902985091113483
C9,-0.19809865530378726
C10,-0.05493673135040002
C11,-0.07402498787751828
C12,-0.07720636396537135
C13,-0.08675049222893058
C14,-0.048573979174693874
C15,-0.16310351833740364
C16,-0.06448085961395925
C17,-0.10902012484390192
C18,-0.10902012484390192
C19,-0.18855452704022804
C20,-0.12810838137102018
C21,-0.19491727921593419
C22,-0.179010398776669
C23,-1.1620556099232613
C24,4.755303913483411
D1,-0.23945654444587688
D2,-0.19809865530378726
D3,-0.33807920316932144
D4,-0.2235496640066117
D5,-0.1662848944252567
D6,-0.19173590312808111
D7,0.04686730346089763
D8,-0.12174562919531404
D9,-0.013578842208310418
D10,-0.19809865530378726
D11,-0.12174562919531404
D12,-0.13128975745887325
D13,-0.058118107438253096
D14,-0.20446140747949343
D15,-0.08038774005322444
D16,-0.13128975745887325
D17,-0.09311324440463654
D18,-0.19491727921593419
D19,-0.07720636396537135
D20,-0.19491727921593419
D21,-0.09629462049248962
D22,-0.19809865530378726
D23,-1.1556928577475551
D24,4.026768789365063
E1,-0.20128003139164036
E2,-0.1821917748645221
E3,-0.17582902268881592
E4,-0.10583874875604884
E5,-0.14401526181028537
E6,-0.12174562919531404
E7,-0.12174562919531404
E8,-0.10902012484390192
E9,-0.1376525096345794
E10,-0.08675049222893058
E11,-0.29672131402723184
E12,0.19957335567784393
E13,-0.11220150093175499
E14,-0.07084361178966521
E15,-0.13128975745887325
E16,-0.10265737266819577
E17,-0.042211226998987904
E18,0.027779046933779184
E19,-0.18855452704022804
E20,-0.08038774005322444
E21,0.07231831216372187
E22,-0.1535593900738446
E23,-1.1652369860111145
E24,4.873014828733973
F1,-0.15037801398599152
F2,-0.24263792053372996
F3,-0.08675049222893058
F4,-0.17264764660096285
F5,-0.08356911614107751
F6,-0.08038774005322444
F7,-0.14719663789813844
F8,-0.17264764660096285
F9,-0.20446140747949343
F10,-0.11220150093175499
F11,0.04050455128519148
F12,-0.14401526181028537
F13,-0.010397466120457343
F14,-0.2330937922701707
F15,-0.013578842208310418
F16,-0.15037801398599152
F17,-0.15674076616169766
F18,-0.17582902268881592
F19,-0.03902985091113483
F20,-0.26808892923655436
F21,-0.15674076616169766
F22,-0.21718691183090552
F23,-1.1779624903625265
F24,4.392627039468163
G1,-0.15992214224955073
G2,-0.19491727921593419
G3,-0.10583874875604884
G4,-0.07402498787751828
G5,-0.0994759965803427
G6,-0.12174562919531404
G7,-0.11538287701960807
G8,-0.05493673135040002
G9,-0.14719663789813844
G10,-0.048573979174693874
G11,-0.13128975745887325
G12,-0.058118107438253096
G13,-0.1662848944252567
G14,-0.10583874875604884
G15,-0.16310351833740364
G16,0.015053542582367069
G17,-0.11856425310746097
G18,-0.08993186831678365
G19,-0.179010398776669
G20,0.06913693607586897
G21,-0.19491727921593419
G22,-0.11856425310746097
G23,-1.1588742338354083
G24,5.40112325931758
H1,-0.21082415965519938
H2,-0.1821917748645221
H3,-0.17582902268881592
H4,-0.1821917748645221
H5,-0.11220150093175499
