index,z-score
A1,-0.05572686432099939
A2,-0.053945464194438464
A3,-0.05657068543358088
A4,-0.05253909567346931
A5,0.013278951107886867
A6,19.529829948202362
A7,0.4074371685848404
A8,-0.05188279036368371
A9,-0.05675820123637676
A10,-0.05657068543358088
A11,-0.058070811855947965
A12,-0.05722699074336647
A13,-0.05816456975734591
A14,-0.05863335926433563
A15,-0.06003972778530478
A16,-0.059102148771325344
A17,-0.06003972778530478
A18,-0.05882087506713151
A19,-0.05985221198250889
A20,-0.057695780250356196
A21,-0.0618211279118657
A22,-0.05891463296852946
A23,-0.07841627645930167
A24,0.11688143215261418
B1,-0.0527266114762652
B2,-0.053945464194438464
B3,-0.05319540098325492
B4,-0.05375794839164257
B5,0.031936773486077576
B6,0.010466214065948571
B7,-0.0520703061664796
B8,-0.05169527456088782
B9,-0.05263285357486726
B10,-0.055070559011213785
B11,-0.05450801160282613
B12,-0.05460176950422406
B13,-0.05291412727906109
B14,-0.05732074864476443
B15,-0.05488304320841789
B16,-0.05816456975734591
B17,-0.05788329605315209
B18,-0.05732074864476443
B19,-0.05516431691261172
B20,-0.0561956538279891
B21,-0.05610189592659116
B22,-0.06153985420767187
B23,-0.07822876065650577
B24,0.09081673556398598
C1,-0.05778953815175414
C2,-0.05525807481400967
C3,-0.05657068543358088
C4,-0.05263285357486726
C5,-0.0555393485182035
C6,-0.05244533777207137
C7,-0.054039222095836406
C8,-0.053851706293040515
C9,-0.0527266114762652
C10,-0.05450801160282613
C11,-0.02488051476107605
C12,-0.05441425370142818
C13,-0.05938342247551918
C14,-0.056945717039172644
C15,-0.05778953815175414
C16,-0.05563310641960144
C17,-0.06003972778530478
C18,-0.059195906672723286
C19,-0.059664696179713005
C20,-0.05778953815175414
C21,-0.059195906672723286
C22,-0.05882087506713151
C23,-0.077853729050914
C24,0.11097468436454377
D1,-0.05628941172938705
D2,-0.05788329605315209
D3,-0.05478928530701995
D4,-0.05582062222239732
D5,-0.05722699074336647
D6,-0.05572686432099939
D7,-0.05488304320841789
D8,-0.05563310641960144
D9,-0.05535183271540761
D10,-0.057602022348958254
D11,-0.05732074864476443
D12,-0.056945717039172644
D13,-0.05825832765874385
D14,-0.057977053954550016
D15,-0.05638316963078499
D16,-0.057977053954550016
D17,-0.05572686432099939
D18,-0.057977053954550016
D19,-0.05778953815175414
D20,-0.05863335926433563
D21,-0.05844584346153974
D22,-0.06210240161605953
D23,-0.0771974237411284
D24,0.07412782911515206
E1,-0.057602022348958254
E2,-0.05703947494057059
E3,-0.056945717039172644
E4,-0.055914380123795265
E5,-0.05469552740562201
E6,-0.05188279036368371
E7,-0.053289158884652854
E8,-0.053007885180459034
E9,-0.055070559011213785
E10,-0.05647692753218293
E11,-0.05863335926433563
E12,-0.057977053954550016
E13,-0.05928966457412123
E14,-0.058539601362937684
E15,-0.058539601362937684
E16,-0.05741450654616236
E17,-0.05994596988390684
E18,-0.05778953815175414
E19,-0.059102148771325344
E20,-0.057977053954550016
E21,-0.06069603309509038
E22,-0.05825832765874385
E23,-0.07804124485370989
E24,0.10056755730937207
F1,-0.05675820123637676
F2,-0.057695780250356196
F3,-0.05516431691261172
F4,-0.05525807481400967
F5,-0.05610189592659116
F6,-0.057133232841968536
F7,-0.05647692753218293
F8,-0.05732074864476443
F9,-0.0561956538279891
F10,-0.057508264447560305
F11,-0.056945717039172644
F12,-0.05741450654616236
F13,-0.0555393485182035
F14,-0.05703947494057059
F15,-0.05675820123637676
F16,-0.058727117165733575
F17,-0.05882087506713151
F18,-0.05928966457412123
F19,-0.05788329605315209
F20,-0.06107106470068215
F21,-0.05928966457412123
F22,-0.06303998063003896
F23,-0.07494723410757775
F24,0.07872196628365129
G1,-0.05703947494057059
G2,-0.05722699074336647
G3,-0.05638316963078499
G4,-0.053851706293040515
G5,-0.05478928530701995
G6,-0.05469552740562201
G7,-0.05732074864476443
G8,-0.057977053954550016
G9,-0.057508264447560305
G10,-0.05844584346153974
G11,-0.058070811855947965
G12,-0.057977053954550016
