index,z-score
A1,-0.2293978431913349
A2,-0.1678170409178404
A3,-0.20373917557737883
A4,-0.12676317273551063
A5,-0.19347570853179646
A6,-0.157553573872258
A7,-0.2293978431913349
A8,-0.1549877071108623
A9,-0.2627541110894779
A10,-0.40387678296623625
A11,-0.19860744205458766
A12,-0.08827517131457657
A13,-0.2242661096685437
A14,-0.10880210540574144
A15,-0.2704517113736647
A16,-0.26788584461226905
A17,-0.3038079792718075
A18,-0.28071517841924704
A19,-0.3089397127945988
A20,-0.29867624574901636
A21,-0.3294666468857636
A22,-0.3192031798401812
A23,-0.8426399991648852
A24,3.886252442087219
B1,-0.1421583733038843
B2,-0.11136797216713704
B3,-0.1626853073950492
B4,-0.12163143921271943
B5,-0.07801170426899418
B6,-0.11393383892853264
B7,-0.05748477017782921
B8,-0.09853863836015896
B9,-0.17551464120202717
B10,-0.10110450512155456
B11,-0.02669436904108203
B12,-0.17038290767923597
B13,-0.02926023580247763
B14,-0.17551464120202717
B15,-0.10880210540574144
B16,-0.2191343761457525
B17,-0.16011944063365358
B18,-0.25762237756668666
B19,-0.09340690483736776
B20,-0.36282291478390655
B21,-0.32433491336297243
B22,-0.43210131734158796
B23,-0.8836938673472149
B24,3.4064353577062403
C1,-0.19604157529319205
C2,-0.17808050796342278
C3,-0.20887090910017014
C4,-0.19604157529319205
C5,-0.20373917557737883
C6,-0.1318949062583019
C7,-0.21400264262296134
C8,-0.1678170409178404
C9,-0.21400264262296134
C10,-0.16525117415644477
C11,-0.19860744205458766
C12,-0.13446077301969753
C13,-0.18321224148621407
C14,-0.16011944063365358
C15,-0.19090984177040085
C16,-0.17551464120202717
C17,-0.2370954434755218
C18,-0.22170024290714813
C19,-0.2627541110894779
C20,-0.22683197642993932
C21,-0.27558344489645586
C22,-0.2396613102369174
C23,-0.8888256008700061
C24,4.88437461227011
D1,-0.157553573872258
D2,-0.19860744205458766
D3,-0.13446077301969753
D4,-0.1678170409178404
D5,-0.049787169893642416
D6,-0.16525117415644477
D7,-0.07544583750759858
D8,-0.1370266397810931
D9,-0.12163143921271943
D10,-0.12676317273551063
D11,-0.1370266397810931
D12,-0.157553573872258
D13,-0.03952370284806002
D14,-0.1370266397810931
D15,-0.12676317273551063
D16,-0.1678170409178404
D17,-0.27814931165785145
D18,-0.2242661096685437
D19,-0.26788584461226905
D20,-0.21656850938435693
D21,-0.30124211251041194
D22,-0.29354451222622513
D23,-0.8580351997332587
D24,3.3576838892397243
E1,-0.27558344489645586
E2,-0.20887090910017014
E3,-0.20630504233877453
E4,-0.1626853073950492
E5,-0.19860744205458766
E6,-0.2601882443280823
E7,-0.1678170409178404
E8,-0.1498559735880711
E9,-0.12932903949690622
E10,-0.11906557245132383
E11,-0.10623623864434584
E12,-0.08827517131457657
E13,-0.1318949062583019
E14,-0.1421583733038843
E15,-0.1421583733038843
E16,-0.07544583750759858
E17,-0.12676317273551063
E18,-0.1472901068266755
E19,-0.1729487744406316
E20,-0.20373917557737883
E21,-0.2191343761457525
E22,-0.18834397500900527
E23,-0.8836938673472149
E24,5.361625829889693
F1,-0.16525117415644477
F2,-0.18321224148621407
F3,-0.08827517131457657
F4,-0.1729487744406316
F5,-0.11906557245132383
F6,-0.08314343779178537
F7,-0.1318949062583019
F8,-0.11649970568992823
F9,-0.01386503523410386
F10,-0.0677482372234116
F11,-0.03439196932526883
F12,-0.06005063693922481
F13,0.03232056647101709
F14,-0.018996768756895235
F15,-0.03952370284806002
F16,-0.0036015681885214674
F17,-0.02669436904108203
F18,-0.1421583733038843
F19,-0.2858469119420384
F20,-0.18321224148621407
F21,-0.17808050796342278
F22,-0.2242661096685437
F23,-0.8888256008700061
F24,3.9991505795886257
G1,-0.2242661096685437
G2,-0.17551464120202717
G3,-0.2396613102369174
G4,-0.157553573872258
G5,-0.19090984177040085
G6,-0.12419730597411503
G7,-0.1447242400652799
G8,-0.12932903949690622
G9,-0.1447242400652799
G10,-0.04722130313224682
G11,-0.10623623864434584
G12,-0.018996768756895235
G13,-0.09340690483736776
G14,-0.05491890341643361
G15,-0.10367037188295015
G16,-0.011299168472708261
G17,-0.07031410398480738
G18,-0.0677482372234116
G19,-0.1318949062583019
G20,-0.03182610256387323
G21,-0.1395925065424887
G22,-0.12932903949690622
G23,-0.8862597341086105
G24,5.1640540892622315
H1,-0.11136797216713704
H2,-0.1678170409178404
H3,-0.1395925065424887
H4,-0.18577810824760965
H5,-0.4064426497276319
H6,-0.11393383892853264
H7,-0.03439196932526883
H8,-0.08057757103038977
H9,-0.07544583750759858
H10,-0.17808050796342278
H11,-0.04465543637085122
H12,-0.13446077301969753
H13,-0.17038290767923597
H14,-0.03182610256387323
H15,-0.12932903949690622
H16,-0.07801170426899418
H17,-0.16525117415644477
H18,-0.07801170426899418
H19,-0.1318949062583019
H20,-0.10623623864434584
H21,-0.2499247772824998
H22,-0.27814931165785145
H23,-0.8657328000174456
H24,3.945267377599318
I1,-0.19347570853179646
I2,-0.1524218403494667
I3,-0.19347570853179646
I4,-0.2396613102369174
I5,-0.2319637099527306
I6,-0.11393383892853264
I7,-0.17808050796342278
I8,-0.07801170426899418
I9,-0.12676317273551063
I10,-0.20373917557737883
I11,-0.12419730597411503
I12,-0.07287997074620298
I13,-0.07801170426899418
I14,-0.036957836086664426
I15,-0.08570930455318097
I16,0.022057099425434514
I17,-0.07544583750759858
I18,0.024622966186830113
I19,-0.052353036655038016
I20,0.05541336732357747
I21,-0.04465543637085122
I22,-0.02669436904108203
I23,-0.8888256008700061
I24,4.6637100707900885
J1,-0.19860744205458766
J2,-0.16011944063365358
J3,-0.18834397500900527
J4,-0.1678170409178404
J5,-0.20630504233877453
J6,-0.18321224148621407
J7,-0.11649970568992823
J8,-0.21656850938435693
J9,-0.07544583750759858
J10,-0.1524218403494667
J11,-0.06005063693922481
J12,-0.12932903949690622
J13,-0.05491890341643361
J14,-0.065182370462016
J15,-0.2730175781350603
J16,-0.2704517113736647
J17,-0.06261650370062041
J18,-0.10110450512155456
J19,-0.157553573872258
J20,-0.11136797216713704
J21,-0.08314343779178537
J22,-0.10623623864434584
J23,-0.8862597341086105
J24,4.1197463173742195
K1,-0.2473589105211042
K2,-0.2370954434755218
K3,-0.2499247772824998
K4,-0.20117330881598325
K5,-0.19604157529319205
K6,-0.17551464120202717
K7,-0.1370266397810931
K8,-0.10623623864434584
K9,-0.10367037188295015
K10,-0.20373917557737883
K11,-0.11136797216713704
K12,-0.07544583750759858
K13,-0.2961103789876207
K14,-0.04465543637085122
K15,-0.12163143921271943
K16,-0.07031410398480738
K17,-0.10880210540574144
K18,-0.13446077301969753
K19,-0.05491890341643361
K20,-0.021562635518290834
K21,-0.17551464120202717
K22,-0.08314343779178537
K23,-0.8939573343927972
K24,5.074248752613386
L1,-0.2601882443280823
L2,-0.27814931165785145
L3,-0.2345295767141262
L4,-0.19860744205458766
L5,-0.19860744205458766
L6,-0.22170024290714813
L7,-0.19347570853179646
L8,-0.28328104518064273
L9,-0.21143677586156573
L10,-0.2704517113736647
L11,-0.2319637099527306
L12,-0.2447930437597086
L13,-0.3063738460332032
L14,-0.2447930437597086
L15,-0.1395925065424887
L16,-0.2345295767141262
