Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
591,591,P,6640,6960,7400,7400,7440,8120,7480,7960,7920,7600,7880,8080,7800,7840,8480,7920,7480,7840,7760,7760,7680,7400,33960,31520,,,,
592,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,593,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,594,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
595,595,12,1,H2060272,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:06,,,,,,,,,,,,,,,,,
596,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,597,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,598,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
599,599,12,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,601,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,602,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
603,603,A,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
604,604,B,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
605,605,C,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
606,606,D,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
607,607,E,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
608,608,F,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
609,609,G,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
610,610,H,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
611,611,I,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
612,612,J,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
613,613,K,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
614,614,L,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
615,615,M,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
616,616,N,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
617,617,O,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
618,618,P,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
619,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,620,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,621,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
622,622,12,1,H2060272,14.01,17.52,17.62,40.3,40,17.92,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:06,,,,,,,,,,,,
623,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,624,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,625,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
626,626,12,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
627,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,628,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,629,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
630,630,A,7040,6960,7200,7800,7760,7280,7680,8280,8440,8680,8280,8320,8960,8360,8200,8120,8080,7800,7360,7720,7120,7280,29320,27760,,,,
631,631,B,7760,7880,7480,7840,8080,7080,7720,8320,8800,11080,8040,8400,8440,9280,9280,8120,8200,8320,8240,8000,7960,7960,27360,28520,,,,
632,632,C,7240,7400,7160,8200,8000,8440,8800,8040,8640,8680,8280,8840,8280,8600,8600,8640,8120,8960,7560,8440,7080,7800,27640,29200,,,,
633,633,D,7800,7600,7480,8200,8080,8000,8360,8080,9000,8720,8480,9160,8560,9400,9120,7800,9000,8680,8080,7640,8000,8320,27880,31120,,,,
634,634,E,8440,8800,9000,8760,8760,9080,8960,9640,10400,9600,10080,10080,10080,9920,10720,9040,9760,9840,9120,9520,9600,8800,30920,35880,,,,
635,635,F,8080,8320,9280,9400,9320,9720,9200,10120,10160,10480,10520,10000,9840,10800,10160,10440,8840,9560,9360,9200,8680,8600,32680,36440,,,,
636,636,G,7880,7880,8800,9080,9120,9360,9520,9760,9360,10000,9520,9760,9800,9400,10320,8960,8480,9160,9120,8360,8400,8720,30040,33320,,,,
637,637,H,8040,7680,8000,8880,7920,9400,9400,9880,9680,9760,10240,10120,9240,10120,9520,9960,9240,9320,9640,8320,8320,8560,32240,33160,,,,
638,638,I,7640,8360,9200,8400,9040,8840,9360,9560,9360,9960,8920,9640,9200,9680,9720,9400,8680,9480,7840,8680,8640,8240,32360,31560,,,,
639,639,J,7640,7880,8000,8200,8720,8600,8400,8800,9840,9120,9160,10320,9400,9160,9600,7760,9080,8840,7480,7960,8200,8160,32680,32440,,,,
640,640,K,8200,8440,8320,8120,8760,9400,9280,9440,9880,9600,8720,10040,10040,9440,9240,8920,9360,8920,8800,8440,8360,8800,34480,34040,,,,
641,641,L,7920,14280,8360,8360,8040,8520,8800,9480,9400,9320,9320,9800,9160,9520,8920,8640,9400,9040,8920,8400,8320,8520,36880,34600,,,,
642,642,M,7280,8160,8200,7480,8440,9280,9480,9160,8680,9800,9280,7560,9080,9240,9520,9480,8760,9320,8160,8920,7880,8800,38640,31280,,,,
643,643,N,7560,7800,7680,8360,8680,9360,8560,8080,8920,9080,8960,8840,8640,9160,7840,9160,8520,8360,8520,7920,8280,7880,33040,34240,,,,
644,644,O,7240,7440,7880,7800,8440,8440,8640,8600,8240,8840,8840,8800,8960,8720,9040,8560,8360,7960,8200,8600,8040,7840,33600,33320,,,,
645,645,P,6840,7760,8120,8400,8080,7760,7920,8120,8000,7800,8280,8320,8520,7920,8320,8520,8160,8240,8040,7960,7920,7280,34680,38600,,,,
646,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,647,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,648,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
649,649,13,1,H2060226,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:07,,,,,,,,,,,,,,,,,
650,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,651,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,652,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
653,653,13,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
654,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,655,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,656,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
657,657,A,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
658,658,B,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
659,659,C,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
660,660,D,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
661,661,E,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
662,662,F,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
663,663,G,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
664,664,H,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
665,665,I,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
666,666,J,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
667,667,K,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
668,668,L,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
669,669,M,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
670,670,N,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
671,671,O,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
672,672,P,0.640284404,0.640284404,,,,,,,,,,,,,,,,,,,,,0.640284404,0.640284404,,,,
673,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,674,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,675,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
676,676,13,1,H2060226,14.01,17.61,17.43,40.1,39.5,17.8,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:07,,,,,,,,,,,,
677,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,678,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,679,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
680,680,13,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
681,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,682,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,683,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
684,684,A,6560,7240,7560,7880,7840,8120,8360,8400,8400,8040,8240,8880,8880,8800,8480,8320,9000,8280,8320,8200,7920,7720,29920,30760,,,,
685,685,B,6880,7640,7600,7960,8000,8520,8280,8640,8680,8720,8920,9760,8640,8880,8760,8960,8640,8600,8360,7720,8200,7760,27800,29440,,,,
686,686,C,7520,7760,8000,8040,8640,8400,10120,8720,9560,9680,9560,10240,9280,10080,9080,9480,9600,8600,8320,8800,8520,8600,28240,28440,,,,
687,687,D,7920,7960,8000,7920,8720,8720,9080,9160,9000,9520,9080,9680,9960,9280,9920,9320,9360,9520,8320,8400,7840,8760,30120,30120,,,,
688,688,E,8440,8600,8160,9480,9320,10000,11120,10440,10680,10360,9880,11080,10320,10240,10880,9560,10040,9840,10320,10160,10320,9840,34920,32040,,,,
689,689,F,8720,9320,9040,9440,10120,10000,10480,9840,10360,10480,10800,10680,9920,10560,10320,10720,10600,10080,10960,9760,9760,9840,32280,34720,,,,
690,690,G,8160,8360,9080,9360,10000,8800,9800,10360,10320,9920,9880,10440,10040,9920,9640,9920,9880,9480,9560,9680,9120,9320,33280,35280,,,,
691,691,H,7680,8400,8960,8560,9120,9080,9680,9280,10280,10240,9920,10400,10160,10200,9680,9600,10400,9440,15800,9200,9200,9000,33480,31520,,,,
692,692,I,7720,8720,7960,8800,9440,9280,8760,9920,9840,10200,9040,9560,10240,9960,9720,10160,10120,9240,9720,9800,8640,9040,34360,35720,,,,
693,693,J,7800,8520,8400,8600,9000,8920,9560,9280,9040,8960,9480,8960,9360,9680,9680,8960,10000,9440,9000,9160,8640,9160,34880,34120,,,,
694,694,K,8040,9480,9160,9000,9040,9240,9880,9760,9600,9320,9440,10200,9680,10120,9720,9840,9400,8880,9160,9360,9560,8920,34640,33680,,,,
695,695,L,7920,8080,8800,8760,9040,8640,8560,8680,9520,9600,9400,9120,9120,9080,9560,9000,9600,9240,9080,9040,8800,8880,32840,34200,,,,
696,696,M,7960,8160,8480,9280,9840,9440,9200,8800,9360,9640,9840,10840,9520,9600,9400,9080,10320,8840,9240,9320,8440,9120,34160,32280,,,,
697,697,N,7520,8600,8240,8280,9000,8200,8960,8680,9280,9040,8720,9040,9600,9320,9160,8440,8800,9120,9120,8800,8560,8440,33680,35800,,,,
698,698,O,8320,8600,8600,8560,8840,8960,8960,9040,8840,9080,8800,9440,9160,9200,9560,9240,9240,8680,8840,8960,8400,8680,32480,31920,,,,
699,699,P,8000,8040,7920,8280,8040,8320,8400,9160,8760,7960,8480,8520,8800,9080,8600,8880,8080,8720,8160,8560,7800,8280,35320,35680,,,,
700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,701,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,702,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
703,703,14,1,H2060228,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:09,,,,,,,,,,,,,,,,,
704,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,705,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,706,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
707,707,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
708,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,709,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,710,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
711,711,A,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
712,712,B,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
713,713,C,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
714,714,D,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
715,715,E,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
716,716,F,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
717,717,G,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
718,718,H,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
719,719,I,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
720,720,J,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
721,721,K,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
722,722,L,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
723,723,M,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
724,724,N,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
725,725,O,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
726,726,P,0.596723203,0.596723203,,,,,,,,,,,,,,,,,,,,,0.596723203,0.596723203,,,,
727,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,728,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,729,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
730,730,14,1,H2060228,14.01,17.43,17.52,39.5,39.8,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:09,,,,,,,,,,,,
731,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,732,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,733,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
734,734,14,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
735,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,736,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,737,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
738,738,A,7560,7160,7360,7640,7840,7880,8120,8200,8560,8280,8080,8120,7800,8120,7880,8000,7640,8080,8080,8160,7840,7600,27800,32840,,,,
739,739,B,7080,7560,7840,8160,8040,7560,7960,8640,8920,8520,8000,7880,8480,7960,7960,8000,8040,8680,7680,8320,7520,7880,27720,28280,,,,
740,740,C,7600,7240,7520,7760,7840,8000,8160,7760,8320,8560,9160,8280,8840,8560,7920,8320,8400,6080,8160,8080,7920,8360,25960,29160,,,,
741,741,D,7880,7680,7600,7760,7720,7440,8960,8400,8880,9000,8520,9080,9040,8240,8840,8680,8840,8160,8000,8600,8640,8240,26280,28880,,,,
742,742,E,8920,8480,8680,8600,9040,8920,9120,8720,9640,9120,9440,9680,9120,10640,9880,9680,9560,8880,9920,9320,8840,9240,29560,31200,,,,
743,743,F,8120,8560,9240,8240,9560,9120,9800,9360,9680,10160,9600,10240,10280,10280,10000,8960,10200,8880,9320,9240,9680,9440,32560,31680,,,,
744,744,G,7680,8760,8000,8880,8480,8800,9520,8960,8880,9320,9240,9880,8760,9960,9440,10280,9320,9080,9760,8920,8320,8880,32920,32560,,,,
745,745,H,8280,8600,8680,9160,9440,8600,8840,8960,9720,9960,9160,9440,9760,9760,9600,10160,9000,9400,9040,9440,9240,9160,34120,29720,,,,
746,746,I,8360,8120,7720,8560,8680,8960,8640,8720,9360,11160,9240,8720,9040,9320,9000,8800,8720,8920,9360,8040,8880,8800,32360,30640,,,,
747,747,J,7920,6480,7840,7720,8720,8200,8600,8440,9000,9480,8960,9000,8920,9120,9200,9360,8080,8560,8600,8920,8240,9120,30320,30160,,,,
748,748,K,7640,7760,8160,8760,8640,8800,8040,8560,9400,9160,9440,9240,9320,9360,8800,9640,8120,8680,9280,9280,8720,8160,33760,31760,,,,
749,749,L,8240,8440,7960,7720,8320,8880,8920,8720,9280,9200,9000,8440,8920,8520,9840,8480,8840,8960,8640,8800,9040,8240,32680,33840,,,,
750,750,M,7280,7960,7960,8840,8120,7920,9320,8920,9520,9120,8880,9160,9160,9160,8720,9000,8960,8560,8720,8640,8600,8440,34120,35320,,,,
751,751,N,7640,7680,8240,7560,8560,8080,8520,8360,7840,8400,8600,8640,8520,8800,8360,8680,9320,8520,8320,9760,8360,8280,32200,33280,,,,
752,752,O,8120,7960,7680,8400,8400,8280,8560,8200,8280,8520,8920,8800,8560,9080,9040,8480,8440,8760,9240,8680,8240,8440,34000,37000,,,,
753,753,P,7040,7640,7960,7720,8360,7320,8360,7920,7800,8160,8400,8120,8000,8000,8760,7560,8480,8200,8080,8080,7720,7800,33600,33520,,,,
754,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,755,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,756,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
757,757,15,1,H2060230,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:10,,,,,,,,,,,,,,,,,
758,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,759,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,760,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
761,761,15,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
762,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,763,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,764,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
765,765,A,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
766,766,B,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
767,767,C,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
768,768,D,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
769,769,E,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
770,770,F,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
771,771,G,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
772,772,H,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
773,773,I,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
774,774,J,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
775,775,K,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
776,776,L,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
777,777,M,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
778,778,N,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
779,779,O,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
780,780,P,0.591008869,0.591008869,,,,,,,,,,,,,,,,,,,,,0.591008869,0.591008869,,,,
781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,782,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,783,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
784,784,15,1,H2060230,14.01,17.52,17.52,40,39.8,17.82,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:10,,,,,,,,,,,,
785,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,786,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,787,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
788,788,15,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
789,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,790,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,791,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
792,792,A,7000,6560,7680,7960,7240,8440,7920,8240,7600,7920,8520,7880,8080,8320,7840,7920,8040,8320,7760,7920,8040,7320,27200,26880,,,,
793,793,B,7280,7120,7800,7920,8280,8480,8480,7920,8400,8160,8920,8480,8560,8640,9520,8520,8800,8280,7800,7720,7800,7480,24920,24680,,,,
794,794,C,7280,7600,7680,7960,7920,8520,8720,7960,8760,8600,8960,8640,9080,9280,8720,8560,8480,8760,7560,7760,8280,8400,24840,25200,,,,
795,795,D,8440,7720,7720,7800,7640,8720,8680,8080,8520,8680,8640,8920,9320,8960,8520,8600,9080,8560,7160,8360,8320,7760,26920,22280,,,,
796,796,E,8400,9360,8800,9160,9120,9640,9760,9720,9120,9280,10560,9800,9720,10080,10320,9800,10080,9840,9360,9000,9520,9240,27680,29040,,,,
797,797,F,8240,8680,9120,8720,8800,9240,9280,10080,9840,10480,10160,9840,9960,9960,10880,8560,9920,9760,9840,9560,8840,9240,30880,27480,,,,
798,798,G,7720,8400,8640,8480,8240,9720,9560,8840,9360,9040,9200,9120,9160,9200,9160,9320,9280,9600,9280,9200,14800,8320,28160,27800,,,,
799,799,H,8240,8800,8800,8360,9120,8880,9240,8760,9800,9840,9320,9560,9640,9040,9680,9360,9520,9960,8840,8520,8920,9360,30840,27760,,,,
