Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
396,396,J,9440,8800,6880,10240,11600,10920,9120,12480,8440,9560,12560,12240,13680,10480,12400,11640,11440,12000,11600,7960,12280,11800,37600,40680
397,397,K,10040,9640,10800,9200,12160,11920,12280,9120,12920,16640,11120,11120,9160,13120,12280,8760,13000,12560,11720,12440,13080,13120,37200,41560
398,398,L,9800,8760,9800,9920,11160,11200,10480,10920,8320,10800,12160,8680,12840,12000,11600,6320,12240,12760,12320,12160,12040,12120,40600,41440
399,399,M,10280,5920,10800,10280,10920,12200,9720,11960,12760,11560,12640,11480,13080,12160,12520,9840,12480,12520,13600,11440,12440,14800,39040,43840
400,400,N,8600,9200,7880,10080,10560,11200,10440,11280,11240,11040,10880,11720,11960,10680,11440,10560,11360,12360,10280,8360,13200,12400,41480,42880
401,401,O,8000,9240,9800,6720,9200,9240,9360,9920,10960,9120,11120,10680,7000,10840,11040,11160,10320,9600,9200,9680,11560,11560,43040,42480
402,402,P,6200,7680,8000,8600,8760,9280,8800,8760,8400,8600,9320,9920,10360,9960,10080,9520,9040,9880,8760,9960,9720,11000,43600,41800
403,403,,,,,,,,,,,,,,,,,,,,,,,,,
404,404,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
405,405,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
406,406,16,1,H2060256,14.01,17.7,17.82,41.2,40.9,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:57,,,,,,,,
407,407,,,,,,,,,,,,,,,,,,,,,,,,,
408,408,Background information,,,,,,,,,,,,,,,,,,,,,,,,
409,409,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
410,410,16,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
411,411,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
413,413,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
414,414,A,5440,5720,6640,6440,6840,7720,7320,7520,7040,8400,8120,7960,7800,8000,8520,8280,8080,8200,7600,7720,8000,8120,38120,39680
415,415,B,6240,6680,5960,7720,2800,8280,7360,7640,8000,7680,5120,7880,9000,7520,8120,179440,9200,5120,8720,7760,8760,8880,39400,39240
416,416,C,6160,6600,8200,7760,8120,8000,5800,8560,8200,8480,6840,8520,9080,8640,9320,9120,9240,8720,8320,9400,8880,9560,33680,36480
417,417,D,6640,6120,7720,7680,7960,8520,9200,9000,9040,9280,8880,10040,9200,9480,8920,9640,9560,9320,9560,9280,9640,9920,37840,39040
418,418,E,8120,8920,9600,9800,9640,10040,8440,11080,10960,10400,10120,9040,12200,11640,9520,9320,10800,11400,11640,11480,12400,11760,38840,38480
419,419,F,8600,8080,9160,6440,9480,10640,10280,10400,8680,10560,11440,10640,10840,10560,10240,11160,11000,11560,12000,11640,12480,11920,41520,41080
420,420,G,7800,8200,8360,9640,10160,9440,9680,8480,10160,10120,8840,9800,11560,10960,4840,11320,10360,10720,11040,11080,11040,11360,36000,38480
421,421,H,8120,7760,7480,9680,8600,9360,8880,10560,10320,10360,10120,10120,9640,10280,10160,10560,9520,10640,11200,6040,12360,11880,37720,38400
422,422,I,7840,7240,8800,8520,8920,8920,9200,8440,8720,10360,10240,11200,10600,10320,10640,10320,9840,10640,10520,10040,9000,10680,31040,36560
423,423,J,7880,7200,7760,9400,9480,9680,10960,9000,8560,6840,10000,9880,10200,10240,9760,8240,8520,9800,9440,9720,9640,11360,39880,37440
424,424,K,8160,7920,9240,8560,9560,9560,10040,10400,9480,9720,11280,9720,11040,10960,11040,11080,7560,10840,10720,11520,11000,11360,37680,38800
425,425,L,8400,7520,7760,8680,8480,9440,9400,9280,9320,9320,10160,9640,10240,10320,9440,10680,9840,10320,10440,10120,10880,10840,40440,38920
426,426,M,7640,8440,9480,9440,9200,9880,9760,9880,9720,9960,10600,9600,11080,10040,10200,10920,10480,10960,10720,10840,10840,11840,41160,40840
427,427,N,8240,7720,8520,8600,8800,9480,8760,8960,8600,8360,9480,9560,9440,10000,10360,10600,9560,10280,10240,10080,11120,11600,40920,40640
428,428,O,8040,7680,9600,8440,8520,8840,9120,9760,9440,9360,10000,9240,9120,9800,9760,10480,9520,9800,9040,9440,9720,10840,44560,46080
429,429,P,6680,6720,8000,8360,7440,8360,7760,7840,8520,8080,9360,8200,8160,8640,8080,8920,8000,9160,9520,8360,10040,9400,43800,44360
430,430,,,,,,,,,,,,,,,,,,,,,,,,,
431,431,,,,,,,,,,,,,,,,,,,,,,,,,
432,432,Basic assay information ,,,,,,,,,,,,,,,,,,,,,,,,
433,433,Assay ID: ,,,,627,,,,,,,,,,,,,,,,,,,,
434,434,Assay Started: ,,,,4/12/23 18:31,,,,,,,,,,,,,,,,,,,,
435,435,Assay Finished: ,,,,4/12/23 18:57,,,,,,,,,,,,,,,,,,,,
436,436,Assay Exported: ,,,,4/12/23 19:41,,,,,,,,,,,,,,,,,,,,
437,437,Protocol ID: ,,,,100135,,,,,,,,,,,,,,,,,,,,
438,438,Protocol Name: ,,,,Klein lab BTG,,,,,,,,,,,,,,,,,,,,
439,439,Serial#: ,,,,1051054,,,,,,,,,,,,,,,,,,,,
440,440,,,,,,,,,,,,,,,,,,,,,,,,,
441,441,,,,,,,,,,,,,,,,,,,,,,,,,
442,442,,,,,,,,,,,,,,,,,,,,,,,,,
443,443,Protocol information,,,,,,,,,,,,,,,,,,,,,,,,
444,444,Protocol:,,,,,,,,,,,,,,,,,,,,,,,,
445,445,Protocol name,,,,Klein lab BTG,,,,,,,,,,,,,,,,,,,,
446,446,Number of assay repeats,,,,6,,,,,,,,,,,,,,,,,,,,
447,447,Start assay repeat each,,,,30 min ,,,,,,,,,,,,,,,,,,,,
448,448,Number of plate repeats,,,,1,,,,,,,,,,,,,,,,,,,,
449,449,Start plate repeat each,,,,,,,,,,,,,,,,,,,,,,,,
450,450,Is label meas. height used,,,,Yes,,,,,,,,,,,,,,,,,,,,
451,451,Height of measurement,,,,Defined in label,,,,,,,,,,,,,,,,,,,,
452,452,Is gripper height used,,,,No,,,,,,,,,,,,,,,,,,,,
453,453,Mode of measurement,,,,By Rows  bi-directional,,,,,,,,,,,,,,,,,,,,
454,454,Rotated plate,,,,No,,,,,,,,,,,,,,,,,,,,
455,455,Soft move,,,,No,,,,,,,,,,,,,,,,,,,,
456,456,Protocol notes,,,, ,,,,,,,,,,,,,,,,,,,,
457,457,,,,,,,,,,,,,,,,,,,,,,,,,
458,458,Plate type:,,,,,,,,,,,,,,,,,,,,,,,,
459,459,Name of the plate type,,,,384 Nunc Maxisorp 460372,,,,,,,,,,,,,,,,,,,,
460,460,Number of rows,,,,16,,,,,,,,,,,,,,,,,,,,
461,461,Number of columns,,,,24,,,,,,,,,,,,,,,,,,,,
462,462,Number of the wells in the plate,,,,384,,,,,,,,,,,,,,,,,,,,
463,463,Height of the plate,,,,14.4 mm,,,,,,,,,,,,,,,,,,,,
464,464,,,,,,,,,,,,,,,,,,,,,,,,,
465,465,Coordinates of corners:,,,,,,,,,,,,,,,,,,,,,,,,
466,466,384 Nunc Maxisorp 460372 + Jez US LUM 384 (cps),,,,,,,,,,,,,,,,,,,,,,,,
467,467,11.88 mm x------------------------------------------------------ x 115.3 mm,,,,,,,,,,,,,,,,,,,,,,,,
468,468,9.09 mm                                                            9.11 mm,,,,,,,,,,,,,,,,,,,,,,,,
469,469,,,,,,,,,,,,,,,,,,,,,,,,,
470,470,11.83 mm x------------------------------------------------------ x 115.43 mm,,,,,,,,,,,,,,,,,,,,,,,,
471,471,76.51 mm                                                           76.32 mm,,,,,,,,,,,,,,,,,,,,,,,,
472,472,,,,,,,,,,,,,,,,,,,,,,,,,
473,473,Platemap:,,,,,,,,,,,,,,,,,,,,,,,,
474,474,Plate,,,,1,,,,,,,,,,,,,,,,,,,,
475,475,Group,,,,1,,,,,,,,,,,,,,,,,,,,
476,476,,,,,,,,,,,,,,,,,,,,,,,,,
477,477,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
478,478,A,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
479,479,B,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
480,480,C,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
481,481,D,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
482,482,E,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
483,483,F,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
484,484,G,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
485,485,H,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
486,486,I,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
487,487,J,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
488,488,K,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
489,489,L,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
490,490,M,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
491,491,N,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
492,492,O,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
493,493,P,ZL,ZL,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,ZH,ZH
494,494,,,,,,,,,,,,,,,,,,,,,,,,,
495,495,ZL - Z_Low,,,,,,,,,,,,,,,,,,,,,,,,
496,496,- - Undefined,,,,,,,,,,,,,,,,,,,,,,,,
497,497,ZH - Z_High,,,,,,,,,,,,,,,,,,,,,,,,
498,498,,,,,,,,,,,,,,,,,,,,,,,,,
499,499,Calculations:,,,,,,,,,,,,,,,,,,,,,,,,
500,500,No calculations.,,,,,,,,,,,,,,,,,,,,,,,,
501,501,,,,,,,,,,,,,,,,,,,,,,,,,
502,502,Auto export parameters:,,,,,,,,,,,,,,,,,,,,,,,,
503,503,Export format,,,,Plate2,,,,,,,,,,,,,,,,,,,,
504,504,Include basic assay information,,,,Yes,,,,,,,,,,,,,,,,,,,,
505,505,Place assay information at,,,,End of file,,,,,,,,,,,,,,,,,,,,
506,506,Include basic plate information,,,,Yes,,,,,,,,,,,,,,,,,,,,
507,507,Place plate information at,,,,Beginning of plate,,,,,,,,,,,,,,,,,,,,
508,508,Include protocol information,,,,Yes,,,,,,,,,,,,,,,,,,,,
509,509,Protocol info level,,,,Large,,,,,,,,,,,,,,,,,,,,
510,510,Include error and warning information,,,,Yes,,,,,,,,,,,,,,,,,,,,
511,511,Include background information,,,,Yes,,,,,,,,,,,,,,,,,,,,
512,512,Add plate number to the file name,,,,Yes,,,,,,,,,,,,,,,,,,,,
513,513,Each plate to separate file,,,,No,,,,,,,,,,,,,,,,,,,,
514,514,Field separator to use,,,,System,,,,,,,,,,,,,,,,,,,,
515,515,File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv,,,,,,,,,,,,,,,,,,,,
516,516,,,,,,,,,,,,,,,,,,,,,,,,,
517,517,Operations:,,,,,,,,,,,,,,,,,,,,,,,,
518,518,Plate 1,,,,,,,,,,,,,,,,,,,,,,,,
519,519,Group 1,,,,,,,,,,,,,,,,,,,,,,,,
520,520,Measurement,,,,,,,,,,,,,,,,,,,,,,,,
521,521,Label,,,,Jez US LUM 384 (cps)(1),,,,,,,,,,,,,,,,,,,,
522,522,,,,,,,,,,,,,,,,,,,,,,,,,
523,523,Labels:,,,,,,,,,,,,,,,,,,,,,,,,
524,524,Jez US LUM 384 (cps),,,,7000006,,,,,,,,,,,,,,,,,,,,
525,525,Measurement height,,,,0 mm,,,,,,,,,,,,,,,,,,,,
526,526,Measurement time,,,,0.1 s,,,,,,,,,,,,,,,,,,,,
527,527,CT,,,,0,,,,,,,,,,,,,,,,,,,,
528,528,Aperture,,,,384 Plate US Luminescence aperture,,,,,,,,,,,,,,,,,,,,
529,529,Last edited,,,,3/2/23 11:21,,,,,,,,,,,,,,,,,,,,
530,530,Last edited by,,,,EnVision,,,,,,,,,,,,,,,,,,,,
531,531,Factory preset,,,,No,,,,,,,,,,,,,,,,,,,,
532,532,,,,,,,,,,,,,,,,,,,,,,,,,
533,533,Aperture:,,,,,,,,,,,,,,,,,,,,,,,,
534,534,384 Plate US Luminescence aperture,,,,9,,,,,,,,,,,,,,,,,,,,
535,535,Height,,,,4.2 mm,,,,,,,,,,,,,,,,,,,,
536,536,Diameter,,,,3.7 mm,,,,,,,,,,,,,,,,,,,,
537,537,Description,,,,Can also be used in 96 plate,,,,,,,,,,,,,,,,,,,,
538,538,Last edited,,,,3/9/22 17:22,,,,,,,,,,,,,,,,,,,,
539,539,Last edited by,,,,Installation,,,,,,,,,,,,,,,,,,,,
540,540,Factory preset,,,,Yes,,,,,,,,,,,,,,,,,,,,
541,541,,,,,,,,,,,,,,,,,,,,,,,,,
542,542,Instrument:,,,,,,,,,,,,,,,,,,,,,,,,
543,543,Serial number,,,,1051054,,,,,,,,,,,,,,,,,,,,
544,544,Nickname,,,,EnVision#Alpha_680nm,,,,,,,,,,,,,,,,,,,,
545,545,,,,,,,,,,,,,,,,,,,,,,,,,
546,546,Normalization:,,,,,,,,,,,,,,,,,,,,,,,,
547,547,,,,,,,,,,,,,,,,,,,,,,,,,
548,548,,,,,,,,,,,,,,,,,,,,,,,,,
549,549,,,,,,,,,,,,,,,,,,,,,,,,,
550,550,Assay notifications:,,,,,,,,,,,,,,,,,,,,,,,,
551,551,ERROR: Amount of the re-stacked plates (0) doesn't match the amount of measured plates (16) in the last assay repeat. Assay aborted.,,,,,,,,,,,,,,,,,,,,,,,,
552,552,,,,,,,,,,,,,,,,,,,,,,,,,
553,553,INFO: Assay aborted at plate 16  plate repeat 1 and well P01. There may be missing results,,,,,,,,,,,,,,,,,,,,,,,,
554,554,,,,,,,,,,,,,,,,,,,,,,,,,
555,555,INFO: Results re-calculated 4/12/2023 6:59:23 PM,,,,,,,,,,,,,,,,,,,,,,,,
556,556,,,,,,,,,,,,,,,,,,,,,,,,,
557,557,INFO: Results re-calculated 4/12/2023 6:59:44 PM,,,,,,,,,,,,,,,,,,,,,,,,
558,558,,,,,,,,,,,,,,,,,,,,,,,,,
559,559,WARNING: Calculation errors occurred. There could be missing calculated results. See 'C:\ProgramData\PerkinElmer Life Sciences\EnVision\CalcErrors.log' for more information.,,,,,,,,,,,,,,,,,,,,,,,,
560,560,,,,,,,,,,,,,,,,,,,,,,,,,
561,561,INFO: Results re-calculated 4/12/2023 7:05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,
562,562,,,,,,,,,,,,,,,,,,,,,,,,,
563,563,INFO: Results re-calculated 4/12/2023 7:07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,
564,564,,,,,,,,,,,,,,,,,,,,,,,,,
565,565,INFO: Results re-calculated 4/12/2023 7:07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,
566,566,,,,,,,,,,,,,,,,,,,,,,,,,
567,567,INFO: Results re-calculated 4/12/2023 7:08:12 PM,,,,,,,,,,,,,,,,,,,,,,,,
568,568,,,,,,,,,,,,,,,,,,,,,,,,,
569,569,WARNING: Calculation errors occurred. There could be missing calculated results. See 'C:\ProgramData\PerkinElmer Life Sciences\EnVision\CalcErrors.log' for more information.,,,,,,,,,,,,,,,,,,,,,,,,
570,570,,,,,,,,,,,,,,,,,,,,,,,,,
571,571,INFO: Results re-calculated 4/12/2023 7:41:35 PM,,,,,,,,,,,,,,,,,,,,,,,,
572,572,,,,,,,,,,,,,,,,,,,,,,,,,
573,573,,,,,,,,,,,,,,,,,,,,,,,,,
574,574,,,,,,,,,,,,,,,,,,,,,,,,,
575,575,Exported with EnVision Workstation version 1.14.3049.1193,,,,,,,,,,,,,,,,,,,,,,,,
