index,z-score
A1,-0.18904818831907236
A2,-0.15853988644282788
A3,-0.18904818831907236
A4,-0.10769271664908706
A5,-0.0670149808140944
A6,-0.1483704524840797
A7,-0.2093870562365687
A8,-0.22972592415406504
A9,-0.18396347133969823
A10,-0.19921762227782053
A11,-0.23481064113343905
A12,-0.1483704524840797
A13,-0.06193026383472016
A14,-0.1280315845665834
A15,-0.22972592415406504
A16,-0.21955649019531687
A17,-0.24498007509218722
A18,-0.20430233925719457
A19,-0.2093870562365687
A20,-0.17887875436032422
A21,-0.10260799966971304
A22,-0.2144717732159427
A23,-1.0737889427301628
A24,4.727873130735665
B1,-0.15853988644282788
B2,-0.19921762227782053
B3,-0.06193026383472016
B4,-0.18396347133969823
B5,-0.15853988644282788
B6,-0.15345516946345375
B7,-0.15853988644282788
B8,-0.1941329052984464
B9,-0.0670149808140944
B10,-0.16870932040157605
B11,-0.37718271655591334
B12,-0.08226913175221671
B13,-0.11277743362846109
B14,-0.3161661128034244
B15,-0.05176082987597211
B16,-0.15345516946345375
B17,-0.17379403738095006
B18,-0.2093870562365687
B19,-0.13820101852533156
B20,-0.2093870562365687
B21,-0.22972592415406504
B22,-0.356843848638417
B23,-1.1398902634620258
B24,3.89906426309769
C1,-0.17887875436032422
C2,-0.09243856571096476
C3,-0.09752328269033879
C4,-0.026337244979101754
C5,-0.2754883769684317
C6,-0.25514950905093536
C7,-0.28057309394780583
C8,-0.0009136600822311774
C9,-0.26531894300968356
C10,-0.17379403738095006
C11,-0.23481064113343905
C12,-0.15853988644282788
C13,-0.2602342260303095
C14,-0.26531894300968356
C15,-0.2704036599890577
C16,-0.20430233925719457
C17,-0.2602342260303095
C18,-0.26531894300968356
C19,-0.30091196186530217
C20,-0.2602342260303095
C21,-0.24498007509218722
C22,-0.23989535811281318
C23,-1.0687042257507884
C24,5.6634610549404965
D1,-0.1331163015459574
D2,-0.21955649019531687
D3,-0.026337244979101754
D4,-0.2704036599890577
D5,-0.25514950905093536
D6,-0.09243856571096476
D7,-0.06193026383472016
D8,-0.18396347133969823
D9,-0.07718441477284246
D10,-0.14328573550470558
D11,-0.15853988644282788
D12,-0.16870932040157605
D13,-0.1280315845665834
D14,-0.22464120717469088
D15,-0.11277743362846109
D16,-0.20430233925719457
D17,-0.18904818831907236
D18,-0.22972592415406504
D19,-0.1280315845665834
D20,-0.23481064113343905
D21,-0.1280315845665834
D22,-0.33142026374154665
D23,-1.099212527627033
D24,3.7363533197577192
E1,-0.2093870562365687
E2,-0.17379403738095006
E3,-0.17887875436032422
E4,-0.1483704524840797
E5,-0.12294686758720937
E6,-0.1483704524840797
E7,-0.0670149808140944
E8,-0.05176082987597211
E9,-0.026337244979101754
E10,0.009255773876516875
E11,-0.04667611289659808
E12,-0.09243856571096476
E13,-0.1483704524840797
E14,-0.05176082987597211
E15,-0.09243856571096476
E16,-0.005998377061605427
E17,-0.10260799966971304
E18,-0.17379403738095006
E19,-0.25006479207156135
E20,-0.28057309394780583
E21,-0.22972592415406504
E22,-0.25514950905093536
E23,-1.0737889427301628
E24,4.92109237595188
F1,-0.07209969779346843
F2,-0.20430233925719457
F3,-0.05684554685534613
F4,-0.18904818831907236
F5,-0.15853988644282788
F6,-0.15853988644282788
F7,-0.0009136600822311774
F8,-0.19921762227782053
F9,-0.04667611289659808
F10,-0.20430233925719457
F11,-0.06193026383472016
F12,-0.10769271664908706
F13,-0.01616781102035348
F14,-0.10769271664908706
F15,-0.08735384873159073
F16,-0.2144717732159427
F17,-0.10769271664908706
F18,-0.23481064113343905
F19,-0.23481064113343905
F20,-0.23989535811281318
F21,-0.3212508297827985
F22,-0.34158969770029485
F23,-0.9873487540808032
F24,3.5278799236033813
G1,-0.1483704524840797
G2,-0.17887875436032422
G3,-0.2144717732159427
G4,-0.08226913175221671
G5,-0.12294686758720937
G6,-0.16870932040157605
G7,-0.09243856571096476
G8,-0.10260799966971304
G9,-0.07209969779346843
G10,-0.10260799966971304
G11,-0.1331163015459574
G12,-0.03142196195847578
G13,-0.11786215060783511
G14,-0.01616781102035348
G15,-0.10769271664908706
G16,-0.10260799966971304
G17,-0.05684554685534613
G18,-0.07209969779346843
G19,-0.06193026383472016
G20,-0.03142196195847578
G21,-0.1941329052984464
G22,-0.22464120717469088
G23,-1.0534500748126663
G24,5.561766715353015
H1,-0.16362460342220192
H2,-0.14328573550470558
H3,-0.03142196195847578
H4,-0.24498007509218722
H5,-0.1483704524840797
H6,-0.10260799966971304
H7,-0.05176082987597211
H8,-0.18904818831907236
H9,-0.05684554685534613
H10,-0.1280315845665834
H11,0.03467935877338723
H12,-0.1331163015459574
H13,-0.1331163015459574
H14,-0.16870932040157605
H15,-0.1331163015459574
H16,-0.15345516946345375
H17,-0.16870932040157605
H18,-0.25514950905093536
H19,-0.290742527906554
H20,-0.3873521505146615
H21,-0.36192856561779113
H22,-0.42802988634965417
H23,-0.9263321503283143
H24,3.751607470695841
I1,-0.16362460342220192
I2,-0.12294686758720937
I3,-0.1483704524840797
I4,-0.10769271664908706
I5,-0.036506678937849805
I6,-0.05684554685534613
I7,-0.15853988644282788
I8,-0.0670149808140944
I9,-0.18396347133969823
I10,-0.12294686758720937
I11,-0.1331163015459574
I12,-0.03142196195847578
I13,-0.10769271664908706
I14,-0.041591395917223835
I15,-0.07209969779346843
I16,-0.10260799966971304
I17,-0.13820101852533156
I18,-0.05684554685534613
I19,-0.1331163015459574
I20,0.09061124554650218
I21,-0.09752328269033879
I22,-0.05684554685534613
I23,-1.099212527627033
I24,4.682110677921298
J1,-0.10769271664908706
J2,-0.15345516946345375
J3,-0.12294686758720937
J4,-0.16870932040157605
J5,-0.10769271664908706
J6,-0.14328573550470558
J7,-0.16870932040157605
J8,-0.20430233925719457
J9,-0.05176082987597211
J10,-0.12294686758720937
J11,-0.1280315845665834
J12,-0.17379403738095006
J13,-0.021252527999727506
J14,-0.20430233925719457
J15,-0.17887875436032422
J16,-0.17379403738095006
J17,-0.0670149808140944
J18,-0.11786215060783511
J19,-0.1331163015459574
J20,-0.22972592415406504
J21,-0.15853988644282788
J22,-0.3161661128034244
J23,-0.9466710182458106
J24,3.9855044517470493
K1,-0.1483704524840797
K2,-0.09752328269033879
K3,-0.23481064113343905
K4,-0.11277743362846109
K5,-0.17887875436032422
K6,-0.07718441477284246
K7,-0.07718441477284246
K8,-0.09752328269033879
K9,-0.06193026383472016
K10,-0.08226913175221671
K11,-0.1280315845665834
K12,-0.1483704524840797
K13,-0.2144717732159427
K14,-0.16362460342220192
K15,-0.01616781102035348
K16,-0.08735384873159073
K17,-0.17887875436032422
K18,-0.11786215060783511
K19,-0.15345516946345375
K20,-0.15853988644282788
K21,-0.1941329052984464
K22,-0.09752328269033879
K23,-1.099212527627033
K24,4.087198791334531
L1,-0.1941329052984464
L2,-0.22464120717469088
L3,-0.16362460342220192
L4,-0.17887875436032422
L5,-0.01616781102035348
L6,-0.22972592415406504
L7,-0.08735384873159073
L8,-0.1941329052984464
L9,-0.1331163015459574
L10,-0.20430233925719457
L11,-0.10260799966971304
L12,-0.20430233925719457
L13,-0.08735384873159073
L14,-0.03142196195847578
L15,-0.11277743362846109
L16,-0.09752328269033879
L17,-0.08735384873159073
L18,-0.18396347133969823
L19,-0.16362460342220192
L20,-0.19921762227782053
L21,-0.14328573550470558
L22,-0.1941329052984464
L23,-1.089043093668285
L24,3.731268602778345
M1,-0.21955649019531687
M2,-0.18904818831907236
M3,-0.20430233925719457
M4,-0.09243856571096476
M5,-0.16362460342220192
M6,-0.2093870562365687
M7,-0.16870932040157605
M8,-0.15853988644282788
M9,-0.18904818831907236
M10,-0.1941329052984464
M11,-0.17887875436032422
M12,-0.11277743362846109
M13,-0.19921762227782053
M14,-0.08226913175221671
M15,-0.17887875436032422
M16,-0.17379403738095006
M17,-0.18396347133969823
M18,-0.09243856571096476
M19,-0.19921762227782053
M20,-0.11786215060783511
M21,-0.17887875436032422
M22,-0.10769271664908706
M23,-1.104297244606407
M24,4.8804146401168875
N1,-0.13820101852533156
N2,-0.18904818831907236
N3,-0.26531894300968356
N4,-0.3059966788446762
N5,-0.17379403738095006
N6,-0.24498007509218722
N7,-0.19921762227782053
N8,-0.17887875436032422
N9,-0.21955649019531687
N10,-0.24498007509218722
N11,0.9194201131844778
N12,-0.2754883769684317
N13,-0.18396347133969823
N14,-0.12294686758720937
N15,-0.23989535811281318
N16,-0.23481064113343905
N17,-0.26531894300968356
N18,-0.22972592415406504
N19,-0.2144717732159427
N20,-0.23989535811281318
N21,-0.25514950905093536
N22,-0.351759131659043
N23,-1.1093819615857812
N24,4.575331621354443
O1,-0.1941329052984464
O2,-0.17887875436032422
O3,-0.23989535811281318
O4,-0.23989535811281318
O5,-0.19921762227782053
O6,-0.13820101852533156
O7,-0.23481064113343905
O8,-0.16870932040157605
O9,-0.18396347133969823
O10,-0.20430233925719457
O11,-0.21955649019531687
O12,-0.20430233925719457
O13,-0.17379403738095006
O14,-0.09243856571096476
O15,-0.13820101852533156
O16,-0.10260799966971304
O17,-0.2093870562365687
O18,-0.15853988644282788
O19,-0.19921762227782053
O20,-0.11277743362846109
O21,-0.16362460342220192
O22,-0.07209969779346843
O23,-1.0788736597095367
O24,6.939725016763391
P1,-0.2704036599890577
P2,-0.3263355467621725
P3,-0.22972592415406504
P4,-0.2093870562365687
P5,-0.18904818831907236
P6,-0.1941329052984464
P7,-0.16362460342220192
P8,-0.2704036599890577
P9,-0.3059966788446762
P10,-0.3212508297827985
P11,-0.25514950905093536
P12,-0.2754883769684317
P13,-0.23481064113343905
P14,-0.29582724488592804
P15,-0.28057309394780583
P16,-0.33650498072092067
P17,-0.34667441467966886
P18,-0.3059966788446762
P19,-0.23989535811281318
P20,-0.3110813958240503
P21,-0.16362460342220192
P22,0.049933509711509526
P23,-1.089043093668285
P24,5.05837973439498
A1,-0.15853988644282788
A2,-0.19921762227782053
A3,-0.06193026383472016
A4,-0.18396347133969823
A5,-0.15853988644282788
A6,-0.15345516946345375
A7,-0.15853988644282788
A8,-0.1941329052984464
A9,-0.0670149808140944
A10,-0.16870932040157605
A11,-0.37718271655591334
A12,-0.08226913175221671
A13,-0.11277743362846109
A14,-0.3161661128034244
A15,-0.05176082987597211
