index,z-score
A1,-0.12906979957082595
A2,-0.12467320567078177
A3,-0.4148484030736927
A4,-0.17303573857126697
A5,-0.29174377387245776
A6,-0.25217442877206087
A7,-0.2301914592718403
A8,-0.2389846470719285
A9,-0.22139827147175214
A10,-0.17303573857126697
A11,-0.26536421047219316
A12,-0.22139827147175214
A13,-0.22139827147175214
A14,-0.2741573982722814
A15,-0.2697608043722372
A16,-0.15984595687113465
A17,-0.21700167757170796
A18,-0.058724297170120204
A19,-0.19501870807148752
A20,-0.2389846470719285
A21,-0.17743233247131102
A22,7.89031747410962
A23,-0.8808873564783677
A24,5.762366026488274
B1,-0.04553451546998789
B2,-0.15984595687113465
B3,0.042397362530894114
B4,-0.13346639347087003
B5,-0.08950045447042902
B6,-0.10708683007060539
B7,-0.04113792156994383
B8,-0.1510527690710464
B9,-0.10269023617056133
B10,-0.1510527690710464
B11,-0.1510527690710464
B12,-0.19062211417144334
B13,-0.14225958127095828
B14,-0.1686391446712229
B15,-0.036741327669899765
B16,-0.17743233247131102
B17,-0.11588001787069364
B18,-0.08950045447042902
B19,-0.02794813986981152
B20,-0.12467320567078177
B21,-0.19501870807148752
B22,0.23584749413283473
B23,-0.4016586213735604
B24,4.254334318773146
C1,-0.14225958127095828
C2,0.03800076863085005
C3,-0.08950045447042902
C4,-0.08950045447042902
C5,-0.2126050836716639
C6,-0.23458805317188447
C7,-0.19062211417144334
C8,-0.18622552027139927
C9,-0.13346639347087003
C10,-0.12027661177073772
C11,-0.20820848977161985
C12,-0.14225958127095828
C13,-0.2126050836716639
C14,-0.11148342397064946
C15,-0.19062211417144334
C16,-0.08510386057038483
C17,-0.23458805317188447
C18,-0.2301914592718403
C19,-0.23458805317188447
C20,-0.19501870807148752
C21,-0.2126050836716639
C22,-0.1994153019715316
C23,-0.8808873564783677
C24,4.438991262574998
D1,-0.12467320567078177
D2,-0.1378629873709141
D3,-0.11148342397064946
D4,-0.09389704837047308
D5,-0.11148342397064946
D6,-0.11588001787069364
D7,-0.06312089107016439
D8,-0.1686391446712229
D9,-0.11588001787069364
D10,-0.13346639347087003
D11,-0.10269023617056133
D12,-0.12467320567078177
D13,-0.12467320567078177
D14,-0.16424255077117872
D15,-0.08950045447042902
D16,-0.1378629873709141
D17,-0.21700167757170796
D18,-0.19501870807148752
D19,-0.12467320567078177
D20,-0.22579486537179622
D21,-0.25217442877206087
D22,-0.3181233372727224
D23,-0.9292498893788529
D24,3.7179498629677648
E1,-0.16424255077117872
E2,-0.08510386057038483
E3,-0.05432770327007614
E4,-0.04553451546998789
E5,-0.1378629873709141
E6,-0.09829364227051715
E7,-0.12467320567078177
E8,-0.09389704837047308
E9,-0.1510527690710464
E10,-0.02794813986981152
E11,-0.08950045447042902
E12,0.0028280174304971734
