index,z-score
A1,-0.11939570828675006
A2,-0.022821423297948784
A3,-0.066969667864258
A4,-0.03385848443952607
A5,-0.07524746372044092
A6,-0.06421040257886364
A7,-0.10008085128898986
A8,-0.05593260672268072
A9,-0.1331920347137217
A10,-0.4394704813924915
A11,-0.15802542228227062
A12,-0.1414698305699047
A13,-0.16630321813845356
A14,-0.11111791243056714
A15,-0.19113660570700247
A16,-0.14974762642608763
A17,-0.152506891711482
A18,-0.1414698305699047
A19,-0.1800995445654252
A20,-0.16906248342384791
A21,-0.16630321813845356
A22,-0.18561807513621384
A23,-0.6878043570779805
A24,5.128726864533251
B1,-0.15802542228227062
B2,-0.1800995445654252
B3,-0.14974762642608763
B4,-0.13595129999911607
B5,-0.11387717771596141
B6,-0.16078468756766492
B7,-0.15802542228227062
B8,-0.1414698305699047
B9,-0.11111791243056714
B10,-0.1718217487092422
B11,-0.12767350414293305
B12,-0.12215497357214442
B13,-0.13595129999911607
B14,-0.2076921974193684
B15,-0.16630321813845356
B16,-0.21596999327555141
B17,-0.152506891711482
B18,-0.24908117670028326
B19,-0.16906248342384791
B20,-0.2076921974193684
B21,-0.15802542228227062
B22,-0.23252558498791734
B23,-0.6960821529341634
B24,3.9891503016653957
C1,-0.1718217487092422
C2,-0.1331920347137217
C3,-0.16630321813845356
C4,-0.07800672900583529
C5,-0.14974762642608763
C6,-0.11939570828675006
C7,-0.13871056528451034
C8,-0.14698836114069336
C9,-0.11939570828675006
C10,-0.15802542228227062
C11,-0.16354395285305928
C12,-0.16354395285305928
C13,-0.1718217487092422
C14,-0.11663644300135578
C15,-0.18285880985081948
C16,-0.13595129999911607
C17,-0.1994144015631854
C18,-0.2076921974193684
C19,-0.17458101399463655
C20,-0.16906248342384791
C21,-0.20493293213397404
C22,-0.19389587099239677
C23,-0.6988414182195578
C24,4.9631709474095915
D1,-0.17458101399463655
D2,-0.19389587099239677
D3,-0.16354395285305928
D4,-0.2076921974193684
D5,-0.16906248342384791
D6,-0.16906248342384791
D7,-0.1414698305699047
D8,-0.1800995445654252
D9,-0.18285880985081948
D10,-0.19665513627779113
D11,-0.1331920347137217
D12,-0.2187292585609457
D13,-0.13871056528451034
D14,-0.21596999327555141
D15,-0.12767350414293305
D16,-0.17458101399463655
D17,-0.15802542228227062
D18,-0.26287750312725483
D19,-0.13871056528451034
D20,-0.2270070544171287
D21,-0.22424778913173435
D22,-0.24356264612949463
D23,-0.6822858265071918
D24,4.209891524496942
E1,-0.17734027928003085
E2,-0.14974762642608763
E3,-0.16078468756766492
E4,-0.17734027928003085
E5,-0.1800995445654252
E6,-0.22976631970252298
E7,-0.11663644300135578
E8,-0.12215497357214442
E9,-0.14974762642608763
E10,-0.1414698305699047
E11,-0.17458101399463655
E12,-0.16354395285305928
E13,-0.12215497357214442
E14,-0.14698836114069336
E15,-0.16630321813845356
E16,-0.15526615699687626
E17,-0.22424778913173435
E18,-0.1800995445654252
E19,-0.19665513627779113
