index,z-score
A1,-0.15162668051279968
A2,-0.14795644316301937
A3,-0.14061596846345875
A4,-0.15529691786258001
A5,-0.11492430701499648
A6,-0.04886003471895059
A7,-0.04886003471895059
A8,-0.07088145881763255
A9,-0.14428620581323906
A10,-0.026838610620268624
A11,-0.07822193351719317
A12,-0.03417908531982934
A13,-0.1259350190643374
A14,-0.0525302720687309
A15,-0.11859454436477679
A16,-0.09657312026609483
A17,-0.31311712390313406
A18,-0.1259350190643374
A19,-0.11125406966521617
A20,-0.1222647817145571
A21,-0.16263739256214071
A22,0.1456625448194066
A23,-0.7865777420247959
A24,4.399467633214803
B1,-0.08189217086697358
B2,-0.15162668051279968
B3,-0.13327549376389813
B4,-0.15162668051279968
B5,-0.17731834196126198
B6,-0.1222647817145571
B7,-0.10758383231543585
B8,-0.1919992913603833
B9,-0.1919992913603833
B10,-0.18465881666082268
B11,-0.1222647817145571
B12,-0.13694573111367844
B13,-0.1222647817145571
B14,-0.16263739256214071
B15,-0.15162668051279968
B16,-0.14428620581323906
B17,-0.17731834196126198
B18,-0.21402071545906526
B19,-0.1259350190643374
B20,-0.1222647817145571
B21,-0.13327549376389813
B22,-0.2654040383559898
B23,-0.7829075046750157
B24,3.823240369299292
C1,-0.16630762991192102
C2,-0.16630762991192102
C3,-0.19933976605994394
C4,-0.16630762991192102
C5,-0.17364810461148164
C6,-0.13694573111367844
C7,-0.17364810461148164
C8,-0.18465881666082268
C9,-0.188329054010603
C10,-0.14795644316301937
C11,-0.14795644316301937
C12,-0.19566952871016363
C13,-0.18465881666082268
C14,-0.1259350190643374
C15,-0.16263739256214071
C16,-0.16630762991192102
C17,-0.1589671552123604
C18,-0.15529691786258001
C19,-0.17731834196126198
C20,-0.17731834196126198
C21,-0.324127835952475
C22,-0.20301000340972425
C23,-0.764556317926114
C24,4.612341399502062
D1,-0.10758383231543585
D2,-0.13327549376389813
D3,-0.1259350190643374
D4,-0.21035047810928495
D5,-0.10391359496565546
D6,-0.14795644316301937
D7,-0.16630762991192102
D8,-0.18465881666082268
D9,-0.14795644316301937
D10,-0.2213611901586259
D11,-0.18465881666082268
D12,-0.2617338010062095
D13,-0.13327549376389813
D14,-0.188329054010603
D15,-0.18098857931104229
D16,-0.17364810461148164
D17,-0.20668024075950456
D18,-0.20301000340972425
D19,-0.11125406966521617
D20,-0.19933976605994394
D21,-0.18098857931104229
D22,-0.2727445130555504
D23,-0.764556317926114
D24,4.13521054403062
E1,-0.15529691786258001
E2,-0.14795644316301937
E3,-0.18098857931104229
E4,-0.188329054010603
E5,-0.15529691786258001
E6,-0.14795644316301937
E7,-0.15529691786258001
E8,-0.14428620581323906
E9,-0.1919992913603833
E10,-0.1919992913603833
E11,-0.15162668051279968
E12,-0.14428620581323906
E13,-0.1919992913603833
E14,-0.13327549376389813
E15,-0.15529691786258001
E16,-0.09657312026609483
E17,-0.16263739256214071
E18,-0.20301000340972425
E19,-0.1919992913603833
E20,-0.14428620581323906
E21,-0.19933976605994394
E22,-0.2213611901586259
E23,-0.7755670299754549
E24,4.718778282645692
F1,-0.14428620581323906
F2,-0.18098857931104229
F3,-0.15162668051279968
F4,-0.17364810461148164
F5,-0.17364810461148164
F6,-0.2176909528088456
F7,-0.11492430701499648
F8,-0.1919992913603833
F9,-0.1919992913603833
F10,-0.21402071545906526
F11,-0.14795644316301937
F12,-0.22870166485818652
F13,-0.188329054010603
F14,-0.16263739256214071
F15,-0.16630762991192102
F16,-0.24338261425730787
F17,-0.188329054010603
F18,-0.20301000340972425
F19,-0.17731834196126198
F20,-0.25806356365642913
F21,-0.1919992913603833
F22,-0.25072308895686846
F23,-0.7682265552758943
F24,4.1902641042773245
G1,-0.23971237690752756
G2,-0.11125406966521617
G3,-0.16630762991192102
G4,-0.15162668051279968
G5,-0.16263739256214071
G6,-0.13327549376389813
