,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,7200
958,E,0.030729833546734954,0.08322663252240717,0.08450704225352113,0.07170294494238157,0.07682458386683738,0.0998719590268886,0.12548015364916773,0.10499359795134443,0.10499359795134443,0.1293213828425096,0.13188220230473752,0.1357234314980794,0.12804097311139565,0.13956466069142126,0.1088348271446863,0.09859154929577464,0.1088348271446863,0.09603072983354674,0.11395646606914213,0.088348271446863,0.07554417413572344,0.10627400768245839,0.6683738796414853,0.8809218950064021,,,,
959,F,0.05377720870678617,0.06274007682458387,0.07682458386683738,0.10371318822023047,0.11651728553137004,0.0973111395646607,0.13060179257362356,0.13444302176696543,0.10499359795134443,0.11011523687580026,0.13700384122919335,0.13316261203585147,0.13700384122919335,0.11011523687580026,0.1523687580025608,0.11523687580025609,0.14212548015364918,0.08962868117797695,0.09859154929577464,0.10115236875800256,0.06402048655569782,0.10499359795134443,0.9244558258642765,1.0,,,,
960,G,0.06402048655569782,0.05505761843790013,0.06145966709346991,0.07426376440460948,0.08450704225352113,0.09090909090909091,0.10371318822023047,0.07682458386683738,0.11651728553137004,0.0973111395646607,0.09475032010243278,0.1293213828425096,0.10499359795134443,0.11907810499359796,0.10243277848911651,0.0973111395646607,0.09603072983354674,0.08706786171574904,0.08706786171574904,0.06017925736235595,0.07426376440460948,0.09346991037131883,0.8898847631241997,0.912932138284251,,,,
961,H,0.03841229193341869,0.058898847631242,0.06145966709346991,0.06914212548015365,0.06402048655569782,0.07554417413572344,0.09859154929577464,0.06402048655569782,0.09218950064020487,0.11139564660691421,0.08450704225352113,0.1293213828425096,0.10243277848911651,0.09475032010243278,0.10115236875800256,0.0998719590268886,0.12163892445582586,0.08450704225352113,0.09090909090909091,0.07426376440460948,0.09346991037131883,0.08578745198463508,0.8553137003841229,0.9026888604353394,,,,
962,I,0.023047375160051217,0.052496798975672214,0.05121638924455826,0.04225352112676056,0.0678617157490397,0.08194622279129321,0.07170294494238157,0.08578745198463508,0.0973111395646607,0.08962868117797695,0.08066581306017925,0.10243277848911651,0.09859154929577464,0.10755441741357234,0.11011523687580026,0.1088348271446863,0.11139564660691421,0.0678617157490397,0.0973111395646607,0.06402048655569782,0.04353393085787452,0.06402048655569782,0.8412291933418694,0.8719590268886044,,,,
963,J,0.03969270166453265,0.03329065300896287,0.04225352112676056,0.06530089628681178,0.06402048655569782,0.07042253521126761,0.08066581306017925,0.0973111395646607,0.0998719590268886,0.07682458386683738,0.014084507042253521,0.10627400768245839,0.07810499359795134,0.10371318822023047,0.10371318822023047,0.10371318822023047,0.11011523687580026,0.07426376440460948,0.06530089628681178,0.06530089628681178,0.06145966709346991,0.06017925736235595,0.8796414852752881,0.8207426376440461,,,,
964,K,0.02176696542893726,0.04737516005121639,0.046094750320102434,0.06145966709346991,0.09859154929577464,0.07298335467349552,0.08450704225352113,0.0973111395646607,0.09603072983354674,0.10371318822023047,0.09475032010243278,0.11651728553137004,0.10243277848911651,0.10115236875800256,0.11523687580025609,0.10371318822023047,0.117797695262484,0.10243277848911651,0.07170294494238157,0.03329065300896287,0.07426376440460948,0.056338028169014086,0.967989756722151,0.882202304737516,,,,
965,L,0.014084507042253521,0.052496798975672214,0.03841229193341869,0.05761843790012804,0.06402048655569782,0.0499359795134443,0.07170294494238157,0.08322663252240717,0.07682458386683738,0.0998719590268886,0.08706786171574904,0.08450704225352113,0.10115236875800256,0.11011523687580026,0.13060179257362356,0.0793854033290653,0.09218950064020487,0.08066581306017925,0.08066581306017925,0.0678617157490397,0.08194622279129321,0.07554417413572344,0.9014084507042254,0.9052496798975672,,,,
966,M,0.015364916773367477,0.05505761843790013,0.056338028169014086,0.04353393085787452,0.07170294494238157,0.04865556978233035,0.08450704225352113,0.06530089628681178,0.10499359795134443,0.0998719590268886,0.08578745198463508,0.10499359795134443,0.10243277848911651,0.08578745198463508,0.088348271446863,0.088348271446863,0.09218950064020487,0.08194622279129321,0.06530089628681178,0.07682458386683738,0.07426376440460948,0.07298335467349552,0.9078104993597952,0.9257362355953905,,,,
967,N,0.020486555697823303,0.05377720870678617,0.03841229193341869,0.03841229193341869,0.06017925736235595,0.056338028169014086,0.08450704225352113,0.07554417413572344,0.07426376440460948,0.09475032010243278,0.08194622279129321,0.09090909090909091,0.07042253521126761,0.0973111395646607,0.08322663252240717,0.09218950064020487,0.09603072983354674,0.06274007682458387,0.05761843790012804,0.05505761843790013,0.052496798975672214,0.07170294494238157,0.8975672215108835,0.9449423815620999,,,,
968,O,0.005121638924455826,0.04737516005121639,0.034571062740076826,0.0499359795134443,0.06530089628681178,0.05761843790012804,0.07170294494238157,0.05377720870678617,0.07170294494238157,0.08322663252240717,0.07042253521126761,0.07426376440460948,0.08322663252240717,0.06017925736235595,0.09475032010243278,0.040973111395646605,0.06530089628681178,0.058898847631242,0.04865556978233035,0.06145966709346991,0.03585147247119078,0.052496798975672214,0.9884763124199744,0.9615877080665813,,,,
969,P,0.0,0.03585147247119078,0.028169014084507043,0.03585147247119078,0.04737516005121639,0.03713188220230474,0.0499359795134443,0.05505761843790013,0.05377720870678617,0.04481434058898848,0.03969270166453265,0.06145966709346991,0.028169014084507043,0.058898847631242,0.05761843790012804,0.05505761843790013,0.0499359795134443,0.034571062740076826,0.05121638924455826,0.04737516005121639,0.024327784891165175,0.056338028169014086,0.8604353393085787,0.9449423815620999,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
973,19,1,H2060238,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:17,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
977,19,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
981,A,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
982,B,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
983,C,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
984,D,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
985,E,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
986,F,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
987,G,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
988,H,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
989,I,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
990,J,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
991,K,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
992,L,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
993,M,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
994,N,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
995,O,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
996,P,0.554363195,0.554363195,,,,,,,,,,,,,,,,,,,,,0.554363195,0.554363195,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
1000,19,1,H2060238,14.01,17.52,17.52,40.9,40.7,17.82,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:17,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
1004,19,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
1008,A,0.040123456790123455,0.024691358024691357,0.038580246913580245,0.037037037037037035,0.06481481481481481,0.037037037037037035,0.06172839506172839,0.044753086419753084,0.08950617283950617,0.06635802469135803,0.05555555555555555,0.043209876543209874,0.05555555555555555,0.07561728395061729,0.05092592592592592,0.05709876543209876,0.06327160493827161,0.044753086419753084,0.05864197530864197,0.016975308641975308,0.046296296296296294,0.012345679012345678,0.7145061728395061,0.7515432098765432,,,,
1009,B,0.012345679012345678,0.030864197530864196,0.041666666666666664,0.033950617283950615,0.05092592592592592,0.08487654320987655,0.06635802469135803,0.06018518518518518,0.041666666666666664,0.08796296296296297,0.06327160493827161,0.06944444444444445,0.09259259259259259,0.07561728395061729,0.06018518518518518,0.11574074074074074,0.041666666666666664,0.05401234567901234,0.06944444444444445,0.06172839506172839,0.032407407407407406,0.018518518518518517,0.7438271604938271,0.6697530864197531,,,,
1010,C,0.029320987654320986,0.032407407407407406,0.029320987654320986,0.04938271604938271,0.05709876543209876,0.07407407407407407,0.044753086419753084,0.06481481481481481,0.06481481481481481,0.08487654320987655,0.05555555555555555,0.07561728395061729,0.07716049382716049,0.06327160493827161,0.06481481481481481,0.06327160493827161,0.05092592592592592,0.037037037037037035,0.08333333333333333,0.030864197530864196,0.041666666666666664,0.05092592592592592,0.6975308641975309,0.5972222222222222,,,,
1011,D,0.009259259259259259,0.024691358024691357,0.05246913580246913,0.05401234567901234,0.05555555555555555,0.07407407407407407,0.09259259259259259,0.08796296296296297,0.07098765432098765,0.08179012345679013,0.08950617283950617,0.09259259259259259,0.06635802469135803,0.09104938271604938,0.08333333333333333,0.09104938271604938,0.06018518518518518,0.06635802469135803,0.08179012345679013,0.07098765432098765,0.04938271604938271,0.07561728395061729,0.7932098765432098,0.7191358024691358,,,,
1012,E,0.046296296296296294,0.09722222222222222,0.047839506172839504,0.09567901234567901,0.0941358024691358,0.09104938271604938,0.12654320987654322,0.08333333333333333,0.13580246913580246,0.11728395061728394,0.11419753086419752,0.11728395061728394,0.11882716049382716,0.12654320987654322,0.14351851851851852,0.0941358024691358,0.11419753086419752,0.08179012345679013,0.11728395061728394,0.05864197530864197,0.041666666666666664,0.10339506172839506,0.9490740740740741,0.8070987654320988,,,,
1013,F,0.06481481481481481,0.08179012345679013,0.08024691358024691,0.06481481481481481,0.11419753086419752,0.08950617283950617,0.13580246913580246,0.11419753086419752,0.125,0.10030864197530864,0.1095679012345679,0.11728395061728394,0.10493827160493827,0.11265432098765432,0.12037037037037036,0.08796296296296297,0.11265432098765432,0.0941358024691358,0.09259259259259259,0.09104938271604938,0.06790123456790123,0.12037037037037036,0.8348765432098766,0.8765432098765432,,,,
1014,G,0.044753086419753084,0.041666666666666664,0.05709876543209876,0.07253086419753087,0.11882716049382716,0.09722222222222222,0.10339506172839506,0.0787037037037037,0.10185185185185185,0.09876543209876543,0.13271604938271606,0.1111111111111111,0.0941358024691358,0.11419753086419752,0.08796296296296297,0.10185185185185185,0.10493827160493827,0.08024691358024691,0.09104938271604938,0.0787037037037037,0.07253086419753087,0.10493827160493827,0.8379629629629629,0.9120370370370371,,,,
1015,H,0.05246913580246913,0.06944444444444445,0.06172839506172839,0.06327160493827161,0.09567901234567901,0.08641975308641975,0.08024691358024691,0.11574074074074074,0.10648148148148148,0.08333333333333333,0.09259259259259259,0.10648148148148148,0.10030864197530864,0.08333333333333333,0.10802469135802469,0.10648148148148148,0.07716049382716049,0.08796296296296297,0.09104938271604938,0.10185185185185185,0.06944444444444445,0.10030864197530864,0.9398148148148148,0.8379629629629629,,,,
1016,I,0.035493827160493825,0.06481481481481481,0.05246913580246913,0.06481481481481481,0.046296296296296294,0.07253086419753087,0.07407407407407407,0.06172839506172839,0.08950617283950617,0.11728395061728394,0.10030864197530864,0.08487654320987655,0.029320987654320986,0.09722222222222222,0.07407407407407407,0.09722222222222222,0.08950617283950617,0.06327160493827161,0.07407407407407407,0.05401234567901234,0.06944444444444445,0.07561728395061729,0.8148148148148148,0.9074074074074074,,,,
1017,J,0.027777777777777776,0.024691358024691357,0.026234567901234566,0.046296296296296294,0.09104938271604938,0.06172839506172839,0.07561728395061729,0.13425925925925927,0.08487654320987655,0.08950617283950617,0.10185185185185185,0.08641975308641975,0.08641975308641975,0.1574074074074074,0.10339506172839506,0.046296296296296294,0.09567901234567901,0.09259259259259259,0.07098765432098765,0.043209876543209874,0.046296296296296294,0.07716049382716049,0.9506172839506173,0.816358024691358,,,,
1018,K,0.044753086419753084,0.05709876543209876,0.05709876543209876,0.043209876543209874,0.0787037037037037,0.07253086419753087,0.08796296296296297,0.10493827160493827,0.12037037037037036,0.09876543209876543,0.09722222222222222,0.12345679012345678,0.09876543209876543,0.11882716049382716,0.08487654320987655,0.07561728395061729,0.10339506172839506,0.09876543209876543,0.08796296296296297,0.08487654320987655,0.06481481481481481,0.0787037037037037,1.0,0.9058641975308642,,,,
1019,L,0.05555555555555555,0.004629629629629629,0.05709876543209876,0.05555555555555555,0.06481481481481481,0.06018518518518518,0.0787037037037037,0.10185185185185185,0.0941358024691358,0.08641975308641975,0.029320987654320986,0.09567901234567901,0.09567901234567901,0.09104938271604938,0.08950617283950617,0.08179012345679013,0.09567901234567901,0.08641975308641975,0.08024691358024691,0.0941358024691358,0.04938271604938271,0.05246913580246913,0.8996913580246914,0.8580246913580247,,,,
1020,M,0.038580246913580245,0.05246913580246913,0.05092592592592592,0.05246913580246913,0.06635802469135803,0.05864197530864197,0.08641975308641975,0.0941358024691358,0.06018518518518518,0.09104938271604938,0.09876543209876543,0.09259259259259259,0.1095679012345679,0.1095679012345679,0.10030864197530864,0.0941358024691358,0.11574074074074074,0.08641975308641975,0.11265432098765432,0.044753086419753084,0.046296296296296294,0.0787037037037037,0.8580246913580247,0.9737654320987654,,,,
1021,N,0.0,0.05401234567901234,0.026234567901234566,0.040123456790123455,0.046296296296296294,0.041666666666666664,0.05555555555555555,0.07253086419753087,0.05709876543209876,0.04938271604938271,0.07561728395061729,0.08024691358024691,0.07716049382716049,0.07253086419753087,0.10802469135802469,0.06327160493827161,0.07561728395061729,0.07407407407407407,0.016975308641975308,0.06018518518518518,0.027777777777777776,0.0787037037037037,0.8410493827160493,0.816358024691358,,,,
1022,O,0.004629629629629629,0.033950617283950615,0.10339506172839506,0.033950617283950615,0.04938271604938271,0.06635802469135803,0.05709876543209876,0.06481481481481481,0.08333333333333333,0.06481481481481481,0.06481481481481481,0.046296296296296294,0.10185185185185185,0.08333333333333333,0.08641975308641975,0.0787037037037037,0.08333333333333333,0.032407407407407406,0.08333333333333333,0.040123456790123455,0.046296296296296294,0.07253086419753087,0.8533950617283951,0.9521604938271605,,,,
1023,P,0.013888888888888888,0.032407407407407406,0.026234567901234566,0.021604938271604937,0.035493827160493825,0.037037037037037035,0.05401234567901234,0.027777777777777776,0.046296296296296294,0.05709876543209876,0.05401234567901234,0.07716049382716049,0.06172839506172839,0.07098765432098765,0.06790123456790123,0.06944444444444445,0.05246913580246913,0.05864197530864197,0.026234567901234566,0.05864197530864197,0.032407407407407406,0.041666666666666664,0.9552469135802469,0.9290123456790124,,,,
1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
1027,20,1,H2060240,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:18,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
1031,20,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
1035,A,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1036,B,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1037,C,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1038,D,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1039,E,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1040,F,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1041,G,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1042,H,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1043,I,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1044,J,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1045,K,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1046,L,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1047,M,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1048,N,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1049,O,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1050,P,0.67824173,0.67824173,,,,,,,,,,,,,,,,,,,,,0.67824173,0.67824173,,,,
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
