,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
1,1,H2060210,14.01,17.61,17.72,40.4,40.3,18,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:33,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,
4,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
5,Jez US LUM 384 (cps),0,24,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,
8,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
9,0.019520851818988466,0.018633540372670808,0.025732031943212066,0.018633540372670808,0.03371783496007098,0.03992901508429459,0.04525288376220053,0.05146406388642413,0.03992901508429459,0.03460514640638864,0.049689440993788817,0.03460514640638864,0.04614019520851819,0.037267080745341616,0.0417036379769299,0.037267080745341616,0.043478260869565216,0.049689440993788817,0.029281277728482696,0.027506654835847383,0.032830523513753325,0.04259094942324756,0.6645962732919255,0.7213842058562555
10,0.023957409050576754,0.023070097604259095,0.04791481810115351,0.05323868677905945,0.01685891748003549,0.05323868677905945,0.044365572315882874,0.05678793256433008,0.16415261756876665,0.05856255545696539,0.07009760425909495,0.0417036379769299,0.09582963620230701,0.07630878438331855,0.023957409050576754,0.022182786157941437,0.05235137533274179,0.05856255545696539,0.064773735581189,0.043478260869565216,0.04614019520851819,0.06654835847382432,0.7196095829636202,0.7151730257320319
11,0.03194321206743567,0.027506654835847383,0.048802129547471165,0.04791481810115351,0.04259094942324756,0.05944986690328305,0.026619343389529725,0.08163265306122448,0.07453416149068323,0.08873114463176575,0.06921029281277728,0.064773735581189,0.023070097604259095,0.07364685004436557,0.08429458740017746,0.06743566992014197,0.06388642413487133,0.06921029281277728,0.05678793256433008,0.064773735581189,0.05678793256433008,0.06388642413487133,0.7293700088731144,0.6752440106477373
12,0.04791481810115351,0.05678793256433008,0.050576752440106475,0.07187222715173026,0.0354924578527063,0.08074534161490683,0.06743566992014197,0.07453416149068323,0.09760425909494233,0.08518189884649512,0.08695652173913043,0.08518189884649512,0.0834072759538598,0.031055900621118012,0.064773735581189,0.08606921029281278,0.08606921029281278,0.06654835847382432,0.04259094942324756,0.0709849157054126,0.05678793256433008,0.07364685004436557,0.7834960070984915,0.6486246672582077
13,0.05678793256433008,0.03460514640638864,0.043478260869565216,0.07187222715173026,0.11180124223602485,0.11091393078970718,0.06388642413487133,0.11712511091393078,0.10736468500443656,0.0878438331854481,0.10559006211180125,0.09494232475598935,0.14640638864241348,0.10470275066548358,0.12777284826974267,0.12156166814551908,0.129547471162378,0.13753327417923691,0.6601597160603372,0.10736468500443656,0.12688553682342502,0.1126885536823425,1.0,0.7533274179236912
14,0.05944986690328305,0.06654835847382432,0.08606921029281278,0.09050576752440107,0.10470275066548358,0.11801242236024845,0.10470275066548358,0.11091393078970718,0.12599822537710736,0.11091393078970718,0.1251109139307897,0.11535048802129548,0.2023070097604259,0.12777284826974267,0.1233362910381544,0.12244897959183673,0.11446317657497782,0.13664596273291926,0.14108251996450755,0.11801242236024845,0.12866015971606035,0.12244897959183673,0.7817213842058562,0.7249334516415262
