,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
375,P,-0.2475391953922673,-0.12357070852216537,-0.20105101281597906,-0.02284631294020741,-0.015098282510825895,-0.08483055637525837,-0.10032661723402111,-0.07708252594587686,-0.046090404228351374,-0.2165470736747418,-0.02284631294020741,-0.015098282510825895,-0.06933449551649563,0.07013005221236904,-0.030594343369588637,-0.09257858680463989,-0.10032661723402111,-0.061586465087114114,-0.12357070852216537,-0.10807464766340262,-0.09257858680463989,-0.23204313453350456,2.8051847937839947,2.8749170676484264,-1.5724523988164822,-1.5724523988164822,-1.5724523988164822,-1.5724523988164822
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
379,8,1,H2060264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 17:59,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
383,8,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
387,A,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
388,B,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
389,C,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
390,D,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
391,E,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
392,F,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
393,G,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
394,H,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
395,I,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
396,J,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
397,K,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
398,L,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
399,M,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
400,N,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
401,O,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
402,P,0.607191607,0.607191607,,,,,,,,,,,,,,,,,,,,,0.607191607,0.607191607,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
406,8,1,H2060264,14.01,17.51,17.62,42.3,42,17.9,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:59,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
410,8,Jez US LUM 384 (cps),0,4,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
414,A,-0.22259917022038944,-0.18536540733598322,-0.16674852589378011,-0.15433727159897814,-0.12951476300937403,-0.1729541530411811,-0.06745849153536373,-0.16054289874637914,-0.11089788156717094,-0.148131644451577,-0.0798697458301657,-0.042635982945759494,-0.20398228877818633,-0.1729541530411811,-0.17915978018858225,-0.2350104245151914,-0.148131644451577,-0.20398228877818633,-0.148131644451577,-0.16054289874637914,-0.17915978018858225,-0.2163935430729883,2.886420030627525,3.4821602367780238,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
415,B,-0.24742167880999355,-0.1729541530411811,1.1364331750604355,-0.10469225441976981,-0.11710350871457192,-0.15433727159897814,-0.07366411868276472,-0.06125286438796274,-0.08607537297756684,-0.030224728650957516,-0.030224728650957516,-0.042635982945759494,-0.19157103448338422,-0.07366411868276472,-0.148131644451577,-0.09848662727236882,-0.10469225441976981,-0.16054289874637914,-0.22259917022038944,-0.2598329331047955,-0.2536273059573945,-0.18536540733598322,2.3589417230984377,2.7623074876795046,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
416,C,-0.11089788156717094,-0.07366411868276472,-0.06125286438796274,-0.0798697458301657,-0.0798697458301657,-0.09848662727236882,-0.08607537297756684,-0.01781347435615554,-0.0798697458301657,-0.0798697458301657,0.019420288528250677,-0.011607847208754548,-0.05504723724056175,-0.042635982945759494,0.02562591567565167,-0.03643035579835851,-0.09848662727236882,-0.09228100012496783,-0.18536540733598322,-0.16674852589378011,-0.3343004588736078,-0.1729541530411811,2.5140824017834635,2.4644373846042558,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
417,D,-0.19777666163078522,-0.13572039015677503,-0.11710350871457192,-0.17915978018858225,-0.06125286438796274,0.019420288528250677,0.044242797117854914,0.02562591567565167,-0.03643035579835851,0.09388781429706311,-0.042635982945759494,0.03183154282305266,-0.0798697458301657,-0.01781347435615554,-0.09848662727236882,-0.13572039015677503,-0.09228100012496783,-0.12330913586197291,-0.2350104245151914,-0.15433727159897814,-0.27224418739959766,-0.1729541530411811,2.7374849790899,2.9608875563963375,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
418,E,-0.07366411868276472,0.050448424265255906,-0.011607847208754548,0.3234960187509011,0.09388781429706311,0.1000934414444641,0.08147656000226085,0.06285967856005788,0.09388781429706311,0.09388781429706311,0.18076659436067724,0.1497384586236723,0.07527093285485986,0.12491595003406805,0.13112157718146905,0.03183154282305266,0.18697222150807852,0.019420288528250677,-0.12951476300937403,-0.024019101503556527,-0.042635982945759494,-0.048841610093160764,3.1594676251131704,2.9732988106911393,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
419,F,-0.024019101503556527,0.05665405141265689,-0.011607847208754548,0.007009034233448699,0.05665405141265689,-0.030224728650957516,0.11250469573926608,0.05665405141265689,0.16214971291847427,0.15594408577107327,0.1931778486554795,0.16835534006587527,0.13732720432887033,0.044242797117854914,0.1497384586236723,0.03183154282305266,0.06906530570745888,0.06906530570745888,0.06285967856005788,0.02562591567565167,-0.07366411868276472,-0.09848662727236882,3.103616980786561,3.4014870838618103,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
420,G,-0.148131644451577,-0.005402220061353559,-0.0798697458301657,-0.01781347435615554,0.08147656000226085,-0.11710350871457192,0.12491595003406805,0.18076659436067724,0.16835534006587527,0.038037169970453644,-0.030224728650957516,0.12491595003406805,0.019420288528250677,0.13112157718146905,0.038037169970453644,-0.07366411868276472,0.044242797117854914,-0.10469225441976981,-0.048841610093160764,-0.09228100012496783,-0.09848662727236882,-0.09228100012496783,3.2153182694397797,3.382870202419607,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
421,H,-0.16674852589378011,-0.011607847208754548,-0.005402220061353559,0.007009034233448699,0.1000934414444641,0.007009034233448699,0.1931778486554795,-0.11710350871457192,0.12491595003406805,0.1435328314762713,0.050448424265255906,0.1000934414444641,0.08147656000226085,0.07527093285485986,0.06906530570745888,-0.030224728650957516,0.09388781429706311,0.019420288528250677,-0.11089788156717094,-0.0798697458301657,-0.06125286438796274,-0.0798697458301657,3.2401407780293834,3.2029070151449774,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
422,I,-0.12330913586197291,-0.048841610093160764,-0.09228100012496783,0.007009034233448699,-0.11710350871457192,-0.011607847208754548,-0.05504723724056175,0.02562591567565167,0.038037169970453644,0.038037169970453644,-0.048841610093160764,-0.030224728650957516,-0.024019101503556527,-0.148131644451577,-0.05504723724056175,-0.005402220061353559,0.0008034070860477096,-0.06745849153536373,-0.06125286438796274,-0.024019101503556527,-0.12951476300937403,-0.07366411868276472,3.221523896587181,3.4201039653040137,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
423,J,-0.1729541530411811,-0.14192601730417603,-0.11089788156717094,-0.042635982945759494,-0.09228100012496783,-0.03643035579835851,-0.19157103448338422,0.02562591567565167,0.06285967856005788,-0.05504723724056175,-0.01781347435615554,0.019420288528250677,-0.01781347435615554,0.019420288528250677,-0.024019101503556527,-0.09228100012496783,-0.030224728650957516,-0.0798697458301657,0.3855522902249113,-0.09228100012496783,-0.24742167880999355,-0.12330913586197291,3.178084506555374,2.9298594206593322,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
424,K,-0.20398228877818633,-0.0798697458301657,-0.011607847208754548,-0.01781347435615554,0.06906530570745888,0.044242797117854914,0.15594408577107327,-0.005402220061353559,0.08768218714966185,-0.011607847208754548,0.02562591567565167,0.03183154282305266,0.0008034070860477096,0.03183154282305266,-0.042635982945759494,0.02562591567565167,0.044242797117854914,-0.0798697458301657,-0.08607537297756684,-0.05504723724056175,-0.19157103448338422,-0.05504723724056175,3.264963286618988,3.289785795208592,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
425,L,-0.16054289874637914,-0.14192601730417603,-0.024019101503556527,-0.042635982945759494,-0.030224728650957516,-0.005402220061353559,0.050448424265255906,-0.05504723724056175,0.019420288528250677,0.01321466138084969,0.11871032288666707,0.11250469573926608,-0.01781347435615554,-0.03643035579835851,-0.024019101503556527,0.06285967856005788,-0.042635982945759494,-0.05504723724056175,-0.06745849153536373,-0.15433727159897814,-0.06745849153536373,-0.13572039015677503,3.5628333896942372,3.2835801680611905,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
426,M,-0.2412160516625924,-0.10469225441976981,-0.10469225441976981,-0.07366411868276472,-0.08607537297756684,-0.11089788156717094,0.01321466138084969,-0.048841610093160764,-0.06125286438796274,0.06285967856005788,0.05665405141265689,0.03183154282305266,0.044242797117854914,-0.12951476300937403,0.044242797117854914,0.01321466138084969,-0.048841610093160764,-0.10469225441976981,-0.09848662727236882,-0.048841610093160764,-0.22259917022038944,-0.042635982945759494,3.7055628140844608,3.413898338156612,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
427,N,-0.2350104245151914,-0.11089788156717094,-0.18536540733598322,-0.22880479736779044,-0.10469225441976981,-0.048841610093160764,-0.005402220061353559,-0.06125286438796274,0.019420288528250677,-0.005402220061353559,-0.06125286438796274,-0.07366411868276472,-0.10469225441976981,-0.024019101503556527,-0.042635982945759494,-0.042635982945759494,-0.09228100012496783,-0.08607537297756684,-0.01781347435615554,-0.24742167880999355,-0.148131644451577,-0.11710350871457192,3.140850743670967,3.6993571869370596,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
428,O,-0.2598329331047955,-0.15433727159897814,-0.18536540733598322,-0.17915978018858225,-0.048841610093160764,-0.1729541530411811,-0.07366411868276472,-0.03643035579835851,-0.12330913586197291,-0.08607537297756684,-0.11089788156717094,0.07527093285485986,-0.14192601730417603,-0.048841610093160764,-0.05504723724056175,-0.19777666163078522,-0.08607537297756684,-0.05504723724056175,-0.15433727159897814,-0.09848662727236882,-0.16674852589378011,-0.16674852589378011,3.4325152195988156,3.5566277625468357,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
429,P,-0.17915978018858225,-0.17915978018858225,-0.2846554416943996,-0.14192601730417603,-0.22259917022038944,-0.1729541530411811,-0.14192601730417603,-0.12951476300937403,-0.18536540733598322,-0.0798697458301657,-0.19777666163078522,-0.12330913586197291,-0.11089788156717094,-0.030224728650957516,-0.030224728650957516,-0.06745849153536373,-0.16054289874637914,-0.16674852589378011,-0.17915978018858225,-0.22259917022038944,-0.19777666163078522,-0.15433727159897814,3.6310952883156484,3.600067152578643,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701,-1.3147895481629701
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
433,9,1,H2060266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:01,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
437,9,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
441,A,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
442,B,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
443,C,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
444,D,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
445,E,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
446,F,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
447,G,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
448,H,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
449,I,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
450,J,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
451,K,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
452,L,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
453,M,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
454,N,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
455,O,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
456,P,0.522012836,0.522012836,,,,,,,,,,,,,,,,,,,,,0.522012836,0.522012836,,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
460,9,1,H2060266,14.01,17.62,17.52,41.8,41.7,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:01,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
464,9,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
468,A,-0.2334232758814541,-0.18579083228669616,-0.15857229308969162,-0.03608886670317121,-0.14496302349118936,-0.09052594509718029,-0.03608886670317121,-0.15176765829044048,-0.09733057989643142,0.04556675088784239,0.04556675088784239,-0.11774448429418481,-0.09733057989643142,-0.08372131029792915,-0.056502771100924616,-0.12454911909343595,-0.03608886670317121,-0.24022791068070523,-0.15176765829044048,-0.17898619748744501,-0.17898619748744501,-0.20620473668444955,3.1961126629411183,3.352619263323894,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029
469,B,-0.17898619748744501,-0.1925954670859473,-0.11093984949493368,-0.20620473668444955,-0.04289350150242235,-0.11774448429418481,-0.04969813630167348,0.031957481289340124,-0.07011204069942688,-0.12454911909343595,-0.09052594509718029,-0.04969813630167348,-0.022479597104668944,-0.07011204069942688,-0.02928423190392008,-0.09052594509718029,-0.09733057989643142,-0.02928423190392008,-0.20620473668444955,-0.16537692788894276,-0.24022791068070523,-0.2198140062829518,2.4407982002242417,2.7946392097853012,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029
470,C,-0.17898619748744501,-0.2334232758814541,-0.09052594509718029,-0.07011204069942688,-0.18579083228669616,-0.08372131029792915,-0.01567496230541781,-0.022479597104668944,-0.01567496230541781,-0.06330740590017575,-0.01567496230541781,-0.06330740590017575,0.03876211608859126,-0.30827425867321656,-0.07691667549867802,-0.04969813630167348,-0.15857229308969162,-0.12454911909343595,-0.24703254547995634,-0.18579083228669616,-0.2606418150784586,-0.17898619748744501,2.4680167394212464,2.9239272709710726,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029
471,D,-0.2198140062829518,-0.24022791068070523,-0.11774448429418481,-0.2198140062829518,-0.04289350150242235,-0.056502771100924616,-0.07011204069942688,-0.022479597104668944,-0.01567496230541781,-0.008870327506166677,-0.04289350150242235,-0.07691667549867802,0.011543576891586723,-0.008870327506166677,0.018348211690837855,-0.01567496230541781,-0.002065692706915544,-0.11093984949493368,-0.20620473668444955,-0.49880403305224846,-0.14496302349118936,-0.13815838869193822,2.406775026227986,2.5292584526145063,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029,-1.4242343657504029
