,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
232,J,-0.3196986504044652,-0.32433064554628555,-0.29455353392029726,-0.3084495193457585,-0.29874438666765857,-0.31308151448757887,-0.341976341324649,-0.3144049416709561,-0.2131627621425958,-0.29367124913137904,-0.3022735258233313,-0.2857306860311155,-0.27249641419734294,-0.2877158268061814,-0.3031558106122494,-0.28065754849483604,-0.300950098639954,-0.25485071841897944,-0.2493364384882409,-0.2656587070832271,-0.29918552906211765,-0.25176272165776586,3.5475761506211136,2.8088832110993738,-0.5660766777098648
233,K,-0.31815465202385834,-0.30514095138731534,-0.3316094950548605,-0.30999351772636524,-0.29565638990644494,-0.3088906617402175,-0.4147648364103982,-0.26036499834971805,-0.2941123915258382,-0.28639239962280416,-0.2594827135607999,-0.2649969934915385,-0.27271698539457245,-0.3133020856848084,-0.26080614074417713,-0.24404272975473187,-0.25220386405222495,-0.22705874756805702,-0.2032370582672664,-0.2594827135607999,-0.22683817637082754,-0.23080845792095928,3.271862154084185,2.673452496000434,-0.5660766777098648
234,L,-0.3146255128681857,-0.31396379927649704,-0.28440725884773826,-0.27823126532531106,-0.29675924589259267,-0.28749525560895184,-0.30580266497900394,-0.2713935582111952,-0.2799958349031474,-0.2826426892699019,-0.29896495786488814,-0.29896495786488814,-0.27051127342227704,-0.2568358591940454,-0.31749293843216975,-0.23499931066832058,-0.2323524563015661,-0.23102902911818884,-0.2881569692006405,-0.21492733172043219,-0.16816623790776905,-0.1741216602329667,3.0049710054364374,2.540227492873791,-0.5660766777098648
235,M,-0.31947807920723553,-0.29896495786488814,-0.2943329627230677,-0.26830556144998163,-0.29521524751198586,-0.3256540727296628,-0.29830324427319943,-0.28859811159509957,-0.23477873947109107,-0.2941123915258382,-0.2837455452560496,-0.2733786989862611,-0.19309078319470743,-0.28749525560895184,-0.2515421504605363,-0.22308846601792529,-0.20257534467557778,-0.1809593673470825,-0.07508519267690182,-0.14235940783191248,-0.1520645405100124,-0.14456511980420791,3.58816125091135,2.814618062227342,-0.5660766777098648
236,N,-0.30756723455684026,-0.2892598251867882,-0.30690552096515167,-0.28440725884773826,-0.2720552718028838,-0.23941073461291143,-0.29256839314523136,-0.2839661164532792,-0.29940610025934716,-0.2872746844117223,-0.2877158268061814,-0.2658792782804566,-0.28286326046713145,-0.22286789482069572,-0.2508804368688477,-0.20389877185895502,-0.16265195797703044,-0.1686073803022281,-0.16397538516040774,-0.23213188510433652,-0.013104686255400224,-0.26852613264721115,3.489565925749744,2.953577916481954,-0.5660766777098648
237,O,-0.3155077976571038,-0.31352265688203795,-0.29345067793414953,-0.2916861083563132,-0.2788929789169997,-0.28705411321449276,-0.29675924589259267,-0.3020529546261017,-0.26632042067491574,-0.2702907022250475,-0.2797752637059178,-0.27668726694470425,-0.22794103235697522,-0.02170696294735239,-0.1791947977692462,-0.1617696731881123,-0.1926496408002483,0.00012958557837237,-0.03405894999220687,-0.04685207943152033,-0.06427720401265423,-0.24073416179628876,3.695799995159367,3.0190875620591284,-0.5660766777098648
238,P,-0.33403577822438546,-0.3150666552626447,-0.28705411321449276,-0.3223455047712197,-0.3166106536432515,-0.3238895031518264,-0.2963181034981336,-0.3152872264598743,-0.31594894005156293,-0.2958769611036745,-0.3146255128681857,-0.2846278300449678,-0.2791135501142292,-0.2405135905990592,-0.2588209999691113,-0.15559367966568508,-0.17720965699418034,-0.1485354013543397,-0.05611606971516112,-0.11522915057267867,-0.05413092894009525,0.12497288321029369,2.9983538695195517,3.187162814348041,-0.5660766777098648
239,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
240,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
241,6,1,"""=""""H2060630""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 8:44:34 PM,,,,,,,,,,,,,,
242,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
243,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
244,6,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
245,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
246,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
247,A,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
248,B,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
249,C,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
250,D,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
251,E,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
252,F,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
253,G,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
254,H,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
255,I,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
256,J,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
257,K,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
258,L,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
259,M,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
260,N,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
261,O,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
262,P,0.4972079468,0.4972079468,,,,,,,,,,,,,,,,,,,,,0.4972079468,0.4972079468,
263,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
264,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
265,6,1,"""=""""H2060630""""""",14.01,17.52,17.62,51.8,51.6,18.02,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 8:44:34 PM,,,,,,,,,
266,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
267,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
268,6,Jez US LUM 384 (cps),0,28,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
269,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
270,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
271,A,-0.5881085449649225,-0.5235023092283752,-0.5049280164541179,-0.5668423257016423,-0.5197336121437433,-0.49523708109363584,-0.47962390745730354,-0.5197336121437433,-0.3630634904826164,-0.40478835106246974,-0.4413985513131798,-0.41770959820977915,-0.23627375284964244,-0.263731403037675,-0.22927474397818315,-0.21070045120392586,-0.25780916476182486,-0.11271432700349594,-0.09629357542045687,-0.08121878708192909,-0.04380100888451226,-0.02872622054598462,3.5162717728481416,3.1668597145729818,-0.8365733599017269
272,B,-0.5514983447142123,-0.5501523814697009,-0.6615981381152449,-0.420401524698802,-0.4680486235545056,-0.47612440302157394,-0.36521703167383457,-0.45082029402475965,-0.4505511013758573,-0.49927497082717004,-0.4430137072065935,-0.3671013802161505,-0.3307603726143427,-0.18512714955820928,-0.14797856400969456,-0.18970342458954803,-0.11729060203483463,-0.04433939418231677,-0.047569705969144165,-0.013651432207456836,0.011114291491552828,0.02268957539435096,4.509592647297555,3.306570699353265,-0.8365733599017269
273,C,-0.5418074093537303,-0.521348768037157,-0.49012242076449253,-0.47370166918145346,-0.4879688795732743,-0.48662291632876287,-0.4438212851533004,-0.46401073382097136,-0.42982326741038174,-0.4341303497928182,-0.40182723192454467,-0.6314485614381895,-0.4702021647457238,-0.21285399239514408,-0.2230833130534307,-0.23573536755183785,0.0240355386388624,0.060914931538474715,-0.056991448680723936,0.13009744230636067,0.015959759171793916,0.09456401265125963,2.9148953952004475,2.484725542254604,-0.8365733599017269
274,D,-0.4475899822379323,-0.5178492636014274,-0.4378990468774502,-0.4605112293852417,-0.38594486563931013,-0.45566576170500067,-0.5014285120183882,-0.3991353054355219,-0.5006209340716814,-0.36521703167383457,-0.31137850189337857,-0.2023554790879552,-0.5200028047926456,-0.20181709379015061,-0.11002240051447307,-0.16143819645480864,-0.0419166603421963,0.10237059946942585,0.05553107856042911,-0.21527672623526461,0.05903058299615876,0.0864882331841913,3.142093990873972,2.6992720834297215,-0.8365733599017269
275,E,-0.48123906335071726,-0.45862688084292574,-0.45082029402475965,-0.2809597325674209,-0.21150802915063271,-0.353103362473232,-0.3345290696989746,-0.29926483269277593,-0.3299527946676359,-0.16116900380590637,-0.2241600836490399,-0.2605010912508477,-0.11109917111008225,-0.4115181672850267,-0.5803019581467563,0.16266975282353655,0.03776436373287859,0.27330793152237365,0.1335969467420903,0.13763483647562447,0.25365686815250715,0.1021014068205236,4.352653332987525,2.919202477582884,-0.8365733599017269
276,F,-0.4303616527081863,-0.4685870088523101,-0.44274451455769126,-0.3595639860468867,-0.3232229784450789,-0.35498771101554794,-0.3872908288838216,-0.3132628504356945,-0.37006249935407565,-0.36737057286505287,-0.25646320151731344,-0.08794860330448613,-0.27961376932290954,0.016498144469598432,-0.18701149810052523,-0.007460001282704457,0.13063582760416517,0.16563087196146167,0.24369674014312287,0.20035672366985577,0.3120716729643019,-0.1460942154673786,4.309044123865356,3.494197975638154,-0.8365733599017269
277,G,-0.47370166918145346,-0.3905211406706489,-0.5095042914854567,-0.24731065145463593,-0.26561575157999096,-0.31756993281813106,-0.3697933067051733,-0.4438212851533004,-0.24919499999695188,-0.36871653610956423,-0.3504114359842092,-0.673173422018043,-0.12132849176836893,-0.25727077946402027,0.006268823811311888,0.05983816094286553,0.042879024062021945,-0.4093646260938085,0.16751522050377762,0.23077549299581346,0.2598482990772597,0.18097485294889157,3.9564017538033687,2.849481581517194,-0.8365733599017269
278,H,-0.5267326210152026,-0.5331932445888573,-0.39994288338222866,-0.3366826108901929,-0.4158252496674632,-0.33695180353909515,-0.4462440189934209,-0.32429974904068803,-0.4247086070812385,-0.35875640810017984,-0.2583475500596294,-0.27073041190913427,-0.18270441571808874,-0.0004609924112451558,-0.21716107477758056,-0.0957551901226522,-0.24004244993427437,0.16913037639719133,-0.09090972244241126,-0.3049178783197239,-0.766583271187134,-0.08229555767753827,3.9224834800416817,3.408594713287229,-0.8365733599017269
279,I,-0.4311692306548932,-0.4688562015012124,-0.4408601660153753,-0.41797879085868145,-0.43278438654830687,-0.3404513079748248,-0.5525751153098215,-0.3751771596832189,-0.32564571228519945,-0.39617418629759676,-0.07206623701925156,-0.13182700507555775,-0.1697831685707793,-0.047300513320241905,-0.1980483967055187,0.0692599036544453,0.02161280479874178,0.0864882331841913,0.021074419500937264,0.1454414232937907,0.053377537369210894,0.042340638764217425,3.3488339452309233,2.561176254542852,-0.8365733599017269
280,J,-0.46616427501218954,-0.4354763130373297,-0.17112913181529069,-0.4265929556235544,-0.329145216720929,-0.48662291632876287,-0.4634723485231668,-0.10383096958972068,-0.413671708476245,-0.33883615208141116,-0.20827771736380532,-0.480969870701815,-0.71059120021546,-0.17409025095321573,-0.0836415209220497,-0.16063061850810173,-0.04595455007573047,-0.011767083665140883,0.1335969467420903,0.06306847272969293,-0.6836719353252318,0.0848730772907776,3.2904191404191283,3.0591826550120698,-0.8365733599017269
281,K,-0.591608049400652,-0.4658950823632873,-0.4131333231784404,-0.5132729885700886,-0.5525751153098215,-0.4400525880686684,-0.4911991913601016,-0.28715116349217334,-0.37867666411894857,-0.4306308453570886,-0.2613086691975545,-0.24111922052988347,-0.14044116984043073,-0.14851694930749923,0.13090502025306744,0.060914931538474715,-0.03518684411963926,0.06495282127200888,0.02053603420313275,0.13332775409318806,0.03749517108397634,0.14032676296464736,2.6734295891351025,2.3288629985401843,-0.8365733599017269
282,L,-0.5644195918615218,-0.4777395589149876,-0.4798931001062059,-0.4524354499181733,-0.4696637794479192,-0.4376298542285479,-0.40882624079600394,-0.3304911799654405,-0.4241702217834339,-0.37275442584309837,-0.33722099618799745,-0.3450275830061636,-0.2085469100127076,-0.10948401521666855,-0.15928465526359042,0.011383484140455235,-0.03707119266195521,0.0811043802061457,0.036418400488367156,0.12148327754148766,0.11690700251014897,0.1303666349552629,2.9547359072379855,2.4709967171605878,-0.8365733599017269
283,M,-0.5838014625824859,-0.3864832509371147,-0.5038512458585088,-0.5070815576453361,-0.45082029402475965,-0.3932130671596717,-0.4045191584135675,-0.4710097426924306,-0.37894585676785086,-0.23788890874305615,-0.3162239695736196,-0.24488791761451537,-0.1269815373953168,-0.13344216096897143,-0.08767941065558386,0.029688584265810263,0.10856203039417824,0.16374652341914572,0.09564078324686881,0.2999580037636994,0.20116430161656254,0.16751522050377762,3.2002396030368643,2.437078443398901,-0.8365733599017269
284,N,-0.5924156273473589,-0.5673807109994469,-0.5291553548553232,-0.5245790798239843,-0.4839309898397401,-0.4798931001062059,-0.37706150822553486,-0.40909543344490623,-0.4847385677864469,-0.465625889714385,-0.4610496146830463,-0.33856695943250886,-0.24515711026341772,-0.2728839531003525,-0.04676212802243724,-0.07152785172144706,-0.06318287960547646,0.1021014068205236,0.2326598415381294,-0.7778893624410299,0.19120417360717826,0.21893101644411306,3.6406387766409947,3.1935097868143076,-0.8365733599017269
285,O,-0.6112591127705186,-0.5722261786796878,-0.4911991913601016,-0.5035820532096066,-0.536692749024587,-0.4815082559996195,-0.4777395589149876,-0.4424753219087889,-0.508965906187652,-0.3541801330688411,-0.46993297209682156,-0.3434124271127499,-0.3471811241973818,-0.06129853106316036,-0.059144989871942145,-0.1646685082416359,-0.12590476679970763,0.028073428372396566,0.06872151835664078,0.12229085548819459,0.06737555511212935,0.12040650694587862,3.5991831087100437,2.961734916109444,-0.8365733599017269
286,P,-0.6182581216419778,-0.6099131495260072,-0.5738413345731016,-0.5060047870497271,-0.5576897756389647,-0.5178492636014274,-0.5447685284916554,-0.4928143472535153,-0.5132729885700886,-0.4685870088523101,-0.4505511013758573,-0.3905211406706489,-0.36279429783371403,-0.37867666411894857,-0.3178391254670333,-0.19481808491869132,-0.1525548390410334,-0.08875618125119306,0.019459263607523567,-0.04487777948012129,-0.04595455007573047,-0.06695157669010837,3.3980961999800403,3.3857133381305355,-0.8365733599017269
287,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
288,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
289,7,1,"""=""""H2060628""""""",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,1/6/2023 8:47:09 PM,,,,,,,,,,,,,,
290,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
291,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
292,7,Jez US LUM 384 (cps),0,52,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
293,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
294,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
295,A,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
296,B,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
297,C,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
298,D,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
299,E,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
300,F,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
301,G,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
302,H,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
303,I,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
304,J,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
305,K,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
306,L,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
307,M,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
308,N,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
309,O,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
310,P,0.49612600823,0.49612600823,,,,,,,,,,,,,,,,,,,,,0.49612600823,0.49612600823,
311,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
312,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
313,7,1,"""=""""H2060628""""""",14.01,17.62,17.62,51.8,51.4,18.02,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,1/6/2023 8:47:09 PM,,,,,,,,,
314,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
315,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
316,7,Jez US LUM 384 (cps),0,52,0.25,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
317,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
318,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
319,A,-0.3985524823735028,-0.38102074249747436,-0.35816290443126,-0.38923181054067757,-0.39699903706803197,-0.34928607411428364,-0.33974348152353395,-0.3603821120105042,-0.3854591576559626,-0.3703685461171026,-0.3330858587858016,-0.3612697950422018,-0.3670397347482365,-0.3712562291488003,-0.3554998553361671,-0.37170007066464916,-0.3612697950422018,-0.3805769009816255,-0.3854591576559626,-0.3847933953821893,-0.38723452371935785,-0.3794672971920035,3.553412374744407,3.0536468278986333,-0.6160348251394255
320,B,-0.38235226704502084,-0.35461217230446945,-0.352171043967301,-0.30379231873977935,-0.3577190629154112,-0.3535025685148474,-0.3381900362180631,-0.33463930409127246,-0.3630451611055971,-0.35483409306239383,-0.35194912320937655,-0.3040142394977038,-0.3432942136503245,-0.3803549802237012,-0.3699247046012538,-0.34972991563013245,-0.36348900262144596,-0.3399654022814584,1.1544489815815246,-0.3554998553361671,-0.36348900262144596,-0.34529150047164425,3.9828290413281415,2.975308800351316,-0.6160348251394255
321,C,-0.3903414143302997,-0.35505601382031826,-0.33153241348033075,-0.3486203118405104,-0.30512384328732584,-0.2951374091807274,-0.3313104927224063,-0.3750288820335153,-0.33108857196448194,-0.34307229289240004,-0.3404092437973072,-0.3426284513765513,-0.3259843945322205,-0.2913647562960124,-0.3217679001316567,-0.3188829302786393,-0.3390777192497607,-0.36149171580012623,-0.35328064775692297,-0.30534576404525027,-0.3677054970220098,-0.2980223790337447,3.5771578958423187,3.0343397219592094,-0.6160348251394255
322,D,-0.37014662535917825,-0.33574890788089456,-0.34240653061862686,-0.35305872699899865,-0.3148883566359999,-0.34018732303938276,-0.3146664358780755,-0.3308666512065575,-0.3366365909125922,-0.29158667705393676,-0.29757853751789587,-0.2887017072009194,-0.28714826189544856,-0.31333491133052904,-0.29935390358129116,-0.3632670818635215,-0.3204363755841102,-0.3091184169299653,-0.3270939983218425,-0.3728096744542712,-0.35328064775692297,-0.32309942467920316,3.793530634818619,2.884543210360232,-0.6160348251394255
323,E,-0.2944716469069541,-0.3266501568059937,-0.18794968310323684,-0.2776056693046989,-0.2980223790337447,-0.26029585018659485,-0.26584386913470515,-0.2654000276188563,-0.2596300879128216,-0.24498331788981048,-0.27893719385224536,-0.312225307540907,-0.2540820689647113,-0.2578547218494263,-0.2800467976418674,-0.2909209147801635,-0.3068992093507211,-0.2842632920424312,-0.19482922659889362,-0.2962470129703494,-0.3259843945322205,-0.28470713355828003,4.836780117821275,3.3217271034713214,-0.6160348251394255
324,F,-0.31022802071958727,-0.31799524724694167,-0.303570397981855,-0.3599382704946554,-0.27738374854677444,-0.21568977784378826,-0.267397314440176,-0.29225243932771,-0.267397314440176,-0.27250149187243744,-0.3754727235493642,-0.2820440844631871,-0.24986557456414749,-0.2802687183997918,-0.16265071669985404,-0.2691726805035713,-0.33352970030165047,-0.28448521280035566,-0.30312655646600617,-0.30734305086656993,-0.30201695267638407,-0.1806262980917313,4.4932467845542865,3.2056625470768543,-0.6160348251394255
325,G,-0.320880217099959,-0.30556768480317464,-0.3066772885927967,-0.3086745754141164,-0.19793611720983537,-0.2864824996216753,-0.3270939983218425,-0.15177659956155792,-0.20925407586398032,-0.2980223790337447,-0.24675868395320577,-0.2665096314084784,-0.21347057026454416,-0.19283193977757393,-0.24875597077452546,-0.24276411031056636,-0.26628771065055395,-0.21169520420114887,-0.2938058846331809,-0.24498331788981048,-0.36437668565314363,-0.32554055301637164,4.28109053997855,2.783125423988776,-0.6160348251394255
326,H,-0.31533219815184876,-0.32243366240542987,-0.26695347292432714,-0.268506918229798,-0.2081444720743583,-0.27028228429319334,-0.2478682877428278,-0.31022802071958727,-0.2778275900626233,-0.24653676319528134,-0.2716138088407398,-0.27072612580904215,-0.29225243932771,-0.30889649617204085,-0.5694314659752993,-0.2909209147801635,-0.19815803796775977,-0.24653676319528134,-0.24276411031056636,-0.22035011376020086,-0.24809020850075222,-0.27250149187243744,4.054731366895651,3.0330081974116627,-0.6160348251394255
327,I,-0.3268720775639181,-0.31333491133052904,-0.27294533338828625,-0.30312655646600617,-0.5203869784740044,-0.3146664358780755,-0.2654000276188563,-0.013741888132574286,-0.23388727999358994,-0.27294533338828625,-0.24098874424717107,-0.3734754367280444,-0.15821230154136579,-0.18151398112342898,-0.26096161246036803,-0.304680001771477,-0.35572177609409156,-0.2931401223594077,-0.18528663400814396,-0.1604315091206099,-0.14600665985552322,-0.24587100092150815,3.58026478645326,2.592939334447556,-0.6160348251394255
328,J,-0.3510614401776789,-0.31732948497316843,-0.32198982088958106,-0.2913647562960124,-0.2491998122903743,-0.25452591048056017,-0.2334434384777411,-0.3064553678348723,-0.17951669430210926,-0.2600739294286704,-0.3082307338982676,-0.25430398972263574,-0.2691726805035713,-0.21879666845473,0.026869610567592888,-0.27982487688394303,-0.2931401223594077,-0.2079225513164339,-0.21835282693888117,-0.28448521280035566,-0.2148020948120906,-0.26628771065055395,3.6992143127007444,2.6399865351275316,-0.6160348251394255
329,K,-0.3486203118405104,-0.3361927493967434,-0.26029585018659485,-0.34839839108258597,-0.3022388734343085,-0.3517272024514521,-0.17818516975456283,-0.28670442037959976,-0.2882578656850706,-0.2589643256390484,-0.29424972614902967,-0.2589643256390484,-0.16464800352117376,-0.14600665985552322,-0.21968435148642768,-0.0900826288585717,-0.2860386581058265,-0.25807664260735075,-0.08298116460499048,-0.21347057026454416,-0.10828013100837337,0.07924290943775378,2.988180204310932,2.6637320562254434,-0.6160348251394255
330,L,-0.37724808961275935,-0.3464011042612663,-0.28270984673696037,-0.31777332648901724,-0.2787152730943209,-0.2989100620654423,-0.07477009656178733,-0.3022388734343085,-0.4060977881429328,-0.2305584686247238,-0.27028228429319334,-0.03282707331407364,-0.24476139713188608,-0.21635554011756145,-0.3827961085608697,-0.21724322314925915,-0.26451234458715867,-0.26451234458715867,-0.23743801212038051,-0.28670442037959976,-0.28448521280035566,-0.19105657371417864,3.0809430811233356,2.546114054525505,-0.6160348251394255
331,M,-0.33574890788089456,-0.3104499414775117,-0.19948956251530622,-0.2012649285787015,-0.31599796042562195,-0.2860386581058265,-0.2518628613854672,-0.19349770205134711,-0.21790898542303233,-0.2665096314084784,-0.20881023434813148,-0.25430398972263574,-0.12625571240025063,-0.17707556596494073,-0.16864257716381315,-0.19416346432512038,-0.14800394667684294,0.22282563981484768,-0.12359266330515774,-0.15643693547797052,-0.08852918355310083,-0.12270498027346005,3.248493253356266,2.600040798701137,-0.6160348251394255
332,N,-0.37059046687502706,-0.352171043967301,-0.20059916630492833,-0.3124472282988314,-0.4120896486068919,-0.304680001771477,-0.35505601382031826,-0.2989100620654423,-0.28958939023261704,-0.5015237140504295,-0.15710269775174376,-0.1446751353079768,-0.26096161246036803,-0.2776056693046989,-0.18883736613493451,-0.22123779679189853,-0.1633164789736273,-0.21879666845473,-0.06433982093933997,-0.19216617750380066,-0.09962522144932137,-0.14334361076043026,3.6834579388881115,2.786898076873491,-0.6160348251394255
333,O,-0.32554055301637164,-0.308452654656192,-0.3060115263190235,-0.3157760396676976,-0.19993340403115506,-0.32931320590108665,-0.2778275900626233,-0.26429042382923423,-0.28448521280035566,-0.22412276664491584,-0.24098874424717107,-0.15199852031948236,-0.5383625598658817,-0.22989270635095055,-0.14800394667684294,-0.17530019990154544,-0.16686721110041786,-0.1748563583856966,-0.3512833609356033,-0.007750027668615251,-0.2918085978118612,-0.26717539368225157,3.792642951786921,2.918053244806818,-0.6160348251394255
334,P,-0.3816865047712476,-0.3816865047712476,-0.3799111387078523,-0.3523929647252254,-0.3523929647252254,-0.34839839108258597,-0.3464011042612663,-0.34906415335635926,-0.3419626891027781,-0.2744987786937571,-0.29713469600204706,-0.27028228429319334,-0.2429860310684908,-0.21147328344322444,-0.1843989509764463,-0.1475601051609941,-0.19926764175738182,-0.27205765035658863,-0.1355763842330759,-0.10295403281818752,0.022209274651180222,-0.07654546262518261,3.345028783053385,2.987514442037159,-0.6160348251394255
335,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
336,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
